runId,status,seconds,gap,nodes,incumbent,bound
pricing-n020-set02-m3-random-medium-n10-wwide-time_indexed,FINISHED,3.636688,0.000000,8,45936.000000,45936.000000
pricing-n020-set02-m3-random-medium-n10-wwide-time_indexed_sri,FINISHED,2.824412,0.000000,3,45936.000000,45936.000000
pricing-n020-set02-m4-random-medium-n10-wwide-ng_dssr,ROOT_PROCESSED,0.855501,0.000000,1,40160.000000,40160.000000
pricing-n020-set02-m4-random-medium-n10-wwide-time_indexed,ROOT_PROCESSED,0.457214,0.000000,1,40160.000000,40160.000000
pricing-n020-set02-m4-random-medium-n10-wwide-time_indexed_sri,ROOT_PROCESSED,0.671326,0.000000,1,40160.000000,40160.000000
pricing-n020-set02-m2-random-high-n20-wzero-ng_dssr,FINISHED,8.969866,0.000000,7,609390.000000,609390.000000
pricing-n020-set02-m2-random-high-n20-wzero-time_indexed,FINISHED,12.077504,0.000000,7,609390.000000,609390.000000
pricing-n020-set02-m2-random-high-n20-wzero-time_indexed_sri,ROOT_PROCESSED,9.886350,0.000000,1,609390.000000,609390.000000
pricing-n020-set02-m3-random-high-n20-wzero-ng_dssr,FINISHED,3.814318,0.000000,2,429276.000000,429276.000000
pricing-n020-set02-m3-random-high-n20-wzero-time_indexed,FINISHED,3.966163,0.000000,3,429276.000000,429276.000000
pricing-n020-set02-m3-random-high-n20-wzero-time_indexed_sri,ROOT_PROCESSED,2.841973,0.000000,1,429276.000000,429276.000000
pricing-n020-set02-m4-random-high-n20-wzero-ng_dssr,FINISHED,4.314064,0.000000,7,347713.000000,347713.000000
pricing-n020-set02-m4-random-high-n20-wzero-time_indexed,FINISHED,3.457750,0.000000,8,347713.000000,347713.000000
pricing-n020-set02-m4-random-high-n20-wzero-time_indexed_sri,FINISHED,2.896150,0.000000,3,347713.000000,347713.000000
pricing-n020-set02-m2-random-high-n20-wnarrow-ng_dssr,ROOT_PROCESSED,4.243654,0.000000,1,423151.000000,423151.000000
pricing-n020-set02-m2-random-high-n20-wnarrow-time_indexed,FINISHED,6.986218,0.000000,5,423151.000000,423151.000000
pricing-n020-set02-m2-random-high-n20-wnarrow-time_indexed_sri,ROOT_PROCESSED,4.179364,0.000000,1,423151.000000,423151.000000
pricing-n020-set02-m3-random-high-n20-wnarrow-ng_dssr,FINISHED,3.565968,0.000000,3,264429.000000,264429.000000
pricing-n020-set02-m3-random-high-n20-wnarrow-time_indexed,FINISHED,4.413581,0.000000,6,264429.000000,264429.000000
pricing-n020-set02-m3-random-high-n20-wnarrow-time_indexed_sri,ROOT_PROCESSED,2.919563,0.000000,1,264429.000000,264429.000000
pricing-n020-set02-m4-random-high-n20-wnarrow-ng_dssr,ROOT_PROCESSED,2.150516,0.000000,1,195682.000000,195682.000000
pricing-n020-set02-m4-random-high-n20-wnarrow-time_indexed,FINISHED,2.193234,0.000000,3,195682.000000,195682.000000
pricing-n020-set02-m4-random-high-n20-wnarrow-time_indexed_sri,ROOT_PROCESSED,1.809988,0.000000,1,195682.000000,195682.000000
pricing-n020-set02-m2-random-high-n20-wwide-ng_dssr,ROOT_PROCESSED,6.135465,0.000000,1,210858.000000,210858.000000
pricing-n020-set02-m2-random-high-n20-wwide-time_indexed,ROOT_PROCESSED,5.773477,0.000000,1,210858.000000,210858.000000
pricing-n020-set02-m2-random-high-n20-wwide-time_indexed_sri,ROOT_PROCESSED,5.807166,0.000000,1,210858.000000,210858.000000
pricing-n020-set02-m3-random-high-n20-wwide-ng_dssr,FINISHED,5.112805,0.000000,8,115776.000000,115776.000000
pricing-n020-set02-m3-random-high-n20-wwide-time_indexed,FINISHED,5.016770,0.000000,9,115776.000000,115776.000000
pricing-n020-set02-m3-random-high-n20-wwide-time_indexed_sri,FINISHED,7.532398,0.000000,3,115776.000000,115776.000000
pricing-n020-set02-m4-random-high-n20-wwide-ng_dssr,ROOT_PROCESSED,2.277671,0.000000,1,92065.000000,92065.000000
pricing-n020-set02-m4-random-high-n20-wwide-time_indexed,FINISHED,2.559049,0.000000,3,92065.000000,92065.000000
pricing-n020-set02-m4-random-high-n20-wwide-time_indexed_sri,ROOT_PROCESSED,2.074135,0.000000,1,92065.000000,92065.000000
pricing-n020-set02-m2-family-base-n1-wzero-ng_dssr,ROOT_PROCESSED,1.829774,0.000000,1,23745.000000,23745.000000
pricing-n020-set02-m2-family-base-n1-wzero-time_indexed,FINISHED,27.756652,0.000000,91,23745.000000,23745.000000
pricing-n020-set02-m2-family-base-n1-wzero-time_indexed_sri,ROOT_PROCESSED,6.408455,0.000000,1,23745.000000,23745.000000
pricing-n020-set02-m3-family-base-n1-wzero-ng_dssr,ROOT_PROCESSED,1.192210,0.000000,1,15489.000000,15489.000000
pricing-n020-set02-m3-family-base-n1-wzero-time_indexed,FINISHED,9.300455,0.000000,45,15489.000000,15489.000000
pricing-n020-set02-m3-family-base-n1-wzero-time_indexed_sri,ROOT_PROCESSED,3.419189,0.000000,1,15489.000000,15489.000000
pricing-n020-set02-m4-family-base-n1-wzero-ng_dssr,FINISHED,6.899025,0.000000,76,11527.000000,11527.000000
pricing-n020-set02-m4-family-base-n1-wzero-time_indexed,FINISHED,17.376134,0.000000,246,11527.000000,11527.000000
pricing-n020-set02-m4-family-base-n1-wzero-time_indexed_sri,ROOT_PROCESSED,1.999985,0.000000,1,11527.000000,11527.000000
pricing-n020-set02-m2-family-base-n1-wnarrow-ng_dssr,ROOT_PROCESSED,2.312987,0.000000,1,15232.000000,15232.000000
pricing-n020-set02-m2-family-base-n1-wnarrow-time_indexed,FINISHED,105.657659,0.000000,348,15232.000000,15232.000000
pricing-n020-set02-m2-family-base-n1-wnarrow-time_indexed_sri,ROOT_PROCESSED,28.242072,0.000000,1,15232.000000,15232.000000
pricing-n020-set02-m3-family-base-n1-wnarrow-ng_dssr,FINISHED,1.514456,0.000000,3,7540.000000,7540.000000
pricing-n020-set02-m3-family-base-n1-wnarrow-time_indexed,FINISHED,39.820766,0.000000,248,7540.000000,7540.000000
pricing-n020-set02-m3-family-base-n1-wnarrow-time_indexed_sri,ROOT_PROCESSED,2.181432,0.000000,1,7540.000000,7540.000000
pricing-n020-set02-m4-family-base-n1-wnarrow-ng_dssr,FINISHED,3.933640,0.000000,25,4730.000000,4730.000000
pricing-n020-set02-m4-family-base-n1-wnarrow-time_indexed,FINISHED,46.487492,0.000000,541,4730.000000,4730.000000
pricing-n020-set02-m4-family-base-n1-wnarrow-time_indexed_sri,ROOT_PROCESSED,2.704519,0.000000,1,4730.000000,4730.000000
pricing-n020-set02-m2-family-base-n1-wwide-ng_dssr,ROOT_PROCESSED,3.562285,0.000000,1,5989.000000,5989.000000
pricing-n020-set02-m2-family-base-n1-wwide-time_indexed,FINISHED,5799.932913,0.000000,26416,5989.000000,5989.000000
pricing-n020-set02-m2-family-base-n1-wwide-time_indexed_sri,ROOT_PROCESSED,402.531822,0.000000,1,5989.000000,5989.000000
pricing-n020-set02-m3-family-base-n1-wwide-ng_dssr,ROOT_PROCESSED,1.018551,0.000000,1,2205.000000,2205.000000
pricing-n020-set02-m3-family-base-n1-wwide-time_indexed,FINISHED,106.242581,0.000000,745,2205.000000,2205.000000
pricing-n020-set02-m3-family-base-n1-wwide-time_indexed_sri,ROOT_PROCESSED,2.214340,0.000000,1,2205.000000,2205.000000
pricing-n020-set02-m4-family-base-n1-wwide-ng_dssr,FINISHED,44.262733,0.000000,903,1824.000000,1824.000000
pricing-n020-set02-m4-family-base-n1-wwide-time_indexed,FINISHED,236.710304,0.000000,2833,1824.000000,1824.000000
pricing-n020-set02-m4-family-base-n1-wwide-time_indexed_sri,FINISHED,6.342509,0.000000,3,1824.000000,1824.000000
pricing-n020-set02-m2-family-medium-n10-wzero-ng_dssr,ROOT_PROCESSED,4.036169,0.000000,1,211459.000000,211459.000000
pricing-n020-set02-m2-family-medium-n10-wzero-time_indexed,FINISHED,348.060034,0.000000,367,211459.000000,211459.000000
pricing-n020-set02-m2-family-medium-n10-wzero-time_indexed_sri,ROOT_PROCESSED,57.977900,0.000000,1,211459.000000,211459.000000
pricing-n020-set02-m3-family-medium-n10-wzero-ng_dssr,FINISHED,7.931150,0.000000,15,139524.000000,139524.000000
pricing-n020-set02-m3-family-medium-n10-wzero-time_indexed,FINISHED,43.503912,0.000000,100,139524.000000,139524.000000
pricing-n020-set02-m3-family-medium-n10-wzero-time_indexed_sri,ROOT_PROCESSED,37.198797,0.000000,1,139524.000000,139524.000000
pricing-n020-set02-m4-family-medium-n10-wzero-ng_dssr,FINISHED,26.203328,0.000000,129,104469.000000,104469.000000
pricing-n020-set02-m4-family-medium-n10-wzero-time_indexed,FINISHED,117.731172,0.000000,476,104469.000000,104469.000000
pricing-n020-set02-m4-family-medium-n10-wzero-time_indexed_sri,ROOT_PROCESSED,18.923154,0.000000,1,104469.000000,104469.000000
pricing-n020-set02-m2-family-medium-n10-wnarrow-ng_dssr,ROOT_PROCESSED,4.292446,0.000000,1,127053.000000,127053.000000
pricing-n020-set02-m2-family-medium-n10-wnarrow-time_indexed,FINISHED,697.051942,0.000000,702,127053.000000,127053.000000
pricing-n020-set02-m2-family-medium-n10-wnarrow-time_indexed_sri,ROOT_PROCESSED,43.109077,0.000000,1,127053.000000,127053.000000
pricing-n020-set02-m3-family-medium-n10-wnarrow-ng_dssr,FINISHED,7.025173,0.000000,11,64784.000000,64784.000000
pricing-n020-set02-m3-family-medium-n10-wnarrow-time_indexed,FINISHED,86.400232,0.000000,215,64784.000000,64784.000000
pricing-n020-set02-m3-family-medium-n10-wnarrow-time_indexed_sri,ROOT_PROCESSED,208.956872,0.000000,1,64784.000000,64784.000000
pricing-n020-set02-m4-family-medium-n10-wnarrow-ng_dssr,FINISHED,25.852666,0.000000,113,40350.000000,40350.000000
pricing-n020-set02-m4-family-medium-n10-wnarrow-time_indexed,FINISHED,456.011725,0.000000,2141,40350.000000,40350.000000
pricing-n020-set02-m4-family-medium-n10-wnarrow-time_indexed_sri,ROOT_PROCESSED,31.182688,0.000000,1,40350.000000,40350.000000
pricing-n020-set02-m2-family-medium-n10-wwide-ng_dssr,ROOT_PROCESSED,4.383301,0.000000,1,47160.000000,47160.000000
pricing-n020-set02-m2-family-medium-n10-wwide-time_indexed,FINISHED,4465.835117,0.000000,6353,47160.000000,47160.000000
pricing-n020-set02-m2-family-medium-n10-wwide-time_indexed_sri,ROOT_PROCESSED,822.953289,0.000000,1,47160.000000,47160.000000
pricing-n020-set02-m3-family-medium-n10-wwide-ng_dssr,ROOT_PROCESSED,1.976753,0.000000,1,18430.000000,18430.000000
pricing-n020-set02-m3-family-medium-n10-wwide-time_indexed,FINISHED,23.009575,0.000000,77,18430.000000,18430.000000
pricing-n020-set02-m3-family-medium-n10-wwide-time_indexed_sri,ROOT_PROCESSED,5.412574,0.000000,1,18430.000000,18430.000000
pricing-n020-set02-m4-family-medium-n10-wwide-ng_dssr,FINISHED,37.166778,0.000000,234,16220.000000,16220.000000
pricing-n020-set02-m4-family-medium-n10-wwide-time_indexed,FINISHED,73.441663,0.000000,430,16220.000000,16220.000000
pricing-n020-set02-m4-family-medium-n10-wwide-time_indexed_sri,FINISHED,24.767136,0.000000,3,16220.000000,16220.000000
pricing-n020-set02-m2-family-high-n20-wzero-ng_dssr,ROOT_PROCESSED,6.734119,0.000000,1,479978.000000,479978.000000
pricing-n020-set02-m2-family-high-n20-wzero-time_indexed,FINISHED,949.710309,0.000000,401,479978.000000,479978.000000
pricing-n020-set02-m2-family-high-n20-wzero-time_indexed_sri,ROOT_PROCESSED,67.132371,0.000000,1,479978.000000,479978.000000
pricing-n020-set02-m3-family-high-n20-wzero-ng_dssr,FINISHED,8.821311,0.000000,9,321839.000000,321839.000000
pricing-n020-set02-m3-family-high-n20-wzero-time_indexed,FINISHED,308.397943,0.000000,236,321839.000000,321839.000000
pricing-n020-set02-m3-family-high-n20-wzero-time_indexed_sri,ROOT_PROCESSED,102.730863,0.000000,1,321839.000000,321839.000000
pricing-n020-set02-m4-family-high-n20-wzero-ng_dssr,FINISHED,20.375541,0.000000,42,232732.000000,232732.000000
pricing-n020-set02-m4-family-high-n20-wzero-time_indexed,FINISHED,62.550081,0.000000,108,232732.000000,232732.000000
pricing-n020-set02-m4-family-high-n20-wzero-time_indexed_sri,ROOT_PROCESSED,10.573664,0.000000,1,232732.000000,232732.000000
pricing-n020-set02-m2-family-high-n20-wnarrow-ng_dssr,ROOT_PROCESSED,5.521281,0.000000,1,318095.000000,318095.000000
pricing-n020-set02-m2-family-high-n20-wnarrow-time_indexed,FINISHED,4315.759162,0.000000,2056,318095.000000,318095.000000
pricing-n020-set02-m2-family-high-n20-wnarrow-time_indexed_sri,ROOT_PROCESSED,222.727818,0.000000,1,318095.000000,318095.000000
pricing-n020-set02-m3-family-high-n20-wnarrow-ng_dssr,FINISHED,5.327805,0.000000,3,167310.000000,167310.000000
pricing-n020-set02-m3-family-high-n20-wnarrow-time_indexed,FINISHED,162.893504,0.000000,167,167310.000000,167310.000000
pricing-n020-set02-m3-family-high-n20-wnarrow-time_indexed_sri,ROOT_PROCESSED,93.998681,0.000000,1,167310.000000,167310.000000
pricing-n020-set02-m4-family-high-n20-wnarrow-ng_dssr,FINISHED,11.191777,0.000000,20,102804.000000,102804.000000
pricing-n020-set02-m4-family-high-n20-wnarrow-time_indexed,FINISHED,68.169911,0.000000,126,102804.000000,102804.000000
pricing-n020-set02-m4-family-high-n20-wnarrow-time_indexed_sri,ROOT_PROCESSED,24.237907,0.000000,1,102804.000000,102804.000000
pricing-n020-set02-m2-family-high-n20-wwide-ng_dssr,ROOT_PROCESSED,7.222043,0.000000,1,128065.000000,128065.000000
pricing-n020-set02-m2-family-high-n20-wwide-time_indexed,TIME_LIMIT,10800.032425,10.822882,4918,128065.000000,114204.676190
pricing-n020-set02-m2-family-high-n20-wwide-time_indexed_sri,ROOT_PROCESSED,2689.563270,0.000000,1,128065.000000,128065.000000
pricing-n020-set02-m3-family-high-n20-wwide-ng_dssr,ROOT_PROCESSED,2.798933,0.000000,1,48844.000000,48844.000000
pricing-n020-set02-m3-family-high-n20-wwide-time_indexed,FINISHED,795.727584,0.000000,1383,48844.000000,48844.000000
pricing-n020-set02-m3-family-high-n20-wwide-time_indexed_sri,ROOT_PROCESSED,40.172458,0.000000,1,48844.000000,48844.000000
pricing-n020-set02-m4-family-high-n20-wwide-ng_dssr,FINISHED,769.065504,0.000000,2018,40108.000000,40108.000000
pricing-n020-set02-m4-family-high-n20-wwide-time_indexed,FINISHED,5754.340374,0.000000,16489,40108.000000,40108.000000
pricing-n020-set02-m4-family-high-n20-wwide-time_indexed_sri,FINISHED,193.930864,0.000000,3,40108.000000,40108.000000
pricing-n020-set03-m2-random-base-n1-wzero-ng_dssr,FINISHED,1.845715,0.000000,3,25808.000000,25808.000000
pricing-n020-set03-m2-random-base-n1-wzero-time_indexed,FINISHED,6.551307,0.000000,9,25808.000000,25808.000000
pricing-n020-set03-m2-random-base-n1-wzero-time_indexed_sri,ROOT_PROCESSED,1.420649,0.000000,1,25808.000000,25808.000000
pricing-n020-set03-m3-random-base-n1-wzero-ng_dssr,FINISHED,0.951141,0.000000,2,18266.000000,18266.000000
pricing-n020-set03-m3-random-base-n1-wzero-time_indexed,FINISHED,1.058429,0.000000,3,18266.000000,18266.000000
pricing-n020-set03-m3-random-base-n1-wzero-time_indexed_sri,ROOT_PROCESSED,0.580388,0.000000,1,18266.000000,18266.000000
pricing-n020-set03-m4-random-base-n1-wzero-ng_dssr,ROOT_PROCESSED,0.552209,0.000000,1,14459.000000,14459.000000
pricing-n020-set03-m4-random-base-n1-wzero-time_indexed,ROOT_PROCESSED,0.253504,0.000000,1,14459.000000,14459.000000
pricing-n020-set03-m4-random-base-n1-wzero-time_indexed_sri,ROOT_PROCESSED,0.250271,0.000000,1,14459.000000,14459.000000
pricing-n020-set03-m2-random-base-n1-wnarrow-ng_dssr,ROOT_PROCESSED,1.097753,0.000000,1,17530.000000,17530.000000
pricing-n020-set03-m2-random-base-n1-wnarrow-time_indexed,ROOT_PROCESSED,0.686654,0.000000,1,17530.000000,17530.000000
pricing-n020-set03-m2-random-base-n1-wnarrow-time_indexed_sri,ROOT_PROCESSED,0.684419,0.000000,1,17530.000000,17530.000000
pricing-n020-set03-m3-random-base-n1-wnarrow-ng_dssr,FINISHED,1.415468,0.000000,7,11141.000000,11141.000000
pricing-n020-set03-m3-random-base-n1-wnarrow-time_indexed,FINISHED,2.808954,0.000000,9,11141.000000,11141.000000
pricing-n020-set03-m3-random-base-n1-wnarrow-time_indexed_sri,ROOT_PROCESSED,0.816345,0.000000,1,11141.000000,11141.000000
pricing-n020-set03-m4-random-base-n1-wnarrow-ng_dssr,ROOT_PROCESSED,0.559467,0.000000,1,7943.000000,7943.000000
pricing-n020-set03-m4-random-base-n1-wnarrow-time_indexed,ROOT_PROCESSED,0.245276,0.000000,1,7943.000000,7943.000000
pricing-n020-set03-m4-random-base-n1-wnarrow-time_indexed_sri,ROOT_PROCESSED,0.243912,0.000000,1,7943.000000,7943.000000
pricing-n020-set03-m2-random-base-n1-wwide-ng_dssr,ROOT_PROCESSED,1.054125,0.000000,1,7575.000000,7575.000000
pricing-n020-set03-m2-random-base-n1-wwide-time_indexed,FINISHED,2.749415,0.000000,5,7575.000000,7575.000000
pricing-n020-set03-m2-random-base-n1-wwide-time_indexed_sri,ROOT_PROCESSED,0.886217,0.000000,1,7575.000000,7575.000000
pricing-n020-set03-m3-random-base-n1-wwide-ng_dssr,FINISHED,1.346709,0.000000,5,5037.000000,5037.000000
pricing-n020-set03-m3-random-base-n1-wwide-time_indexed,FINISHED,2.141830,0.000000,6,5037.000000,5037.000000
pricing-n020-set03-m3-random-base-n1-wwide-time_indexed_sri,ROOT_PROCESSED,0.673603,0.000000,1,5037.000000,5037.000000
pricing-n020-set03-m4-random-base-n1-wwide-ng_dssr,FINISHED,1.107420,0.000000,7,4723.000000,4723.000000
pricing-n020-set03-m4-random-base-n1-wwide-time_indexed,FINISHED,0.737161,0.000000,5,4723.000000,4723.000000
pricing-n020-set03-m4-random-base-n1-wwide-time_indexed_sri,FINISHED,0.923855,0.000000,3,4723.000000,4723.000000
pricing-n020-set03-m2-random-medium-n10-wzero-ng_dssr,ROOT_PROCESSED,2.984575,0.000000,1,214499.000000,214499.000000
pricing-n020-set03-m2-random-medium-n10-wzero-time_indexed,FINISHED,4.709714,0.000000,3,214499.000000,214499.000000
pricing-n020-set03-m2-random-medium-n10-wzero-time_indexed_sri,ROOT_PROCESSED,2.810367,0.000000,1,214499.000000,214499.000000
pricing-n020-set03-m3-random-medium-n10-wzero-ng_dssr,FINISHED,2.015121,0.000000,3,154421.000000,154421.000000
pricing-n020-set03-m3-random-medium-n10-wzero-time_indexed,FINISHED,2.270154,0.000000,5,154421.000000,154421.000000
pricing-n020-set03-m3-random-medium-n10-wzero-time_indexed_sri,ROOT_PROCESSED,1.630974,0.000000,1,154421.000000,154421.000000
pricing-n020-set03-m4-random-medium-n10-wzero-ng_dssr,FINISHED,2.628265,0.000000,8,126911.000000,126911.000000
pricing-n020-set03-m4-random-medium-n10-wzero-time_indexed,FINISHED,2.050177,0.000000,6,126911.000000,126911.000000
pricing-n020-set03-m4-random-medium-n10-wzero-time_indexed_sri,FINISHED,2.519260,0.000000,3,126911.000000,126911.000000
pricing-n020-set03-m2-random-medium-n10-wnarrow-ng_dssr,ROOT_PROCESSED,2.556872,0.000000,1,140399.000000,140399.000000
pricing-n020-set03-m2-random-medium-n10-wnarrow-time_indexed,FINISHED,3.609815,0.000000,2,140399.000000,140399.000000
pricing-n020-set03-m2-random-medium-n10-wnarrow-time_indexed_sri,ROOT_PROCESSED,2.256809,0.000000,1,140399.000000,140399.000000
pricing-n020-set03-m3-random-medium-n10-wnarrow-ng_dssr,FINISHED,2.541062,0.000000,6,91611.000000,91611.000000
pricing-n020-set03-m3-random-medium-n10-wnarrow-time_indexed,FINISHED,1.885938,0.000000,4,91611.000000,91611.000000
pricing-n020-set03-m3-random-medium-n10-wnarrow-time_indexed_sri,ROOT_PROCESSED,1.466879,0.000000,1,91611.000000,91611.000000
pricing-n020-set03-m4-random-medium-n10-wnarrow-ng_dssr,FINISHED,1.590901,0.000000,3,69921.000000,69921.000000
pricing-n020-set03-m4-random-medium-n10-wnarrow-time_indexed,FINISHED,1.210425,0.000000,3,69921.000000,69921.000000
pricing-n020-set03-m4-random-medium-n10-wnarrow-time_indexed_sri,ROOT_PROCESSED,1.014449,0.000000,1,69921.000000,69921.000000
pricing-n020-set03-m2-random-medium-n10-wwide-ng_dssr,FINISHED,3.139975,0.000000,3,65575.000000,65575.000000
pricing-n020-set03-m2-random-medium-n10-wwide-time_indexed,FINISHED,4.728587,0.000000,5,65575.000000,65575.000000
pricing-n020-set03-m2-random-medium-n10-wwide-time_indexed_sri,ROOT_PROCESSED,3.043782,0.000000,1,65575.000000,65575.000000
pricing-n020-set03-m3-random-medium-n10-wwide-ng_dssr,FINISHED,2.676707,0.000000,5,47609.000000,47609.000000
pricing-n020-set03-m3-random-medium-n10-wwide-time_indexed,FINISHED,2.277998,0.000000,5,47609.000000,47609.000000
pricing-n020-set03-m3-random-medium-n10-wwide-time_indexed_sri,ROOT_PROCESSED,2.010486,0.000000,1,47609.000000,47609.000000
pricing-n020-set03-m4-random-medium-n10-wwide-ng_dssr,FINISHED,2.202682,0.000000,5,45380.000000,45380.000000
pricing-n020-set03-m4-random-medium-n10-wwide-time_indexed,FINISHED,1.772841,0.000000,5,45380.000000,45380.000000
pricing-n020-set03-m4-random-medium-n10-wwide-time_indexed_sri,ROOT_PROCESSED,1.562634,0.000000,1,45380.000000,45380.000000
pricing-n020-set03-m2-random-high-n20-wzero-ng_dssr,ROOT_PROCESSED,6.123696,0.000000,1,561150.000000,561150.000000
pricing-n020-set03-m2-random-high-n20-wzero-time_indexed,FINISHED,8.773531,0.000000,4,561150.000000,561150.000000
pricing-n020-set03-m2-random-high-n20-wzero-time_indexed_sri,ROOT_PROCESSED,6.855417,0.000000,1,561150.000000,561150.000000
pricing-n020-set03-m3-random-high-n20-wzero-ng_dssr,FINISHED,4.879094,0.000000,6,402528.000000,402528.000000
pricing-n020-set03-m3-random-high-n20-wzero-time_indexed,FINISHED,4.487615,0.000000,6,402528.000000,402528.000000
pricing-n020-set03-m3-random-high-n20-wzero-time_indexed_sri,ROOT_PROCESSED,3.674201,0.000000,1,402528.000000,402528.000000
pricing-n020-set03-m4-random-high-n20-wzero-ng_dssr,ROOT_PROCESSED,1.000178,0.000000,1,317215.000000,317215.000000
pricing-n020-set03-m4-random-high-n20-wzero-time_indexed,ROOT_PROCESSED,0.656439,0.000000,1,317215.000000,317215.000000
pricing-n020-set03-m4-random-high-n20-wzero-time_indexed_sri,ROOT_PROCESSED,0.636931,0.000000,1,317215.000000,317215.000000
pricing-n020-set03-m2-random-high-n20-wnarrow-ng_dssr,FINISHED,8.880017,0.000000,9,391639.000000,391639.000000
pricing-n020-set03-m2-random-high-n20-wnarrow-time_indexed,FINISHED,11.881086,0.000000,9,391639.000000,391639.000000
pricing-n020-set03-m2-random-high-n20-wnarrow-time_indexed_sri,ROOT_PROCESSED,8.922868,0.000000,1,391639.000000,391639.000000
pricing-n020-set03-m3-random-high-n20-wnarrow-ng_dssr,FINISHED,3.559458,0.000000,3,243234.000000,243234.000000
pricing-n020-set03-m3-random-high-n20-wnarrow-time_indexed,FINISHED,4.145141,0.000000,5,243234.000000,243234.000000
pricing-n020-set03-m3-random-high-n20-wnarrow-time_indexed_sri,ROOT_PROCESSED,2.589379,0.000000,1,243234.000000,243234.000000
pricing-n020-set03-m4-random-high-n20-wnarrow-ng_dssr,ROOT_PROCESSED,0.946280,0.000000,1,173949.000000,173949.000000
pricing-n020-set03-m4-random-high-n20-wnarrow-time_indexed,ROOT_PROCESSED,0.606459,0.000000,1,173949.000000,173949.000000
pricing-n020-set03-m4-random-high-n20-wnarrow-time_indexed_sri,ROOT_PROCESSED,0.659254,0.000000,1,173949.000000,173949.000000
pricing-n020-set03-m2-random-high-n20-wwide-ng_dssr,FINISHED,7.132436,0.000000,7,184329.000000,184329.000000
pricing-n020-set03-m2-random-high-n20-wwide-time_indexed,FINISHED,8.226531,0.000000,7,184329.000000,184329.000000
pricing-n020-set03-m2-random-high-n20-wwide-time_indexed_sri,ROOT_PROCESSED,7.436636,0.000000,1,184329.000000,184329.000000
pricing-n020-set03-m3-random-high-n20-wwide-ng_dssr,ROOT_PROCESSED,2.635109,0.000000,1,113389.000000,113389.000000
pricing-n020-set03-m3-random-high-n20-wwide-time_indexed,FINISHED,2.643097,0.000000,3,113389.000000,113389.000000
pricing-n020-set03-m3-random-high-n20-wwide-time_indexed_sri,ROOT_PROCESSED,2.462465,0.000000,1,113389.000000,113389.000000
pricing-n020-set03-m4-random-high-n20-wwide-ng_dssr,ROOT_PROCESSED,0.930680,0.000000,1,101220.000000,101220.000000
pricing-n020-set03-m4-random-high-n20-wwide-time_indexed,ROOT_PROCESSED,0.623475,0.000000,1,101220.000000,101220.000000
pricing-n020-set03-m4-random-high-n20-wwide-time_indexed_sri,ROOT_PROCESSED,0.698393,0.000000,1,101220.000000,101220.000000
pricing-n020-set03-m2-family-base-n1-wzero-ng_dssr,ROOT_PROCESSED,2.074602,0.000000,1,19174.000000,19174.000000
pricing-n020-set03-m2-family-base-n1-wzero-time_indexed,FINISHED,437.037654,0.000000,1470,19174.000000,19174.000000
pricing-n020-set03-m2-family-base-n1-wzero-time_indexed_sri,ROOT_PROCESSED,25.388030,0.000000,1,19174.000000,19174.000000
pricing-n020-set03-m3-family-base-n1-wzero-ng_dssr,ROOT_PROCESSED,0.769021,0.000000,1,11139.000000,11139.000000
pricing-n020-set03-m3-family-base-n1-wzero-time_indexed,ROOT_PROCESSED,0.369554,0.000000,1,11139.000000,11139.000000
pricing-n020-set03-m3-family-base-n1-wzero-time_indexed_sri,ROOT_PROCESSED,0.369096,0.000000,1,11139.000000,11139.000000
pricing-n020-set03-m4-family-base-n1-wzero-ng_dssr,FINISHED,7.518677,0.000000,115,8932.000000,8932.000000
pricing-n020-set03-m4-family-base-n1-wzero-time_indexed,FINISHED,14.574551,0.000000,202,8932.000000,8932.000000
pricing-n020-set03-m4-family-base-n1-wzero-time_indexed_sri,ROOT_PROCESSED,2.240583,0.000000,1,8932.000000,8932.000000
pricing-n020-set03-m2-family-base-n1-wnarrow-ng_dssr,ROOT_PROCESSED,1.430606,0.000000,1,12337.000000,12337.000000
pricing-n020-set03-m2-family-base-n1-wnarrow-time_indexed,FINISHED,2809.679698,0.000000,11885,12337.000000,12337.000000
pricing-n020-set03-m2-family-base-n1-wnarrow-time_indexed_sri,ROOT_PROCESSED,222.560104,0.000000,1,12337.000000,12337.000000
pricing-n020-set03-m3-family-base-n1-wnarrow-ng_dssr,ROOT_PROCESSED,0.819988,0.000000,1,5528.000000,5528.000000
pricing-n020-set03-m3-family-base-n1-wnarrow-time_indexed,FINISHED,1.428973,0.000000,5,5528.000000,5528.000000
pricing-n020-set03-m3-family-base-n1-wnarrow-time_indexed_sri,ROOT_PROCESSED,0.977396,0.000000,1,5528.000000,5528.000000
pricing-n020-set03-m4-family-base-n1-wnarrow-ng_dssr,FINISHED,24.807632,0.000000,428,3947.000000,3947.000000
pricing-n020-set03-m4-family-base-n1-wnarrow-time_indexed,FINISHED,256.330503,0.000000,4242,3947.000000,3947.000000
pricing-n020-set03-m4-family-base-n1-wnarrow-time_indexed_sri,ROOT_PROCESSED,5.889573,0.000000,1,3947.000000,3947.000000
pricing-n020-set03-m2-family-base-n1-wwide-ng_dssr,ROOT_PROCESSED,2.352644,0.000000,1,4400.000000,4400.000000
