taskSetId	setupType	scaleLevel	nominalScale	machines	instance	processingMismatches	centerMismatches	weightMismatches	setupMismatches	workloadScale	multiplierFingerprint	bodySha256
n040-set04	random	medium	10	2	instances/data/n040-set04/random/medium-heterogeneous/m2.dat	0	0	0	0	10.000000000000	c055d407bf5679f1ddd35b90ebe762c4bc15797c5aa8575b4c07a0bd5b758bd3	c09551a69f52af5ba05cc46a7b1e4595ce930f0763056825c482bc971510c73b
n040-set04	random	medium	10	3	instances/data/n040-set04/random/medium-heterogeneous/m3.dat	0	0	0	0	10.000000000000	c055d407bf5679f1ddd35b90ebe762c4bc15797c5aa8575b4c07a0bd5b758bd3	f9dade70209c8e670b8c216e6650103b912f8e7e65f9a7e807511838988687cf
n040-set04	random	medium	10	4	instances/data/n040-set04/random/medium-heterogeneous/m4.dat	0	0	0	0	10.000000000000	c055d407bf5679f1ddd35b90ebe762c4bc15797c5aa8575b4c07a0bd5b758bd3	b6b24d0699c157ddcc0cbd8e687eb7f99fabd90852081b53a1092e98027d5d83
n040-set04	random	high	20	2	instances/data/n040-set04/random/high-heterogeneous/m2.dat	0	0	0	0	20.000000000000	97bd07620dc7d4c749997d46494aed4d8d27a76cd0390c815e752d1df3b4894e	28a2bcd2e95cbdb173a49e37020ec0348b8c03e9da09774395da82ab83eecce4
n040-set04	random	high	20	3	instances/data/n040-set04/random/high-heterogeneous/m3.dat	0	0	0	0	20.000000000000	97bd07620dc7d4c749997d46494aed4d8d27a76cd0390c815e752d1df3b4894e	0277c8ab142da600b701e733b0ddf59c552fd4051bac9d5c1df22d497d162102
n040-set04	random	high	20	4	instances/data/n040-set04/random/high-heterogeneous/m4.dat	0	0	0	0	20.000000000000	97bd07620dc7d4c749997d46494aed4d8d27a76cd0390c815e752d1df3b4894e	bd72ae19c12551e4af45549cfc717c9c436c9121d5814ff4abbe7619d873bc15
n040-set04	family	medium	10	2	instances/data/n040-set04/family/medium-heterogeneous/m2.dat	0	0	0	0	10.000000000000	c055d407bf5679f1ddd35b90ebe762c4bc15797c5aa8575b4c07a0bd5b758bd3	4d59ca2056dbfde824fc96d62c4dd31ee3245fbf3a9c1647f6629bcdbaa48900
n040-set04	family	medium	10	3	instances/data/n040-set04/family/medium-heterogeneous/m3.dat	0	0	0	0	10.000000000000	c055d407bf5679f1ddd35b90ebe762c4bc15797c5aa8575b4c07a0bd5b758bd3	244b2ec043cc927cc32124adb87db1ad403584b227e9404ab89d7f2ee093c38b
n040-set04	family	medium	10	4	instances/data/n040-set04/family/medium-heterogeneous/m4.dat	0	0	0	0	10.000000000000	c055d407bf5679f1ddd35b90ebe762c4bc15797c5aa8575b4c07a0bd5b758bd3	222766e4452a6a656a523e12a4dcbbe3a083a01b074decbfc4a87142fb79ba64
n040-set04	family	high	20	2	instances/data/n040-set04/family/high-heterogeneous/m2.dat	0	0	0	0	20.000000000000	97bd07620dc7d4c749997d46494aed4d8d27a76cd0390c815e752d1df3b4894e	1f035044d08bca0f34f7268dbe55d6353fd05867fb15f02465d1cb4b53126f15
n040-set04	family	high	20	3	instances/data/n040-set04/family/high-heterogeneous/m3.dat	0	0	0	0	20.000000000000	97bd07620dc7d4c749997d46494aed4d8d27a76cd0390c815e752d1df3b4894e	f5abdd952884f0edfe792aaa139ef098fb74c39e8242547fc5875bd678d0b4d7
n040-set04	family	high	20	4	instances/data/n040-set04/family/high-heterogeneous/m4.dat	0	0	0	0	20.000000000000	97bd07620dc7d4c749997d46494aed4d8d27a76cd0390c815e752d1df3b4894e	e4557782add87b9c834b7891c34e133897a9598a060b8db69e7700b54f2b976e
n040-set05	random	medium	10	2	instances/data/n040-set05/random/medium-heterogeneous/m2.dat	0	0	0	0	10.000000000000	95a94196a59c224414fc4f1b943259858941ef776c834f57ef83f07572d348f1	199b4b989b46b74cefa4cdd850ace431af1999d7617ef367029c016f7093b793
n040-set05	random	medium	10	3	instances/data/n040-set05/random/medium-heterogeneous/m3.dat	0	0	0	0	10.000000000000	95a94196a59c224414fc4f1b943259858941ef776c834f57ef83f07572d348f1	a12d7cb94aee9186a8fe931e2f8e2029b0b4181b3ed510ac3971dc021e24702b
n040-set05	random	medium	10	4	instances/data/n040-set05/random/medium-heterogeneous/m4.dat	0	0	0	0	10.000000000000	95a94196a59c224414fc4f1b943259858941ef776c834f57ef83f07572d348f1	dc5acd537da23e1abd823abf8f4925edb47a9893f81c581b81d2a141a8d2881f
n040-set05	random	high	20	2	instances/data/n040-set05/random/high-heterogeneous/m2.dat	0	0	0	0	20.000000000000	8cf14a1f4ad213296df917c2e8438f2149212f0d1df4f21e24ffed33d6d9361b	dd6f19a6965d9b15a7aaecaf4409c43de917e917a0333b640e85f1d750241c54
n040-set05	random	high	20	3	instances/data/n040-set05/random/high-heterogeneous/m3.dat	0	0	0	0	20.000000000000	8cf14a1f4ad213296df917c2e8438f2149212f0d1df4f21e24ffed33d6d9361b	061badcbf38154bdbdc64d28d779d814716d9fcbcba2369181584d07651c7284
n040-set05	random	high	20	4	instances/data/n040-set05/random/high-heterogeneous/m4.dat	0	0	0	0	20.000000000000	8cf14a1f4ad213296df917c2e8438f2149212f0d1df4f21e24ffed33d6d9361b	0c39c99562ca2993b42827fa7e0f2838c90eaa1452c46f5e885a0685c4dd8c13
n040-set05	family	medium	10	2	instances/data/n040-set05/family/medium-heterogeneous/m2.dat	0	0	0	0	10.000000000000	95a94196a59c224414fc4f1b943259858941ef776c834f57ef83f07572d348f1	cc86b958113dbaf20c91ac9720cb71fe04977d7d8f4b61685f5d8d294e53c76a
n040-set05	family	medium	10	3	instances/data/n040-set05/family/medium-heterogeneous/m3.dat	0	0	0	0	10.000000000000	95a94196a59c224414fc4f1b943259858941ef776c834f57ef83f07572d348f1	e5c08435463fc70375e93a9f718c597ac0f2288414b01964651cd95a9c546446
n040-set05	family	medium	10	4	instances/data/n040-set05/family/medium-heterogeneous/m4.dat	0	0	0	0	10.000000000000	95a94196a59c224414fc4f1b943259858941ef776c834f57ef83f07572d348f1	7188578b13306064f986f69d329ab9731a99827f134f7dec3726dfdc059ef894
n040-set05	family	high	20	2	instances/data/n040-set05/family/high-heterogeneous/m2.dat	0	0	0	0	20.000000000000	8cf14a1f4ad213296df917c2e8438f2149212f0d1df4f21e24ffed33d6d9361b	e7d0070b54f474b2fabce6adea1c1e3943b4f0b557e8021f1fff10c6cf5980cd
n040-set05	family	high	20	3	instances/data/n040-set05/family/high-heterogeneous/m3.dat	0	0	0	0	20.000000000000	8cf14a1f4ad213296df917c2e8438f2149212f0d1df4f21e24ffed33d6d9361b	6ba238f7fed4f06ce8ef459ac79eba322b69523a093494fa83f9ad7aa1c5d384
n040-set05	family	high	20	4	instances/data/n040-set05/family/high-heterogeneous/m4.dat	0	0	0	0	20.000000000000	8cf14a1f4ad213296df917c2e8438f2149212f0d1df4f21e24ffed33d6d9361b	4b59287473dc887a6cf4ef54e6ad6ad3f1d06b758a0185f55b7279c6e1a2d9b3
n050-set01	random	medium	10	2	instances/data/n050-set01/random/medium-heterogeneous/m2.dat	0	0	0	0	10.000000000000	14db32258f7482bd1a4c66532e03ea0b7dc0deab87d4a93d841fd03869ab9f9f	183b4981b912e86d3012037fbaf3a4a1139bf65a437ae7033835b625d513e81a
n050-set01	random	medium	10	3	instances/data/n050-set01/random/medium-heterogeneous/m3.dat	0	0	0	0	10.000000000000	14db32258f7482bd1a4c66532e03ea0b7dc0deab87d4a93d841fd03869ab9f9f	7bcaae35a6be8caee3f13f1cfdd004be748c489c68980036bb27b8670f50c35b
n050-set01	random	medium	10	4	instances/data/n050-set01/random/medium-heterogeneous/m4.dat	0	0	0	0	10.000000000000	14db32258f7482bd1a4c66532e03ea0b7dc0deab87d4a93d841fd03869ab9f9f	a14f5770366dacca251eed7c687ca138e35291283751878f159c76f4b26be711
n050-set01	random	high	20	2	instances/data/n050-set01/random/high-heterogeneous/m2.dat	0	0	0	0	20.000000000000	f33387f7012e50b61d2a656acee9a9da6113ae4d1a38ab9451d4edef4be8dd6a	fc17dc66897783ac1a77598cf5dce435626ae8fbe6cd26d104eedd3b2d09c346
n050-set01	random	high	20	3	instances/data/n050-set01/random/high-heterogeneous/m3.dat	0	0	0	0	20.000000000000	f33387f7012e50b61d2a656acee9a9da6113ae4d1a38ab9451d4edef4be8dd6a	5c7282cb418fd3a7e5c668729ff7cd35293251a7b240424826c5a679c5230217
n050-set01	random	high	20	4	instances/data/n050-set01/random/high-heterogeneous/m4.dat	0	0	0	0	20.000000000000	f33387f7012e50b61d2a656acee9a9da6113ae4d1a38ab9451d4edef4be8dd6a	20dd299870e3fbfde4b0f7cfd3d8750d018757a119ce468c81e484264de6ae70
n050-set01	family	medium	10	2	instances/data/n050-set01/family/medium-heterogeneous/m2.dat	0	0	0	0	10.000000000000	14db32258f7482bd1a4c66532e03ea0b7dc0deab87d4a93d841fd03869ab9f9f	7ef88708633b2f72a28fb3e78d05dce11802bebf7223a0e3dbbb544d4cf00e16
n050-set01	family	medium	10	3	instances/data/n050-set01/family/medium-heterogeneous/m3.dat	0	0	0	0	10.000000000000	14db32258f7482bd1a4c66532e03ea0b7dc0deab87d4a93d841fd03869ab9f9f	6148060e607b8c68b1056c7b4122aea3f5f4d80af404492d114f74db9d106bf0
n050-set01	family	medium	10	4	instances/data/n050-set01/family/medium-heterogeneous/m4.dat	0	0	0	0	10.000000000000	14db32258f7482bd1a4c66532e03ea0b7dc0deab87d4a93d841fd03869ab9f9f	1e0768ce885f4053250fa920b816873d415eb4015d9e2a94c46d8885948b88b8
n050-set01	family	high	20	2	instances/data/n050-set01/family/high-heterogeneous/m2.dat	0	0	0	0	20.000000000000	f33387f7012e50b61d2a656acee9a9da6113ae4d1a38ab9451d4edef4be8dd6a	3b53d96a8e6ab8edd5e903a34ba7c792a6062524666d1f8a14bd178d877f4034
n050-set01	family	high	20	3	instances/data/n050-set01/family/high-heterogeneous/m3.dat	0	0	0	0	20.000000000000	f33387f7012e50b61d2a656acee9a9da6113ae4d1a38ab9451d4edef4be8dd6a	b275c3e0b58cc76f5bfaac37e3cb54bf92feca737a185e1d41bdb1790096789f
n050-set01	family	high	20	4	instances/data/n050-set01/family/high-heterogeneous/m4.dat	0	0	0	0	20.000000000000	f33387f7012e50b61d2a656acee9a9da6113ae4d1a38ab9451d4edef4be8dd6a	e6915d3c75a11bbe73676b2ee164f6a5308b9f08b48595740c49d4e741624315
n050-set02	random	medium	10	2	instances/data/n050-set02/random/medium-heterogeneous/m2.dat	0	0	0	0	10.000000000000	49951196a028f0f9828c0feb2b98c04a503f55f0ce4c8141ece46bc521af8fff	15da8f0322027734f8eb169b45675363acc81e02611db744ba7de04985322dfe
n050-set02	random	medium	10	3	instances/data/n050-set02/random/medium-heterogeneous/m3.dat	0	0	0	0	10.000000000000	49951196a028f0f9828c0feb2b98c04a503f55f0ce4c8141ece46bc521af8fff	29c18e680ca9606fbac6ca7dd19bbf305e31eed7c2e83c943af8d191bd9c06c9
n050-set02	random	medium	10	4	instances/data/n050-set02/random/medium-heterogeneous/m4.dat	0	0	0	0	10.000000000000	49951196a028f0f9828c0feb2b98c04a503f55f0ce4c8141ece46bc521af8fff	eb4bc31e1dc3e6ceb74186cf5a1c1a3902fae716466367db07cc242dbe3a6449
n050-set02	random	high	20	2	instances/data/n050-set02/random/high-heterogeneous/m2.dat	0	0	0	0	20.000000000000	2e7e6b392a937fca42f89d5ff65295717c7fc972a28309cb95c5f3faf333d11a	4d440bcf4127105ebde6fe394af6259d3f7496447d1056e96a36bbe3ee42decd
n050-set02	random	high	20	3	instances/data/n050-set02/random/high-heterogeneous/m3.dat	0	0	0	0	20.000000000000	2e7e6b392a937fca42f89d5ff65295717c7fc972a28309cb95c5f3faf333d11a	22b372491286d9cae64671be8ca7956d24f3271f23d89e320d649093543e2631
n050-set02	random	high	20	4	instances/data/n050-set02/random/high-heterogeneous/m4.dat	0	0	0	0	20.000000000000	2e7e6b392a937fca42f89d5ff65295717c7fc972a28309cb95c5f3faf333d11a	caf76d63f737ddcd4cabfe407ed7f2e500a88e632f30f5ca01da5b059827aea7
n050-set02	family	medium	10	2	instances/data/n050-set02/family/medium-heterogeneous/m2.dat	0	0	0	0	10.000000000000	49951196a028f0f9828c0feb2b98c04a503f55f0ce4c8141ece46bc521af8fff	69d2719fcbf9baea670b887103ade2f59e5660c9977d0e5daea7a55dc1b3a339
n050-set02	family	medium	10	3	instances/data/n050-set02/family/medium-heterogeneous/m3.dat	0	0	0	0	10.000000000000	49951196a028f0f9828c0feb2b98c04a503f55f0ce4c8141ece46bc521af8fff	49ff7e359a46504503c7eeebfd5ba1212064d13b33234c50751fae4cbf9fa9d5
n050-set02	family	medium	10	4	instances/data/n050-set02/family/medium-heterogeneous/m4.dat	0	0	0	0	10.000000000000	49951196a028f0f9828c0feb2b98c04a503f55f0ce4c8141ece46bc521af8fff	db9468a8369c00f9d423c7ff13d1b0512f15d5e19af5b6873fe2a262ff08d5d0
n050-set02	family	high	20	2	instances/data/n050-set02/family/high-heterogeneous/m2.dat	0	0	0	0	20.000000000000	2e7e6b392a937fca42f89d5ff65295717c7fc972a28309cb95c5f3faf333d11a	c2f1b5ba25b835fb15f1f4c2e546d41a034e8f85399aa547e2f9ddeec6653633
n050-set02	family	high	20	3	instances/data/n050-set02/family/high-heterogeneous/m3.dat	0	0	0	0	20.000000000000	2e7e6b392a937fca42f89d5ff65295717c7fc972a28309cb95c5f3faf333d11a	fdfe0840a9d3d7bdcb8356ad2ac6a516896e0ce755d6a7b7fc3c615974c1f887
n050-set02	family	high	20	4	instances/data/n050-set02/family/high-heterogeneous/m4.dat	0	0	0	0	20.000000000000	2e7e6b392a937fca42f89d5ff65295717c7fc972a28309cb95c5f3faf333d11a	02a68e71baf5e1fa5f76f96567bdece08ad5da5d3380dca460c9546d85249c1a
n050-set03	random	medium	10	2	instances/data/n050-set03/random/medium-heterogeneous/m2.dat	0	0	0	0	10.000000000000	915f0178cd97ca5f3486ff090c1732ecfeaf5aa0d982e8a4557360c46c2a41ab	6bf392eac20e5f49ecba0af67cd2b1025435ce0f4d8932830d8869c6ab4f685a
n050-set03	random	medium	10	3	instances/data/n050-set03/random/medium-heterogeneous/m3.dat	0	0	0	0	10.000000000000	915f0178cd97ca5f3486ff090c1732ecfeaf5aa0d982e8a4557360c46c2a41ab	f3128313adf3ba378409a5c29675064f501c7d52075a351bc3d85874673066c3
n050-set03	random	medium	10	4	instances/data/n050-set03/random/medium-heterogeneous/m4.dat	0	0	0	0	10.000000000000	915f0178cd97ca5f3486ff090c1732ecfeaf5aa0d982e8a4557360c46c2a41ab	1e7af2a67f3ba50c87a2c51f2f6504e92e4231b12590b75587c64068dec74c18
n050-set03	random	high	20	2	instances/data/n050-set03/random/high-heterogeneous/m2.dat	0	0	0	0	20.000000000000	7c4a64abe8fa2f98a85009cf46742973957c3109a429daaf5f207caf166fc221	1a47ecb747595e33f965a116303f083cd3edd455fe6e8a450ee648caf78d7766
n050-set03	random	high	20	3	instances/data/n050-set03/random/high-heterogeneous/m3.dat	0	0	0	0	20.000000000000	7c4a64abe8fa2f98a85009cf46742973957c3109a429daaf5f207caf166fc221	d98fe958e389b6c09456ab63c3a00a9b176ef4274c3457998b9e8de369cfd982
n050-set03	random	high	20	4	instances/data/n050-set03/random/high-heterogeneous/m4.dat	0	0	0	0	20.000000000000	7c4a64abe8fa2f98a85009cf46742973957c3109a429daaf5f207caf166fc221	3dfceca1d86240287fb12e5f93664a8747539ec6f8f4f859cf46f58c20f59ad4
n050-set03	family	medium	10	2	instances/data/n050-set03/family/medium-heterogeneous/m2.dat	0	0	0	0	10.000000000000	915f0178cd97ca5f3486ff090c1732ecfeaf5aa0d982e8a4557360c46c2a41ab	0d94b57a12d4b5a535f7f256e872654cc0195d1e74c48dbcab1d37d4b4988460
n050-set03	family	medium	10	3	instances/data/n050-set03/family/medium-heterogeneous/m3.dat	0	0	0	0	10.000000000000	915f0178cd97ca5f3486ff090c1732ecfeaf5aa0d982e8a4557360c46c2a41ab	73b3d0e28d27febbc36b2a4eee024d02236477b7a2b4e6f92adfb5bdec9440c7
n050-set03	family	medium	10	4	instances/data/n050-set03/family/medium-heterogeneous/m4.dat	0	0	0	0	10.000000000000	915f0178cd97ca5f3486ff090c1732ecfeaf5aa0d982e8a4557360c46c2a41ab	cfb73cf4ce1fcc08d1d53a0bc50094847c2721210476c14043fbb65cdd9a6f4a
n050-set03	family	high	20	2	instances/data/n050-set03/family/high-heterogeneous/m2.dat	0	0	0	0	20.000000000000	7c4a64abe8fa2f98a85009cf46742973957c3109a429daaf5f207caf166fc221	540d64d2741874bfc2e9e4a709152e0f2e7716afd49254c5894a0f1fd5a6a3ff
n050-set03	family	high	20	3	instances/data/n050-set03/family/high-heterogeneous/m3.dat	0	0	0	0	20.000000000000	7c4a64abe8fa2f98a85009cf46742973957c3109a429daaf5f207caf166fc221	f354d0b77308babf9a28352749f573a58f79e3e27b0bc74cc8e33879fd5230a4
n050-set03	family	high	20	4	instances/data/n050-set03/family/high-heterogeneous/m4.dat	0	0	0	0	20.000000000000	7c4a64abe8fa2f98a85009cf46742973957c3109a429daaf5f207caf166fc221	41d144f1770f44bf8a38d93e44a181a594ad2063b1fe2887b8e2e4072e011545
n050-set04	random	medium	10	2	instances/data/n050-set04/random/medium-heterogeneous/m2.dat	0	0	0	0	10.000000000000	22281f4260a590677802b76f401344e31a848888bc7cdddaf251b5e6820f9d9e	4cda2cc403ea10f1cc97ba1600c04a9577c03924ebe0ef88d2aa8a13419c3403
n050-set04	random	medium	10	3	instances/data/n050-set04/random/medium-heterogeneous/m3.dat	0	0	0	0	10.000000000000	22281f4260a590677802b76f401344e31a848888bc7cdddaf251b5e6820f9d9e	cc4ee710c1732bdf9b12ef96ab2f6222720ca583c7073340d607eec69c7b0b35
n050-set04	random	medium	10	4	instances/data/n050-set04/random/medium-heterogeneous/m4.dat	0	0	0	0	10.000000000000	22281f4260a590677802b76f401344e31a848888bc7cdddaf251b5e6820f9d9e	d30379158ce01140b97e08cb0cba02e0198c46ea99d5376c1200d69b77763308
n050-set04	random	high	20	2	instances/data/n050-set04/random/high-heterogeneous/m2.dat	0	0	0	0	20.000000000000	347638970ea42da0d7d21cceebc740613fe8dba7f34fb777cc6f3ad92f8d186a	128e18fecec82a506dff8d312a4afdbd9a10db513434167e19952b3ad7bfa8e1
n050-set04	random	high	20	3	instances/data/n050-set04/random/high-heterogeneous/m3.dat	0	0	0	0	20.000000000000	347638970ea42da0d7d21cceebc740613fe8dba7f34fb777cc6f3ad92f8d186a	ce3d1d9f1e4a6124c72f9586facaa44a27a368458f9a6ec220b835954ca0083b
n050-set04	random	high	20	4	instances/data/n050-set04/random/high-heterogeneous/m4.dat	0	0	0	0	20.000000000000	347638970ea42da0d7d21cceebc740613fe8dba7f34fb777cc6f3ad92f8d186a	47f198225ffec5a257623442c7405a50ac2dc39519d33a1694005ba49d702050
n050-set04	family	medium	10	2	instances/data/n050-set04/family/medium-heterogeneous/m2.dat	0	0	0	0	10.000000000000	22281f4260a590677802b76f401344e31a848888bc7cdddaf251b5e6820f9d9e	21d763dca6dbd8300092bb3cde2759a4e41f1ba17e20f0c7281f2454ceae2745
n050-set04	family	medium	10	3	instances/data/n050-set04/family/medium-heterogeneous/m3.dat	0	0	0	0	10.000000000000	22281f4260a590677802b76f401344e31a848888bc7cdddaf251b5e6820f9d9e	c626093026cb0082515ae38e3023f7ee97bf11b0fab65355df586620d0708abd
n050-set04	family	medium	10	4	instances/data/n050-set04/family/medium-heterogeneous/m4.dat	0	0	0	0	10.000000000000	22281f4260a590677802b76f401344e31a848888bc7cdddaf251b5e6820f9d9e	c071c315344853b387ee8c72be71dd49d88933be003b561021ee6043d552d8a7
n050-set04	family	high	20	2	instances/data/n050-set04/family/high-heterogeneous/m2.dat	0	0	0	0	20.000000000000	347638970ea42da0d7d21cceebc740613fe8dba7f34fb777cc6f3ad92f8d186a	0a84575bc0fc67bff32f7ea2f0235f08dd18bf1a1249031a09218b9267a5fe2a
n050-set04	family	high	20	3	instances/data/n050-set04/family/high-heterogeneous/m3.dat	0	0	0	0	20.000000000000	347638970ea42da0d7d21cceebc740613fe8dba7f34fb777cc6f3ad92f8d186a	243d711c48e3e2f101083c0d4f527998c84ccca57d447f4e3838695775d29a7d
n050-set04	family	high	20	4	instances/data/n050-set04/family/high-heterogeneous/m4.dat	0	0	0	0	20.000000000000	347638970ea42da0d7d21cceebc740613fe8dba7f34fb777cc6f3ad92f8d186a	c8d2245f329a7dd0b5f46ba1a47a16f57b94a97883fa5cd8bcdbb2818263f406
n050-set05	random	medium	10	2	instances/data/n050-set05/random/medium-heterogeneous/m2.dat	0	0	0	0	10.000000000000	3cb16fedc3ba624449f19bb1618b11f09b8b04e090bbb4396cf85c7705120b45	d26dbd12caf98d02887ed25d6e8d1c61dd6f7a30f3c97896c771b5d441c66898
n050-set05	random	medium	10	3	instances/data/n050-set05/random/medium-heterogeneous/m3.dat	0	0	0	0	10.000000000000	3cb16fedc3ba624449f19bb1618b11f09b8b04e090bbb4396cf85c7705120b45	0854301a46b0b9680879bf47b9a4daf494372a326aeefe92b15d4927f577119a
n050-set05	random	medium	10	4	instances/data/n050-set05/random/medium-heterogeneous/m4.dat	0	0	0	0	10.000000000000	3cb16fedc3ba624449f19bb1618b11f09b8b04e090bbb4396cf85c7705120b45	3e24c4e4260377801179786fd6c4e1181e0e0a79991d8bf7f89f4d1e5fe3ce91
n050-set05	random	high	20	2	instances/data/n050-set05/random/high-heterogeneous/m2.dat	0	0	0	0	20.000000000000	b85c9083a5d882222990c9a481c032c03a0656d6de986f16fb302c3441f27a31	e2554fa16f7850712dadfad5c1fc531753ad55b43e39318bb7acf10a9115ea63
n050-set05	random	high	20	3	instances/data/n050-set05/random/high-heterogeneous/m3.dat	0	0	0	0	20.000000000000	b85c9083a5d882222990c9a481c032c03a0656d6de986f16fb302c3441f27a31	1d06f0a7d96a1e943820db2ededb2950a81c16d558bf9ba4907d627af38b3f18
n050-set05	random	high	20	4	instances/data/n050-set05/random/high-heterogeneous/m4.dat	0	0	0	0	20.000000000000	b85c9083a5d882222990c9a481c032c03a0656d6de986f16fb302c3441f27a31	17552e76e5dc75c28d59d8e331dd94528a9a5b37174952ff05a9ef92463d5d4c
n050-set05	family	medium	10	2	instances/data/n050-set05/family/medium-heterogeneous/m2.dat	0	0	0	0	10.000000000000	3cb16fedc3ba624449f19bb1618b11f09b8b04e090bbb4396cf85c7705120b45	37f8a57fb6626bd7be716874807d7116ecb78c592d6d47278712957c827f885b
n050-set05	family	medium	10	3	instances/data/n050-set05/family/medium-heterogeneous/m3.dat	0	0	0	0	10.000000000000	3cb16fedc3ba624449f19bb1618b11f09b8b04e090bbb4396cf85c7705120b45	53abcf7c391aaa4b1b03bbad8391eaf3ceec27f996869bc4b9dbc9cd11e0fd53
n050-set05	family	medium	10	4	instances/data/n050-set05/family/medium-heterogeneous/m4.dat	0	0	0	0	10.000000000000	3cb16fedc3ba624449f19bb1618b11f09b8b04e090bbb4396cf85c7705120b45	ae2113b264fd9f8322a89c3b0139ea3ba73b302c9275dcda2a7e0067be42e0ed
n050-set05	family	high	20	2	instances/data/n050-set05/family/high-heterogeneous/m2.dat	0	0	0	0	20.000000000000	b85c9083a5d882222990c9a481c032c03a0656d6de986f16fb302c3441f27a31	d8006ff9f4cd1db04aac73a326b732f5728e9e2d8f5ffcada69098e1a7cbd9fa
n050-set05	family	high	20	3	instances/data/n050-set05/family/high-heterogeneous/m3.dat	0	0	0	0	20.000000000000	b85c9083a5d882222990c9a481c032c03a0656d6de986f16fb302c3441f27a31	56546fd6cafd3daba19d95d48ff225f3172a13d5bbe0ad6b0cc6c26eb621fda4
n050-set05	family	high	20	4	instances/data/n050-set05/family/high-heterogeneous/m4.dat	0	0	0	0	20.000000000000	b85c9083a5d882222990c9a481c032c03a0656d6de986f16fb302c3441f27a31	28c8b056bbd9dbe6304820dbd7cf0125f714529c445ff409d51052ba47413a4e
n060-set01	random	medium	10	2	instances/data/n060-set01/random/medium-heterogeneous/m2.dat	0	0	0	0	10.000000000000	79ad5ff2f352ef86f8e2b3c37baf274495e99fe0bf0acc8ebf364a72ade06ed4	ddd85624fb06c677fc0bab464e1e29ebfbc576c171ad2eeaafdd321127a68f1d
n060-set01	random	medium	10	3	instances/data/n060-set01/random/medium-heterogeneous/m3.dat	0	0	0	0	10.000000000000	79ad5ff2f352ef86f8e2b3c37baf274495e99fe0bf0acc8ebf364a72ade06ed4	37a2f108df3e98b03f939c79e07b2aeaa07fa6b4a584b9f79723367285b98e08
n060-set01	random	medium	10	4	instances/data/n060-set01/random/medium-heterogeneous/m4.dat	0	0	0	0	10.000000000000	79ad5ff2f352ef86f8e2b3c37baf274495e99fe0bf0acc8ebf364a72ade06ed4	d1df52059cc14f1ed60453776e894c01dffa079213869c6d6341d7260c1c87fc
n060-set01	random	high	20	2	instances/data/n060-set01/random/high-heterogeneous/m2.dat	0	0	0	0	20.000000000000	7257c53480c7a3ae7f94d10d9dd147cd11f3e5bb61c5ca22a8b048072d200a16	6d18aa779e7414d47f1728789bc4149b6559ea6af812ca99e49309689077c450
n060-set01	random	high	20	3	instances/data/n060-set01/random/high-heterogeneous/m3.dat	0	0	0	0	20.000000000000	7257c53480c7a3ae7f94d10d9dd147cd11f3e5bb61c5ca22a8b048072d200a16	91fdecfae2aa2596c8e701a6561d4dd6adcbdb6a8a827e9a7d4707b7a01915f2
n060-set01	random	high	20	4	instances/data/n060-set01/random/high-heterogeneous/m4.dat	0	0	0	0	20.000000000000	7257c53480c7a3ae7f94d10d9dd147cd11f3e5bb61c5ca22a8b048072d200a16	a2bf732f23d499bc2c1b3dfb2908d7a9780e0451e677b3d5154fd675d68ad87a
n060-set01	family	medium	10	2	instances/data/n060-set01/family/medium-heterogeneous/m2.dat	0	0	0	0	10.000000000000	79ad5ff2f352ef86f8e2b3c37baf274495e99fe0bf0acc8ebf364a72ade06ed4	4a095388229beb1eee7b336a06fc505037dfbd9b188b44cd6a151cf45cbc1dee
n060-set01	family	medium	10	3	instances/data/n060-set01/family/medium-heterogeneous/m3.dat	0	0	0	0	10.000000000000	79ad5ff2f352ef86f8e2b3c37baf274495e99fe0bf0acc8ebf364a72ade06ed4	e0958cda27bc6076a15b8cb2b6066c003075d9235c4e830af9a17d58497e7814
n060-set01	family	medium	10	4	instances/data/n060-set01/family/medium-heterogeneous/m4.dat	0	0	0	0	10.000000000000	79ad5ff2f352ef86f8e2b3c37baf274495e99fe0bf0acc8ebf364a72ade06ed4	771e71ae85da07f19102d8898a2054950d77ec26bc43e7778ed7c68d5393ecf3
n060-set01	family	high	20	2	instances/data/n060-set01/family/high-heterogeneous/m2.dat	0	0	0	0	20.000000000000	7257c53480c7a3ae7f94d10d9dd147cd11f3e5bb61c5ca22a8b048072d200a16	39c2d0ec7b8b56dc151e8ff99f57d44ca67467868ab097c41bec2c66fd6483fb
n060-set01	family	high	20	3	instances/data/n060-set01/family/high-heterogeneous/m3.dat	0	0	0	0	20.000000000000	7257c53480c7a3ae7f94d10d9dd147cd11f3e5bb61c5ca22a8b048072d200a16	7ad242ed654885193ec31430fb5dce4b626009fcbc2cb45dfd76ed458513d21d
n060-set01	family	high	20	4	instances/data/n060-set01/family/high-heterogeneous/m4.dat	0	0	0	0	20.000000000000	7257c53480c7a3ae7f94d10d9dd147cd11f3e5bb61c5ca22a8b048072d200a16	12684fc3e9e49bec86666fe6c4a13d303c6e8f375de92f073fb3fa136e97654d
