taskSetId	size	caseIndex	machines	setupType	scaleLevel	nominalScale	windowLevel	windowMinimum	windowMaximum	windowFingerprint	instance	sourceFile	averageProcessing
n020-set05	20	5	2	random	medium	10	wide	2800	3200	fcdf9ec3b0f2a4615e91c7e366763cc1ddb96940fd9b2ca82040eeefb3eba11e	data/n020-set05/random/medium-heterogeneous/wide/m2.dat	data/40-1/wet040_039.dat	527.550000000
n020-set05	20	5	3	random	medium	10	wide	2800	3200	fcdf9ec3b0f2a4615e91c7e366763cc1ddb96940fd9b2ca82040eeefb3eba11e	data/n020-set05/random/medium-heterogeneous/wide/m3.dat	data/40-1/wet040_039.dat	527.550000000
n020-set05	20	5	4	random	medium	10	wide	2800	3200	fcdf9ec3b0f2a4615e91c7e366763cc1ddb96940fd9b2ca82040eeefb3eba11e	data/n020-set05/random/medium-heterogeneous/wide/m4.dat	data/40-1/wet040_039.dat	527.550000000
n020-set05	20	5	2	random	high	20	zero	0	0	7880234de4d2ae8b9588ff43efd3d7d70dc7d113e9dad65b32f5cd751bbc7bb1	data/n020-set05/random/high-heterogeneous/zero/m2.dat	data/40-1/wet040_039.dat	1027.650000000
n020-set05	20	5	3	random	high	20	zero	0	0	7880234de4d2ae8b9588ff43efd3d7d70dc7d113e9dad65b32f5cd751bbc7bb1	data/n020-set05/random/high-heterogeneous/zero/m3.dat	data/40-1/wet040_039.dat	1027.650000000
n020-set05	20	5	4	random	high	20	zero	0	0	7880234de4d2ae8b9588ff43efd3d7d70dc7d113e9dad65b32f5cd751bbc7bb1	data/n020-set05/random/high-heterogeneous/zero/m4.dat	data/40-1/wet040_039.dat	1027.650000000
n020-set05	20	5	2	random	high	20	narrow	1600	2400	e1b48747298a6678602d6ca035f525f456be1adf86d1016a58fb2daa1d94e95d	data/n020-set05/random/high-heterogeneous/narrow/m2.dat	data/40-1/wet040_039.dat	1027.650000000
n020-set05	20	5	3	random	high	20	narrow	1600	2400	e1b48747298a6678602d6ca035f525f456be1adf86d1016a58fb2daa1d94e95d	data/n020-set05/random/high-heterogeneous/narrow/m3.dat	data/40-1/wet040_039.dat	1027.650000000
n020-set05	20	5	4	random	high	20	narrow	1600	2400	e1b48747298a6678602d6ca035f525f456be1adf86d1016a58fb2daa1d94e95d	data/n020-set05/random/high-heterogeneous/narrow/m4.dat	data/40-1/wet040_039.dat	1027.650000000
n020-set05	20	5	2	random	high	20	wide	5600	6400	2edea5324d771eb25d3d30c26137c2a855f1d81d3699ad16990371a615a8a5de	data/n020-set05/random/high-heterogeneous/wide/m2.dat	data/40-1/wet040_039.dat	1027.650000000
n020-set05	20	5	3	random	high	20	wide	5600	6400	2edea5324d771eb25d3d30c26137c2a855f1d81d3699ad16990371a615a8a5de	data/n020-set05/random/high-heterogeneous/wide/m3.dat	data/40-1/wet040_039.dat	1027.650000000
n020-set05	20	5	4	random	high	20	wide	5600	6400	2edea5324d771eb25d3d30c26137c2a855f1d81d3699ad16990371a615a8a5de	data/n020-set05/random/high-heterogeneous/wide/m4.dat	data/40-1/wet040_039.dat	1027.650000000
n020-set05	20	5	2	family	base	1	zero	0	0	7880234de4d2ae8b9588ff43efd3d7d70dc7d113e9dad65b32f5cd751bbc7bb1	data/n020-set05/family/base/zero/m2.dat	data/40-1/wet040_039.dat	53.150000000
n020-set05	20	5	3	family	base	1	zero	0	0	7880234de4d2ae8b9588ff43efd3d7d70dc7d113e9dad65b32f5cd751bbc7bb1	data/n020-set05/family/base/zero/m3.dat	data/40-1/wet040_039.dat	53.150000000
n020-set05	20	5	4	family	base	1	zero	0	0	7880234de4d2ae8b9588ff43efd3d7d70dc7d113e9dad65b32f5cd751bbc7bb1	data/n020-set05/family/base/zero/m4.dat	data/40-1/wet040_039.dat	53.150000000
n020-set05	20	5	2	family	base	1	narrow	80	120	cfb468887e376b0729996de23c20c7615c7c9632a751e29f4b70fa9725c0d5da	data/n020-set05/family/base/narrow/m2.dat	data/40-1/wet040_039.dat	53.150000000
n020-set05	20	5	3	family	base	1	narrow	80	120	cfb468887e376b0729996de23c20c7615c7c9632a751e29f4b70fa9725c0d5da	data/n020-set05/family/base/narrow/m3.dat	data/40-1/wet040_039.dat	53.150000000
n020-set05	20	5	4	family	base	1	narrow	80	120	cfb468887e376b0729996de23c20c7615c7c9632a751e29f4b70fa9725c0d5da	data/n020-set05/family/base/narrow/m4.dat	data/40-1/wet040_039.dat	53.150000000
n020-set05	20	5	2	family	base	1	wide	280	320	0442095b5f96dd3a259f7555b1c1535c38e86de0f16b8edbf1985e1ba583d846	data/n020-set05/family/base/wide/m2.dat	data/40-1/wet040_039.dat	53.150000000
n020-set05	20	5	3	family	base	1	wide	280	320	0442095b5f96dd3a259f7555b1c1535c38e86de0f16b8edbf1985e1ba583d846	data/n020-set05/family/base/wide/m3.dat	data/40-1/wet040_039.dat	53.150000000
n020-set05	20	5	4	family	base	1	wide	280	320	0442095b5f96dd3a259f7555b1c1535c38e86de0f16b8edbf1985e1ba583d846	data/n020-set05/family/base/wide/m4.dat	data/40-1/wet040_039.dat	53.150000000
n020-set05	20	5	2	family	medium	10	zero	0	0	7880234de4d2ae8b9588ff43efd3d7d70dc7d113e9dad65b32f5cd751bbc7bb1	data/n020-set05/family/medium-heterogeneous/zero/m2.dat	data/40-1/wet040_039.dat	527.550000000
n020-set05	20	5	3	family	medium	10	zero	0	0	7880234de4d2ae8b9588ff43efd3d7d70dc7d113e9dad65b32f5cd751bbc7bb1	data/n020-set05/family/medium-heterogeneous/zero/m3.dat	data/40-1/wet040_039.dat	527.550000000
n020-set05	20	5	4	family	medium	10	zero	0	0	7880234de4d2ae8b9588ff43efd3d7d70dc7d113e9dad65b32f5cd751bbc7bb1	data/n020-set05/family/medium-heterogeneous/zero/m4.dat	data/40-1/wet040_039.dat	527.550000000
n020-set05	20	5	2	family	medium	10	narrow	800	1200	3b1d3382aa269421f43a46e0695c1c4d3f73fa7ad9e6f38bdf28734e05bdf21a	data/n020-set05/family/medium-heterogeneous/narrow/m2.dat	data/40-1/wet040_039.dat	527.550000000
n020-set05	20	5	3	family	medium	10	narrow	800	1200	3b1d3382aa269421f43a46e0695c1c4d3f73fa7ad9e6f38bdf28734e05bdf21a	data/n020-set05/family/medium-heterogeneous/narrow/m3.dat	data/40-1/wet040_039.dat	527.550000000
n020-set05	20	5	4	family	medium	10	narrow	800	1200	3b1d3382aa269421f43a46e0695c1c4d3f73fa7ad9e6f38bdf28734e05bdf21a	data/n020-set05/family/medium-heterogeneous/narrow/m4.dat	data/40-1/wet040_039.dat	527.550000000
n020-set05	20	5	2	family	medium	10	wide	2800	3200	fcdf9ec3b0f2a4615e91c7e366763cc1ddb96940fd9b2ca82040eeefb3eba11e	data/n020-set05/family/medium-heterogeneous/wide/m2.dat	data/40-1/wet040_039.dat	527.550000000
n020-set05	20	5	3	family	medium	10	wide	2800	3200	fcdf9ec3b0f2a4615e91c7e366763cc1ddb96940fd9b2ca82040eeefb3eba11e	data/n020-set05/family/medium-heterogeneous/wide/m3.dat	data/40-1/wet040_039.dat	527.550000000
n020-set05	20	5	4	family	medium	10	wide	2800	3200	fcdf9ec3b0f2a4615e91c7e366763cc1ddb96940fd9b2ca82040eeefb3eba11e	data/n020-set05/family/medium-heterogeneous/wide/m4.dat	data/40-1/wet040_039.dat	527.550000000
n020-set05	20	5	2	family	high	20	zero	0	0	7880234de4d2ae8b9588ff43efd3d7d70dc7d113e9dad65b32f5cd751bbc7bb1	data/n020-set05/family/high-heterogeneous/zero/m2.dat	data/40-1/wet040_039.dat	1027.650000000
n020-set05	20	5	3	family	high	20	zero	0	0	7880234de4d2ae8b9588ff43efd3d7d70dc7d113e9dad65b32f5cd751bbc7bb1	data/n020-set05/family/high-heterogeneous/zero/m3.dat	data/40-1/wet040_039.dat	1027.650000000
n020-set05	20	5	4	family	high	20	zero	0	0	7880234de4d2ae8b9588ff43efd3d7d70dc7d113e9dad65b32f5cd751bbc7bb1	data/n020-set05/family/high-heterogeneous/zero/m4.dat	data/40-1/wet040_039.dat	1027.650000000
n020-set05	20	5	2	family	high	20	narrow	1600	2400	e1b48747298a6678602d6ca035f525f456be1adf86d1016a58fb2daa1d94e95d	data/n020-set05/family/high-heterogeneous/narrow/m2.dat	data/40-1/wet040_039.dat	1027.650000000
n020-set05	20	5	3	family	high	20	narrow	1600	2400	e1b48747298a6678602d6ca035f525f456be1adf86d1016a58fb2daa1d94e95d	data/n020-set05/family/high-heterogeneous/narrow/m3.dat	data/40-1/wet040_039.dat	1027.650000000
n020-set05	20	5	4	family	high	20	narrow	1600	2400	e1b48747298a6678602d6ca035f525f456be1adf86d1016a58fb2daa1d94e95d	data/n020-set05/family/high-heterogeneous/narrow/m4.dat	data/40-1/wet040_039.dat	1027.650000000
n020-set05	20	5	2	family	high	20	wide	5600	6400	2edea5324d771eb25d3d30c26137c2a855f1d81d3699ad16990371a615a8a5de	data/n020-set05/family/high-heterogeneous/wide/m2.dat	data/40-1/wet040_039.dat	1027.650000000
n020-set05	20	5	3	family	high	20	wide	5600	6400	2edea5324d771eb25d3d30c26137c2a855f1d81d3699ad16990371a615a8a5de	data/n020-set05/family/high-heterogeneous/wide/m3.dat	data/40-1/wet040_039.dat	1027.650000000
n020-set05	20	5	4	family	high	20	wide	5600	6400	2edea5324d771eb25d3d30c26137c2a855f1d81d3699ad16990371a615a8a5de	data/n020-set05/family/high-heterogeneous/wide/m4.dat	data/40-1/wet040_039.dat	1027.650000000
n040-set01	40	1	2	random	base	1	zero	0	0	e26ca7e99b84545014d194aa323d22a2fc683f5562ada9b83607bea05b3e27e9	data/n040-set01/random/base/zero/m2.dat	data/40-1/wet040_024.dat	51.075000000
n040-set01	40	1	3	random	base	1	zero	0	0	e26ca7e99b84545014d194aa323d22a2fc683f5562ada9b83607bea05b3e27e9	data/n040-set01/random/base/zero/m3.dat	data/40-1/wet040_024.dat	51.075000000
n040-set01	40	1	4	random	base	1	zero	0	0	e26ca7e99b84545014d194aa323d22a2fc683f5562ada9b83607bea05b3e27e9	data/n040-set01/random/base/zero/m4.dat	data/40-1/wet040_024.dat	51.075000000
n040-set01	40	1	2	random	base	1	narrow	80	120	d07b51f81cdb85e52108b8d41df8a2bc2164e5f8324061255c74af9ffb0d32d2	data/n040-set01/random/base/narrow/m2.dat	data/40-1/wet040_024.dat	51.075000000
n040-set01	40	1	3	random	base	1	narrow	80	120	d07b51f81cdb85e52108b8d41df8a2bc2164e5f8324061255c74af9ffb0d32d2	data/n040-set01/random/base/narrow/m3.dat	data/40-1/wet040_024.dat	51.075000000
n040-set01	40	1	4	random	base	1	narrow	80	120	d07b51f81cdb85e52108b8d41df8a2bc2164e5f8324061255c74af9ffb0d32d2	data/n040-set01/random/base/narrow/m4.dat	data/40-1/wet040_024.dat	51.075000000
n040-set01	40	1	2	random	base	1	wide	280	320	497ba8b3840ae41ed839de265f96025f85c8124436a7ea0f4cc56e79dd380c37	data/n040-set01/random/base/wide/m2.dat	data/40-1/wet040_024.dat	51.075000000
n040-set01	40	1	3	random	base	1	wide	280	320	497ba8b3840ae41ed839de265f96025f85c8124436a7ea0f4cc56e79dd380c37	data/n040-set01/random/base/wide/m3.dat	data/40-1/wet040_024.dat	51.075000000
n040-set01	40	1	4	random	base	1	wide	280	320	497ba8b3840ae41ed839de265f96025f85c8124436a7ea0f4cc56e79dd380c37	data/n040-set01/random/base/wide/m4.dat	data/40-1/wet040_024.dat	51.075000000
n040-set01	40	1	2	random	medium	10	zero	0	0	e26ca7e99b84545014d194aa323d22a2fc683f5562ada9b83607bea05b3e27e9	data/n040-set01/random/medium-heterogeneous/zero/m2.dat	data/40-1/wet040_024.dat	486.050000000
n040-set01	40	1	3	random	medium	10	zero	0	0	e26ca7e99b84545014d194aa323d22a2fc683f5562ada9b83607bea05b3e27e9	data/n040-set01/random/medium-heterogeneous/zero/m3.dat	data/40-1/wet040_024.dat	486.050000000
n040-set01	40	1	4	random	medium	10	zero	0	0	e26ca7e99b84545014d194aa323d22a2fc683f5562ada9b83607bea05b3e27e9	data/n040-set01/random/medium-heterogeneous/zero/m4.dat	data/40-1/wet040_024.dat	486.050000000
n040-set01	40	1	2	random	medium	10	narrow	800	1200	b97bc4fb1868f659c639a523b8087e0cfe4de5e8fe855c9dbeefd8337e649fa8	data/n040-set01/random/medium-heterogeneous/narrow/m2.dat	data/40-1/wet040_024.dat	486.050000000
n040-set01	40	1	3	random	medium	10	narrow	800	1200	b97bc4fb1868f659c639a523b8087e0cfe4de5e8fe855c9dbeefd8337e649fa8	data/n040-set01/random/medium-heterogeneous/narrow/m3.dat	data/40-1/wet040_024.dat	486.050000000
n040-set01	40	1	4	random	medium	10	narrow	800	1200	b97bc4fb1868f659c639a523b8087e0cfe4de5e8fe855c9dbeefd8337e649fa8	data/n040-set01/random/medium-heterogeneous/narrow/m4.dat	data/40-1/wet040_024.dat	486.050000000
n040-set01	40	1	2	random	medium	10	wide	2800	3200	f2e24a19e69067ca07ba8d43329b1649e9e95f81709f42abceb7e1a5d1b1a5f0	data/n040-set01/random/medium-heterogeneous/wide/m2.dat	data/40-1/wet040_024.dat	486.050000000
n040-set01	40	1	3	random	medium	10	wide	2800	3200	f2e24a19e69067ca07ba8d43329b1649e9e95f81709f42abceb7e1a5d1b1a5f0	data/n040-set01/random/medium-heterogeneous/wide/m3.dat	data/40-1/wet040_024.dat	486.050000000
n040-set01	40	1	4	random	medium	10	wide	2800	3200	f2e24a19e69067ca07ba8d43329b1649e9e95f81709f42abceb7e1a5d1b1a5f0	data/n040-set01/random/medium-heterogeneous/wide/m4.dat	data/40-1/wet040_024.dat	486.050000000
n040-set01	40	1	2	random	high	20	zero	0	0	e26ca7e99b84545014d194aa323d22a2fc683f5562ada9b83607bea05b3e27e9	data/n040-set01/random/high-heterogeneous/zero/m2.dat	data/40-1/wet040_024.dat	1029.525000000
n040-set01	40	1	3	random	high	20	zero	0	0	e26ca7e99b84545014d194aa323d22a2fc683f5562ada9b83607bea05b3e27e9	data/n040-set01/random/high-heterogeneous/zero/m3.dat	data/40-1/wet040_024.dat	1029.525000000
n040-set01	40	1	4	random	high	20	zero	0	0	e26ca7e99b84545014d194aa323d22a2fc683f5562ada9b83607bea05b3e27e9	data/n040-set01/random/high-heterogeneous/zero/m4.dat	data/40-1/wet040_024.dat	1029.525000000
n040-set01	40	1	2	random	high	20	narrow	1600	2400	34375de7776e181897dbb4d6266ba9ce0ca5c3ec5719830326889b8d41a4c42c	data/n040-set01/random/high-heterogeneous/narrow/m2.dat	data/40-1/wet040_024.dat	1029.525000000
n040-set01	40	1	3	random	high	20	narrow	1600	2400	34375de7776e181897dbb4d6266ba9ce0ca5c3ec5719830326889b8d41a4c42c	data/n040-set01/random/high-heterogeneous/narrow/m3.dat	data/40-1/wet040_024.dat	1029.525000000
n040-set01	40	1	4	random	high	20	narrow	1600	2400	34375de7776e181897dbb4d6266ba9ce0ca5c3ec5719830326889b8d41a4c42c	data/n040-set01/random/high-heterogeneous/narrow/m4.dat	data/40-1/wet040_024.dat	1029.525000000
n040-set01	40	1	2	random	high	20	wide	5600	6400	24a865168fb030f0ddb54db14afb6a0c04132a5f0edd8230eb57c63c8878bd12	data/n040-set01/random/high-heterogeneous/wide/m2.dat	data/40-1/wet040_024.dat	1029.525000000
n040-set01	40	1	3	random	high	20	wide	5600	6400	24a865168fb030f0ddb54db14afb6a0c04132a5f0edd8230eb57c63c8878bd12	data/n040-set01/random/high-heterogeneous/wide/m3.dat	data/40-1/wet040_024.dat	1029.525000000
n040-set01	40	1	4	random	high	20	wide	5600	6400	24a865168fb030f0ddb54db14afb6a0c04132a5f0edd8230eb57c63c8878bd12	data/n040-set01/random/high-heterogeneous/wide/m4.dat	data/40-1/wet040_024.dat	1029.525000000
n040-set01	40	1	2	family	base	1	zero	0	0	e26ca7e99b84545014d194aa323d22a2fc683f5562ada9b83607bea05b3e27e9	data/n040-set01/family/base/zero/m2.dat	data/40-1/wet040_024.dat	51.075000000
n040-set01	40	1	3	family	base	1	zero	0	0	e26ca7e99b84545014d194aa323d22a2fc683f5562ada9b83607bea05b3e27e9	data/n040-set01/family/base/zero/m3.dat	data/40-1/wet040_024.dat	51.075000000
n040-set01	40	1	4	family	base	1	zero	0	0	e26ca7e99b84545014d194aa323d22a2fc683f5562ada9b83607bea05b3e27e9	data/n040-set01/family/base/zero/m4.dat	data/40-1/wet040_024.dat	51.075000000
n040-set01	40	1	2	family	base	1	narrow	80	120	d07b51f81cdb85e52108b8d41df8a2bc2164e5f8324061255c74af9ffb0d32d2	data/n040-set01/family/base/narrow/m2.dat	data/40-1/wet040_024.dat	51.075000000
n040-set01	40	1	3	family	base	1	narrow	80	120	d07b51f81cdb85e52108b8d41df8a2bc2164e5f8324061255c74af9ffb0d32d2	data/n040-set01/family/base/narrow/m3.dat	data/40-1/wet040_024.dat	51.075000000
n040-set01	40	1	4	family	base	1	narrow	80	120	d07b51f81cdb85e52108b8d41df8a2bc2164e5f8324061255c74af9ffb0d32d2	data/n040-set01/family/base/narrow/m4.dat	data/40-1/wet040_024.dat	51.075000000
n040-set01	40	1	2	family	base	1	wide	280	320	497ba8b3840ae41ed839de265f96025f85c8124436a7ea0f4cc56e79dd380c37	data/n040-set01/family/base/wide/m2.dat	data/40-1/wet040_024.dat	51.075000000
n040-set01	40	1	3	family	base	1	wide	280	320	497ba8b3840ae41ed839de265f96025f85c8124436a7ea0f4cc56e79dd380c37	data/n040-set01/family/base/wide/m3.dat	data/40-1/wet040_024.dat	51.075000000
n040-set01	40	1	4	family	base	1	wide	280	320	497ba8b3840ae41ed839de265f96025f85c8124436a7ea0f4cc56e79dd380c37	data/n040-set01/family/base/wide/m4.dat	data/40-1/wet040_024.dat	51.075000000
n040-set01	40	1	2	family	medium	10	zero	0	0	e26ca7e99b84545014d194aa323d22a2fc683f5562ada9b83607bea05b3e27e9	data/n040-set01/family/medium-heterogeneous/zero/m2.dat	data/40-1/wet040_024.dat	486.050000000
n040-set01	40	1	3	family	medium	10	zero	0	0	e26ca7e99b84545014d194aa323d22a2fc683f5562ada9b83607bea05b3e27e9	data/n040-set01/family/medium-heterogeneous/zero/m3.dat	data/40-1/wet040_024.dat	486.050000000
n040-set01	40	1	4	family	medium	10	zero	0	0	e26ca7e99b84545014d194aa323d22a2fc683f5562ada9b83607bea05b3e27e9	data/n040-set01/family/medium-heterogeneous/zero/m4.dat	data/40-1/wet040_024.dat	486.050000000
n040-set01	40	1	2	family	medium	10	narrow	800	1200	b97bc4fb1868f659c639a523b8087e0cfe4de5e8fe855c9dbeefd8337e649fa8	data/n040-set01/family/medium-heterogeneous/narrow/m2.dat	data/40-1/wet040_024.dat	486.050000000
n040-set01	40	1	3	family	medium	10	narrow	800	1200	b97bc4fb1868f659c639a523b8087e0cfe4de5e8fe855c9dbeefd8337e649fa8	data/n040-set01/family/medium-heterogeneous/narrow/m3.dat	data/40-1/wet040_024.dat	486.050000000
n040-set01	40	1	4	family	medium	10	narrow	800	1200	b97bc4fb1868f659c639a523b8087e0cfe4de5e8fe855c9dbeefd8337e649fa8	data/n040-set01/family/medium-heterogeneous/narrow/m4.dat	data/40-1/wet040_024.dat	486.050000000
n040-set01	40	1	2	family	medium	10	wide	2800	3200	f2e24a19e69067ca07ba8d43329b1649e9e95f81709f42abceb7e1a5d1b1a5f0	data/n040-set01/family/medium-heterogeneous/wide/m2.dat	data/40-1/wet040_024.dat	486.050000000
n040-set01	40	1	3	family	medium	10	wide	2800	3200	f2e24a19e69067ca07ba8d43329b1649e9e95f81709f42abceb7e1a5d1b1a5f0	data/n040-set01/family/medium-heterogeneous/wide/m3.dat	data/40-1/wet040_024.dat	486.050000000
n040-set01	40	1	4	family	medium	10	wide	2800	3200	f2e24a19e69067ca07ba8d43329b1649e9e95f81709f42abceb7e1a5d1b1a5f0	data/n040-set01/family/medium-heterogeneous/wide/m4.dat	data/40-1/wet040_024.dat	486.050000000
n040-set01	40	1	2	family	high	20	zero	0	0	e26ca7e99b84545014d194aa323d22a2fc683f5562ada9b83607bea05b3e27e9	data/n040-set01/family/high-heterogeneous/zero/m2.dat	data/40-1/wet040_024.dat	1029.525000000
n040-set01	40	1	3	family	high	20	zero	0	0	e26ca7e99b84545014d194aa323d22a2fc683f5562ada9b83607bea05b3e27e9	data/n040-set01/family/high-heterogeneous/zero/m3.dat	data/40-1/wet040_024.dat	1029.525000000
n040-set01	40	1	4	family	high	20	zero	0	0	e26ca7e99b84545014d194aa323d22a2fc683f5562ada9b83607bea05b3e27e9	data/n040-set01/family/high-heterogeneous/zero/m4.dat	data/40-1/wet040_024.dat	1029.525000000
n040-set01	40	1	2	family	high	20	narrow	1600	2400	34375de7776e181897dbb4d6266ba9ce0ca5c3ec5719830326889b8d41a4c42c	data/n040-set01/family/high-heterogeneous/narrow/m2.dat	data/40-1/wet040_024.dat	1029.525000000
n040-set01	40	1	3	family	high	20	narrow	1600	2400	34375de7776e181897dbb4d6266ba9ce0ca5c3ec5719830326889b8d41a4c42c	data/n040-set01/family/high-heterogeneous/narrow/m3.dat	data/40-1/wet040_024.dat	1029.525000000
n040-set01	40	1	4	family	high	20	narrow	1600	2400	34375de7776e181897dbb4d6266ba9ce0ca5c3ec5719830326889b8d41a4c42c	data/n040-set01/family/high-heterogeneous/narrow/m4.dat	data/40-1/wet040_024.dat	1029.525000000
n040-set01	40	1	2	family	high	20	wide	5600	6400	24a865168fb030f0ddb54db14afb6a0c04132a5f0edd8230eb57c63c8878bd12	data/n040-set01/family/high-heterogeneous/wide/m2.dat	data/40-1/wet040_024.dat	1029.525000000
n040-set01	40	1	3	family	high	20	wide	5600	6400	24a865168fb030f0ddb54db14afb6a0c04132a5f0edd8230eb57c63c8878bd12	data/n040-set01/family/high-heterogeneous/wide/m3.dat	data/40-1/wet040_024.dat	1029.525000000
n040-set01	40	1	4	family	high	20	wide	5600	6400	24a865168fb030f0ddb54db14afb6a0c04132a5f0edd8230eb57c63c8878bd12	data/n040-set01/family/high-heterogeneous/wide/m4.dat	data/40-1/wet040_024.dat	1029.525000000
n040-set02	40	2	2	random	base	1	zero	0	0	e26ca7e99b84545014d194aa323d22a2fc683f5562ada9b83607bea05b3e27e9	data/n040-set02/random/base/zero/m2.dat	data/40-1/wet040_069.dat	55.000000000
n040-set02	40	2	3	random	base	1	zero	0	0	e26ca7e99b84545014d194aa323d22a2fc683f5562ada9b83607bea05b3e27e9	data/n040-set02/random/base/zero/m3.dat	data/40-1/wet040_069.dat	55.000000000
n040-set02	40	2	4	random	base	1	zero	0	0	e26ca7e99b84545014d194aa323d22a2fc683f5562ada9b83607bea05b3e27e9	data/n040-set02/random/base/zero/m4.dat	data/40-1/wet040_069.dat	55.000000000
n040-set02	40	2	2	random	base	1	narrow	80	120	125eac0726ccb17cd67b0b7149e700798198268d39b1a79cedfc3988113df732	data/n040-set02/random/base/narrow/m2.dat	data/40-1/wet040_069.dat	55.000000000
n040-set02	40	2	3	random	base	1	narrow	80	120	125eac0726ccb17cd67b0b7149e700798198268d39b1a79cedfc3988113df732	data/n040-set02/random/base/narrow/m3.dat	data/40-1/wet040_069.dat	55.000000000
n040-set02	40	2	4	random	base	1	narrow	80	120	125eac0726ccb17cd67b0b7149e700798198268d39b1a79cedfc3988113df732	data/n040-set02/random/base/narrow/m4.dat	data/40-1/wet040_069.dat	55.000000000
n040-set02	40	2	2	random	base	1	wide	280	320	ee9c30dae4690c3d1de88a1944464c68855d04f1971a75dd50313d231413857b	data/n040-set02/random/base/wide/m2.dat	data/40-1/wet040_069.dat	55.000000000
n040-set02	40	2	3	random	base	1	wide	280	320	ee9c30dae4690c3d1de88a1944464c68855d04f1971a75dd50313d231413857b	data/n040-set02/random/base/wide/m3.dat	data/40-1/wet040_069.dat	55.000000000
n040-set02	40	2	4	random	base	1	wide	280	320	ee9c30dae4690c3d1de88a1944464c68855d04f1971a75dd50313d231413857b	data/n040-set02/random/base/wide/m4.dat	data/40-1/wet040_069.dat	55.000000000
n040-set02	40	2	2	random	medium	10	zero	0	0	e26ca7e99b84545014d194aa323d22a2fc683f5562ada9b83607bea05b3e27e9	data/n040-set02/random/medium-heterogeneous/zero/m2.dat	data/40-1/wet040_069.dat	518.200000000
n040-set02	40	2	3	random	medium	10	zero	0	0	e26ca7e99b84545014d194aa323d22a2fc683f5562ada9b83607bea05b3e27e9	data/n040-set02/random/medium-heterogeneous/zero/m3.dat	data/40-1/wet040_069.dat	518.200000000
n040-set02	40	2	4	random	medium	10	zero	0	0	e26ca7e99b84545014d194aa323d22a2fc683f5562ada9b83607bea05b3e27e9	data/n040-set02/random/medium-heterogeneous/zero/m4.dat	data/40-1/wet040_069.dat	518.200000000
n040-set02	40	2	2	random	medium	10	narrow	800	1200	a851f78af4d47b540d2f3ba78a015a421d922d83f3e4e1d30f372647af599cc8	data/n040-set02/random/medium-heterogeneous/narrow/m2.dat	data/40-1/wet040_069.dat	518.200000000
n040-set02	40	2	3	random	medium	10	narrow	800	1200	a851f78af4d47b540d2f3ba78a015a421d922d83f3e4e1d30f372647af599cc8	data/n040-set02/random/medium-heterogeneous/narrow/m3.dat	data/40-1/wet040_069.dat	518.200000000
n040-set02	40	2	4	random	medium	10	narrow	800	1200	a851f78af4d47b540d2f3ba78a015a421d922d83f3e4e1d30f372647af599cc8	data/n040-set02/random/medium-heterogeneous/narrow/m4.dat	data/40-1/wet040_069.dat	518.200000000
n040-set02	40	2	2	random	medium	10	wide	2800	3200	d96e1d317ec6b21f4e2b366c1491b842c17c89db626cd311433fe3de054f437c	data/n040-set02/random/medium-heterogeneous/wide/m2.dat	data/40-1/wet040_069.dat	518.200000000
n040-set02	40	2	3	random	medium	10	wide	2800	3200	d96e1d317ec6b21f4e2b366c1491b842c17c89db626cd311433fe3de054f437c	data/n040-set02/random/medium-heterogeneous/wide/m3.dat	data/40-1/wet040_069.dat	518.200000000
n040-set02	40	2	4	random	medium	10	wide	2800	3200	d96e1d317ec6b21f4e2b366c1491b842c17c89db626cd311433fe3de054f437c	data/n040-set02/random/medium-heterogeneous/wide/m4.dat	data/40-1/wet040_069.dat	518.200000000
n040-set02	40	2	2	random	high	20	zero	0	0	e26ca7e99b84545014d194aa323d22a2fc683f5562ada9b83607bea05b3e27e9	data/n040-set02/random/high-heterogeneous/zero/m2.dat	data/40-1/wet040_069.dat	1073.225000000
n040-set02	40	2	3	random	high	20	zero	0	0	e26ca7e99b84545014d194aa323d22a2fc683f5562ada9b83607bea05b3e27e9	data/n040-set02/random/high-heterogeneous/zero/m3.dat	data/40-1/wet040_069.dat	1073.225000000
n040-set02	40	2	4	random	high	20	zero	0	0	e26ca7e99b84545014d194aa323d22a2fc683f5562ada9b83607bea05b3e27e9	data/n040-set02/random/high-heterogeneous/zero/m4.dat	data/40-1/wet040_069.dat	1073.225000000
n040-set02	40	2	2	random	high	20	narrow	1600	2400	b6841ae06addae783d5865e4d8025da4bd46ae7db48312549c3dc9ea0c01cad9	data/n040-set02/random/high-heterogeneous/narrow/m2.dat	data/40-1/wet040_069.dat	1073.225000000
n040-set02	40	2	3	random	high	20	narrow	1600	2400	b6841ae06addae783d5865e4d8025da4bd46ae7db48312549c3dc9ea0c01cad9	data/n040-set02/random/high-heterogeneous/narrow/m3.dat	data/40-1/wet040_069.dat	1073.225000000
n040-set02	40	2	4	random	high	20	narrow	1600	2400	b6841ae06addae783d5865e4d8025da4bd46ae7db48312549c3dc9ea0c01cad9	data/n040-set02/random/high-heterogeneous/narrow/m4.dat	data/40-1/wet040_069.dat	1073.225000000
n040-set02	40	2	2	random	high	20	wide	5600	6400	b01566cc30e65d1a4bec4e81e147d805ae144d87f666d98303108ef7bb65750f	data/n040-set02/random/high-heterogeneous/wide/m2.dat	data/40-1/wet040_069.dat	1073.225000000
