taskSetId	setupType	scaleLevel	multiplier	targetMean	actualMean	meanError	cap	maximum	capHitRate	triangleViolations	floydChangedArcs	withinMean	betweenMean	rawMean	closedMean	firstFloydChangedArcs	calibrationScale	withinPairRatio	randomLocation	withinLocation	betweenLocation	familyByJob
n060-set02	family	base	1	25.875000000	25.875141243	0.000141243	51	51	0.002259887	0	0	20.459523810	27.560000000	25.915869155	8.783874668	3138	2.888702392578	0.237288136	25.991532290	10.025305771	33.962478528	1,0,2,0,0,3,2,0,1,3,1,1,2,1,3,2,0,1,3,1,1,3,0,3,2,3,3,2,1,3,2,1,3,1,0,2,3,0,3,2,1,1,2,0,3,2,0,3,2,3,0,0,1,0,0,0,2,2,1,2
n060-set02	family	medium	6	155.250000000	155.250847458	0.000847458	306	306	0.002259887	0	0	122.757142857	165.360000000	25.915869155	8.783874668	3138	2.888702392578	0.237288136	25.991532290	10.025305771	33.962478528	1,0,2,0,0,3,2,0,1,3,1,1,2,1,3,2,0,1,3,1,1,3,0,3,2,3,3,2,1,3,2,1,3,1,0,2,3,0,3,2,1,1,2,0,3,2,0,3,2,3,0,0,1,0,0,0,2,2,1,2
n060-set02	family	high	16	414.000000000	414.002259887	0.002259887	816	816	0.002259887	0	0	327.352380952	440.960000000	25.915869155	8.783874668	3138	2.888702392578	0.237288136	25.991532290	10.025305771	33.962478528	1,0,2,0,0,3,2,0,1,3,1,1,2,1,3,2,0,1,3,1,1,3,0,3,2,3,3,2,1,3,2,1,3,1,0,2,3,0,3,2,1,1,2,0,3,2,0,3,2,3,0,0,1,0,0,0,2,2,1,2
n060-set03	random	base	1	25.733333333	25.733333333	0.000000000	51	51	0.003672316	0	0	NaN	NaN	25.717459083	10.934187532	3120	2.308715820313	0.237288136	25.804204425	NaN	NaN	NA
n060-set03	random	medium	7	180.133333333	180.133333333	0.000000000	357	357	0.003672316	0	0	NaN	NaN	25.717459083	10.934187532	3120	2.308715820313	0.237288136	25.804204425	NaN	NaN	NA
n060-set03	random	high	17	437.466666667	437.466666667	-0.000000000	867	867	0.003672316	0	0	NaN	NaN	25.717459083	10.934187532	3120	2.308715820313	0.237288136	25.804204425	NaN	NaN	NA
n060-set03	family	base	1	25.733333333	25.733333333	0.000000000	51	51	0.006214689	0	0	19.933333333	27.537777778	25.710389079	8.743328579	3138	2.889167785645	0.237288136	25.804204425	9.970416819	33.620010128	3,2,0,1,1,3,0,0,1,2,0,2,0,2,2,3,0,1,3,0,1,3,2,3,0,0,2,1,2,3,3,0,0,1,2,0,2,1,2,0,2,3,0,1,1,3,2,1,1,1,3,1,3,1,2,3,2,3,3,0
n060-set03	family	medium	7	180.133333333	180.133333333	0.000000000	357	357	0.006214689	0	0	139.533333333	192.764444444	25.710389079	8.743328579	3138	2.889167785645	0.237288136	25.804204425	9.970416819	33.620010128	3,2,0,1,1,3,0,0,1,2,0,2,0,2,2,3,0,1,3,0,1,3,2,3,0,0,2,1,2,3,3,0,0,1,2,0,2,1,2,0,2,3,0,1,1,3,2,1,1,1,3,1,3,1,2,3,2,3,3,0
n060-set03	family	high	17	437.466666667	437.466666667	-0.000000000	867	867	0.006214689	0	0	338.866666667	468.142222222	25.710389079	8.743328579	3138	2.889167785645	0.237288136	25.804204425	9.970416819	33.620010128	3,2,0,1,1,3,0,0,1,2,0,2,0,2,2,3,0,1,3,0,1,3,2,3,0,0,2,1,2,3,3,0,0,1,2,0,2,1,2,0,2,3,0,1,1,3,2,1,1,1,3,1,3,1,2,3,2,3,3,0
n060-set04	random	base	1	26.791666667	26.791807910	0.000141243	53	53	0.001977401	0	0	NaN	NaN	26.805504170	11.922669551	3109	2.204490661621	0.237288136	26.880935765	NaN	NaN	NA
n060-set04	random	medium	15	401.875000000	401.877118644	0.002118644	795	795	0.001977401	0	0	NaN	NaN	26.805504170	11.922669551	3109	2.204490661621	0.237288136	26.880935765	NaN	NaN	NA
n060-set04	random	high	25	669.791666667	669.795197740	0.003531073	1325	1325	0.001977401	0	0	NaN	NaN	26.805504170	11.922669551	3109	2.204490661621	0.237288136	26.880935765	NaN	NaN	NA
n060-set04	family	base	1	26.791666667	26.791807910	0.000141243	53	53	0.001694915	0	0	20.896428571	28.625925926	26.780568632	9.660859358	3120	2.721855163574	0.237288136	26.880935765	10.380469583	35.056671460	2,0,2,1,2,3,1,1,0,0,2,3,0,0,2,0,3,1,2,3,2,3,2,0,1,0,3,1,2,3,0,0,2,1,0,0,3,1,1,0,1,1,3,2,3,3,2,2,1,3,1,1,2,3,3,0,1,0,2,3
n060-set04	family	medium	15	401.875000000	401.877118644	0.002118644	795	795	0.001694915	0	0	313.446428571	429.388888889	26.780568632	9.660859358	3120	2.721855163574	0.237288136	26.880935765	10.380469583	35.056671460	2,0,2,1,2,3,1,1,0,0,2,3,0,0,2,0,3,1,2,3,2,3,2,0,1,0,3,1,2,3,0,0,2,1,0,0,3,1,1,0,1,1,3,2,3,3,2,2,1,3,1,1,2,3,3,0,1,0,2,3
n060-set04	family	high	25	669.791666667	669.795197740	0.003531073	1325	1325	0.001694915	0	0	522.410714286	715.648148148	26.780568632	9.660859358	3120	2.721855163574	0.237288136	26.880935765	10.380469583	35.056671460	2,0,2,1,2,3,1,1,0,0,2,3,0,0,2,0,3,1,2,3,2,3,2,0,1,0,3,1,2,3,0,0,2,1,0,0,3,1,1,0,1,1,3,2,3,3,2,2,1,3,1,1,2,3,3,0,1,0,2,3
n060-set05	random	base	1	27.975000000	27.975141243	0.000141243	55	55	0.000564972	0	0	NaN	NaN	27.637907289	13.343752060	3005	2.059448242188	0.237288136	28.124166624	NaN	NaN	NA
n060-set05	random	medium	13	363.675000000	363.676836158	0.001836158	715	715	0.000564972	0	0	NaN	NaN	27.637907289	13.343752060	3005	2.059448242188	0.237288136	28.124166624	NaN	NaN	NA
n060-set05	random	high	23	643.425000000	643.428248588	0.003248588	1265	1265	0.000564972	0	0	NaN	NaN	27.637907289	13.343752060	3005	2.059448242188	0.237288136	28.124166624	NaN	NaN	NA
n060-set05	family	base	1	27.975000000	27.975141243	0.000141243	55	55	0.000847458	0	0	20.835714286	30.196296296	27.644270348	10.973019338	3035	2.503906250000	0.237288136	28.124166624	10.838953776	36.798962848	2,3,2,2,3,2,3,1,3,1,1,2,0,0,1,2,0,2,3,0,1,0,3,1,3,1,3,2,3,0,1,3,0,1,2,0,0,3,1,1,2,2,3,2,1,0,3,1,0,2,3,1,0,2,1,0,0,2,3,0
n060-set05	family	medium	13	363.675000000	363.676836158	0.001836158	715	715	0.000847458	0	0	270.864285714	392.551851852	27.644270348	10.973019338	3035	2.503906250000	0.237288136	28.124166624	10.838953776	36.798962848	2,3,2,2,3,2,3,1,3,1,1,2,0,0,1,2,0,2,3,0,1,0,3,1,3,1,3,2,3,0,1,3,0,1,2,0,0,3,1,1,2,2,3,2,1,0,3,1,0,2,3,1,0,2,1,0,0,2,3,0
n060-set05	family	high	23	643.425000000	643.428248588	0.003248588	1265	1265	0.000847458	0	0	479.221428571	694.514814815	27.644270348	10.973019338	3035	2.503906250000	0.237288136	28.124166624	10.838953776	36.798962848	2,3,2,2,3,2,3,1,3,1,1,2,0,0,1,2,0,2,3,0,1,0,3,1,3,1,3,2,3,0,1,3,0,1,2,0,0,3,1,1,2,2,3,2,1,0,3,1,0,2,3,1,0,2,1,0,0,2,3,0
n080-set01	random	base	1	27.737500000	27.737500000	0.000000000	55	55	0.003322785	0	0	NaN	NaN	27.939220018	9.916061262	5792	2.748367309570	0.189873418	27.809483795	NaN	NaN	NA
n080-set01	random	medium	11	305.112500000	305.112500000	0.000000000	605	605	0.003322785	0	0	NaN	NaN	27.939220018	9.916061262	5792	2.748367309570	0.189873418	27.809483795	NaN	NaN	NA
n080-set01	random	high	21	582.487500000	582.487500000	-0.000000000	1155	1155	0.003322785	0	0	NaN	NaN	27.939220018	9.916061262	5792	2.748367309570	0.189873418	27.809483795	NaN	NaN	NA
n080-set01	family	base	1	27.737500000	27.737500000	0.000000000	55	55	0.003639241	0	0	23.066666667	28.832226563	27.955681747	8.316586917	5763	3.277221679688	0.189873418	27.809483795	10.746934061	33.791745434	0,1,3,4,2,2,1,3,2,0,4,1,3,4,3,1,4,0,2,3,4,0,2,1,1,1,3,2,0,3,0,3,3,4,2,2,3,1,3,4,1,3,3,0,4,4,0,2,2,3,3,0,2,0,4,4,4,1,1,4,0,2,2,1,4,0,1,4,0,2,1,2,4,0,3,0,1,2,0,1
n080-set01	family	medium	11	305.112500000	305.112500000	0.000000000	605	605	0.003639241	0	0	253.733333333	317.154492188	27.955681747	8.316586917	5763	3.277221679688	0.189873418	27.809483795	10.746934061	33.791745434	0,1,3,4,2,2,1,3,2,0,4,1,3,4,3,1,4,0,2,3,4,0,2,1,1,1,3,2,0,3,0,3,3,4,2,2,3,1,3,4,1,3,3,0,4,4,0,2,2,3,3,0,2,0,4,4,4,1,1,4,0,2,2,1,4,0,1,4,0,2,1,2,4,0,3,0,1,2,0,1
n080-set01	family	high	21	582.487500000	582.487500000	-0.000000000	1155	1155	0.003639241	0	0	484.400000000	605.476757813	27.955681747	8.316586917	5763	3.277221679688	0.189873418	27.809483795	10.746934061	33.791745434	0,1,3,4,2,2,1,3,2,0,4,1,3,4,3,1,4,0,2,3,4,0,2,1,1,1,3,2,0,3,0,3,3,4,2,2,3,1,3,4,1,3,3,0,4,4,0,2,2,3,3,0,2,0,4,4,4,1,1,4,0,2,2,1,4,0,1,4,0,2,1,2,4,0,3,0,1,2,0,1
n080-set02	random	base	1	26.318750000	26.318829114	0.000079114	52	52	0.001424051	0	0	NaN	NaN	26.568457391	11.126940297	5683	2.320854187012	0.189873418	26.416812701	NaN	NaN	NA
n080-set02	random	medium	7	184.231250000	184.231803797	0.000553797	364	364	0.001424051	0	0	NaN	NaN	26.568457391	11.126940297	5683	2.320854187012	0.189873418	26.416812701	NaN	NaN	NA
n080-set02	random	high	17	447.418750000	447.420094937	0.001344937	884	884	0.001424051	0	0	NaN	NaN	26.568457391	11.126940297	5683	2.320854187012	0.189873418	26.416812701	NaN	NaN	NA
n080-set02	family	base	1	26.318750000	26.318829114	0.000079114	52	52	0.001424051	0	0	20.857500000	27.598828125	26.614505057	8.688190081	5706	2.972106933594	0.189873418	26.416812701	10.197237344	32.142582198	0,0,2,2,3,3,0,3,2,1,1,0,1,4,3,0,4,2,0,1,2,2,0,1,2,3,2,1,2,3,4,1,1,2,1,4,3,4,4,4,3,3,3,4,0,0,3,1,2,0,1,1,0,1,1,3,4,4,4,0,2,1,4,3,2,0,0,3,0,2,1,4,2,4,2,4,0,4,3,3
n080-set02	family	medium	7	184.231250000	184.231803797	0.000553797	364	364	0.001424051	0	0	146.002500000	193.191796875	26.614505057	8.688190081	5706	2.972106933594	0.189873418	26.416812701	10.197237344	32.142582198	0,0,2,2,3,3,0,3,2,1,1,0,1,4,3,0,4,2,0,1,2,2,0,1,2,3,2,1,2,3,4,1,1,2,1,4,3,4,4,4,3,3,3,4,0,0,3,1,2,0,1,1,0,1,1,3,4,4,4,0,2,1,4,3,2,0,0,3,0,2,1,4,2,4,2,4,0,4,3,3
n080-set02	family	high	17	447.418750000	447.420094937	0.001344937	884	884	0.001424051	0	0	354.577500000	469.180078125	26.614505057	8.688190081	5706	2.972106933594	0.189873418	26.416812701	10.197237344	32.142582198	0,0,2,2,3,3,0,3,2,1,1,0,1,4,3,0,4,2,0,1,2,2,0,1,2,3,2,1,2,3,4,1,1,2,1,4,3,4,4,4,3,3,3,4,0,0,3,1,2,0,1,1,0,1,1,3,4,4,4,0,2,1,4,3,2,0,0,3,0,2,1,4,2,4,2,4,0,4,3,3
n080-set03	random	base	1	26.650000000	26.650000000	0.000000000	53	53	0.002373418	0	0	NaN	NaN	26.781099491	10.638169151	5716	2.457855224609	0.189873418	26.694907360	NaN	NaN	NA
n080-set03	random	medium	10	266.500000000	266.500000000	0.000000000	530	530	0.002373418	0	0	NaN	NaN	26.781099491	10.638169151	5716	2.457855224609	0.189873418	26.694907360	NaN	NaN	NA
n080-set03	random	high	20	533.000000000	533.000000000	0.000000000	1060	1060	0.002373418	0	0	NaN	NaN	26.781099491	10.638169151	5716	2.457855224609	0.189873418	26.694907360	NaN	NaN	NA
n080-set03	family	base	1	26.650000000	26.650000000	0.000000000	53	53	0.000158228	0	0	21.444166667	27.870117188	26.812220070	9.197893345	5629	2.843183517456	0.189873418	26.694907360	10.325580630	32.402008192	0,2,4,1,1,0,0,2,3,3,0,4,4,1,3,4,2,3,3,3,3,4,4,1,0,1,3,3,0,2,4,2,3,4,2,0,3,3,3,3,4,0,0,1,2,4,3,4,1,1,2,1,4,2,1,1,0,0,1,0,2,0,4,1,0,4,3,0,2,1,2,0,2,2,2,1,2,4,1,4
n080-set03	family	medium	10	266.500000000	266.500000000	0.000000000	530	530	0.000158228	0	0	214.441666667	278.701171875	26.812220070	9.197893345	5629	2.843183517456	0.189873418	26.694907360	10.325580630	32.402008192	0,2,4,1,1,0,0,2,3,3,0,4,4,1,3,4,2,3,3,3,3,4,4,1,0,1,3,3,0,2,4,2,3,4,2,0,3,3,3,3,4,0,0,1,2,4,3,4,1,1,2,1,4,2,1,1,0,0,1,0,2,0,4,1,0,4,3,0,2,1,2,0,2,2,2,1,2,4,1,4
n080-set03	family	high	20	533.000000000	533.000000000	0.000000000	1060	1060	0.000158228	0	0	428.883333333	557.402343750	26.812220070	9.197893345	5629	2.843183517456	0.189873418	26.694907360	10.325580630	32.402008192	0,2,4,1,1,0,0,2,3,3,0,4,4,1,3,4,2,3,3,3,3,4,4,1,0,1,3,3,0,2,4,2,3,4,2,0,3,3,3,3,4,0,0,1,2,4,3,4,1,1,2,1,4,2,1,1,0,0,1,0,2,0,4,1,0,4,3,0,2,1,2,0,2,2,2,1,2,4,1,4
n080-set04	random	base	1	25.612500000	25.612500000	0.000000000	51	51	0.002215190	0	0	NaN	NaN	25.812171527	10.547053954	5633	2.381973266602	0.189873418	25.646006634	NaN	NaN	NA
n080-set04	random	medium	15	384.187500000	384.187500000	0.000000000	765	765	0.002215190	0	0	NaN	NaN	25.812171527	10.547053954	5633	2.381973266602	0.189873418	25.646006634	NaN	NaN	NA
n080-set04	random	high	25	640.312500000	640.312500000	0.000000000	1275	1275	0.002215190	0	0	NaN	NaN	25.812171527	10.547053954	5633	2.381973266602	0.189873418	25.646006634	NaN	NaN	NA
n080-set04	family	base	1	25.612500000	25.612500000	0.000000000	51	51	0.000791139	0	0	20.452500000	26.821875000	25.813812900	8.477139733	5693	2.962799072266	0.189873418	25.646006634	9.923599771	31.114690566	4,2,4,2,2,0,0,1,4,3,4,1,4,3,3,2,1,1,4,1,0,4,1,0,0,2,3,0,2,3,0,2,2,3,3,4,0,1,0,2,1,1,3,3,4,4,2,3,1,4,0,0,3,2,4,3,2,0,2,1,3,1,4,3,0,3,2,1,1,2,0,1,4,2,1,0,0,4,3,4
n080-set04	family	medium	15	384.187500000	384.187500000	0.000000000	765	765	0.000791139	0	0	306.787500000	402.328125000	25.813812900	8.477139733	5693	2.962799072266	0.189873418	25.646006634	9.923599771	31.114690566	4,2,4,2,2,0,0,1,4,3,4,1,4,3,3,2,1,1,4,1,0,4,1,0,0,2,3,0,2,3,0,2,2,3,3,4,0,1,0,2,1,1,3,3,4,4,2,3,1,4,0,0,3,2,4,3,2,0,2,1,3,1,4,3,0,3,2,1,1,2,0,1,4,2,1,0,0,4,3,4
n080-set04	family	high	25	640.312500000	640.312500000	0.000000000	1275	1275	0.000791139	0	0	511.312500000	670.546875000	25.813812900	8.477139733	5693	2.962799072266	0.189873418	25.646006634	9.923599771	31.114690566	4,2,4,2,2,0,0,1,4,3,4,1,4,3,3,2,1,1,4,1,0,4,1,0,0,2,3,0,2,3,0,2,2,3,3,4,0,1,0,2,1,1,3,3,4,4,2,3,1,4,0,0,3,2,4,3,2,0,2,1,3,1,4,3,0,3,2,1,1,2,0,1,4,2,1,0,0,4,3,4
n080-set05	random	base	1	26.250000000	26.250000000	0.000000000	52	52	0.001582278	0	0	NaN	NaN	26.453966413	11.699096602	5612	2.201320648193	0.189873418	26.326079111	NaN	NaN	NA
n080-set05	random	medium	6	157.500000000	157.500000000	0.000000000	312	312	0.001582278	0	0	NaN	NaN	26.453966413	11.699096602	5612	2.201320648193	0.189873418	26.326079111	NaN	NaN	NA
n080-set05	random	high	16	420.000000000	420.000000000	0.000000000	832	832	0.001582278	0	0	NaN	NaN	26.453966413	11.699096602	5612	2.201320648193	0.189873418	26.326079111	NaN	NaN	NA
n080-set05	family	base	1	26.250000000	26.250000000	0.000000000	52	52	0.000316456	0	0	20.729166667	27.543945313	26.457432247	9.860676744	5563	2.612355232239	0.189873418	26.326079111	10.170600058	32.000792816	3,4,4,3,2,0,3,0,2,2,1,0,2,3,1,1,3,2,2,1,1,1,0,3,4,2,2,0,4,1,0,4,4,1,2,1,4,1,2,3,3,3,0,1,2,0,0,0,4,3,0,1,3,4,1,4,1,0,4,2,2,3,3,3,2,1,4,3,3,0,4,0,0,4,4,2,2,0,1,4
n080-set05	family	medium	6	157.500000000	157.500000000	0.000000000	312	312	0.000316456	0	0	124.375000000	165.263671875	26.457432247	9.860676744	5563	2.612355232239	0.189873418	26.326079111	10.170600058	32.000792816	3,4,4,3,2,0,3,0,2,2,1,0,2,3,1,1,3,2,2,1,1,1,0,3,4,2,2,0,4,1,0,4,4,1,2,1,4,1,2,3,3,3,0,1,2,0,0,0,4,3,0,1,3,4,1,4,1,0,4,2,2,3,3,3,2,1,4,3,3,0,4,0,0,4,4,2,2,0,1,4
n080-set05	family	high	16	420.000000000	420.000000000	0.000000000	832	832	0.000316456	0	0	331.666666667	440.703125000	26.457432247	9.860676744	5563	2.612355232239	0.189873418	26.326079111	10.170600058	32.000792816	3,4,4,3,2,0,3,0,2,2,1,0,2,3,1,1,3,2,2,1,1,1,0,3,4,2,2,0,4,1,0,4,4,1,2,1,4,1,2,3,3,3,0,1,2,0,0,0,4,3,0,1,3,4,1,4,1,0,4,2,2,3,3,3,2,1,4,3,3,0,4,0,0,4,4,2,2,0,1,4
n100-set01	random	base	1	27.600000000	27.600000000	0.000000000	55	55	0.001212121	0	0	NaN	NaN	27.629536914	9.883225171	9111	2.742141723633	0.158383838	27.629687979	NaN	NaN	NA
n100-set01	random	medium	7	193.200000000	193.200000000	-0.000000000	385	385	0.001212121	0	0	NaN	NaN	27.629536914	9.883225171	9111	2.742141723633	0.158383838	27.629687979	NaN	NaN	NA
n100-set01	random	high	17	469.200000000	469.200000000	-0.000000000	935	935	0.001212121	0	0	NaN	NaN	27.629536914	9.883225171	9111	2.742141723633	0.158383838	27.629687979	NaN	NaN	NA
n100-set01	family	base	1	27.600000000	27.600000000	0.000000000	55	55	0.000404040	0	0	23.275510204	28.413826212	27.649184535	8.452376320	9023	3.206279754639	0.158383838	27.629687979	10.693659490	32.200784634	5,4,4,0,3,2,3,0,2,3,4,5,0,5,5,3,3,1,2,3,2,5,1,1,3,5,2,4,3,4,5,2,3,4,2,4,2,1,4,4,1,3,0,3,1,5,2,1,1,2,5,0,0,4,2,0,0,4,1,3,4,1,5,5,0,2,0,2,0,0,0,5,1,1,1,3,0,5,5,4,1,0,1,3,5,2,2,5,4,3,1,4,2,3,3,2,0,4,1,0
n100-set01	family	medium	7	193.200000000	193.200000000	-0.000000000	385	385	0.000404040	0	0	162.928571429	198.896783485	27.649184535	8.452376320	9023	3.206279754639	0.158383838	27.629687979	10.693659490	32.200784634	5,4,4,0,3,2,3,0,2,3,4,5,0,5,5,3,3,1,2,3,2,5,1,1,3,5,2,4,3,4,5,2,3,4,2,4,2,1,4,4,1,3,0,3,1,5,2,1,1,2,5,0,0,4,2,0,0,4,1,3,4,1,5,5,0,2,0,2,0,0,0,5,1,1,1,3,0,5,5,4,1,0,1,3,5,2,2,5,4,3,1,4,2,3,3,2,0,4,1,0
n100-set01	family	high	17	469.200000000	469.200000000	-0.000000000	935	935	0.000404040	0	0	395.683673469	483.035045607	27.649184535	8.452376320	9023	3.206279754639	0.158383838	27.629687979	10.693659490	32.200784634	5,4,4,0,3,2,3,0,2,3,4,5,0,5,5,3,3,1,2,3,2,5,1,1,3,5,2,4,3,4,5,2,3,4,2,4,2,1,4,4,1,3,0,3,1,5,2,1,1,2,5,0,0,4,2,0,0,4,1,3,4,1,5,5,0,2,0,2,0,0,0,5,1,1,1,3,0,5,5,4,1,0,1,3,5,2,2,5,4,3,1,4,2,3,3,2,0,4,1,0
n100-set02	random	base	1	26.210000000	26.210000000	0.000000000	52	52	0.001515152	0	0	NaN	NaN	26.367398844	8.791964653	9210	2.924530029297	0.158383838	26.273501951	NaN	NaN	NA
n100-set02	random	medium	13	340.730000000	340.730000000	0.000000000	676	676	0.001515152	0	0	NaN	NaN	26.367398844	8.791964653	9210	2.924530029297	0.158383838	26.273501951	NaN	NaN	NA
n100-set02	random	high	23	602.830000000	602.830000000	0.000000000	1196	1196	0.001515152	0	0	NaN	NaN	26.367398844	8.791964653	9210	2.924530029297	0.158383838	26.273501951	NaN	NaN	NA
n100-set02	family	base	1	26.210000000	26.210000000	0.000000000	52	52	0.001212121	0	0	23.022321429	26.809889582	26.333526796	7.714165825	9099	3.333641052246	0.158383838	26.273501951	10.155102001	30.658723252	2,3,1,4,4,5,2,5,2,4,3,0,1,0,1,2,2,4,4,2,0,1,2,2,1,3,4,1,0,5,0,2,4,5,5,3,5,0,5,4,2,5,1,4,4,2,3,0,5,1,3,4,2,3,3,0,1,1,3,1,0,3,4,1,4,1,5,0,5,5,3,1,3,0,2,0,0,3,2,3,4,2,4,2,5,0,4,2,3,5,1,0,5,3,5,1,1,0,3,0
n100-set02	family	medium	13	340.730000000	340.730000000	0.000000000	676	676	0.001212121	0	0	299.290178571	348.528564570	26.333526796	7.714165825	9099	3.333641052246	0.158383838	26.273501951	10.155102001	30.658723252	2,3,1,4,4,5,2,5,2,4,3,0,1,0,1,2,2,4,4,2,0,1,2,2,1,3,4,1,0,5,0,2,4,5,5,3,5,0,5,4,2,5,1,4,4,2,3,0,5,1,3,4,2,3,3,0,1,1,3,1,0,3,4,1,4,1,5,0,5,5,3,1,3,0,2,0,0,3,2,3,4,2,4,2,5,0,4,2,3,5,1,0,5,3,5,1,1,0,3,0
n100-set02	family	high	23	602.830000000	602.830000000	0.000000000	1196	1196	0.001212121	0	0	529.513392857	616.627460394	26.333526796	7.714165825	9099	3.333641052246	0.158383838	26.273501951	10.155102001	30.658723252	2,3,1,4,4,5,2,5,2,4,3,0,1,0,1,2,2,4,4,2,0,1,2,2,1,3,4,1,0,5,0,2,4,5,5,3,5,0,5,4,2,5,1,4,4,2,3,0,5,1,3,4,2,3,3,0,1,1,3,1,0,3,4,1,4,1,5,0,5,5,3,1,3,0,2,0,0,3,2,3,4,2,4,2,5,0,4,2,3,5,1,0,5,3,5,1,1,0,3,0
n100-set03	random	base	1	26.410000000	26.410000000	0.000000000	52	52	0.007171717	0	0	NaN	NaN	26.516113649	7.873175498	9283	3.294116020203	0.158383838	26.537964887	NaN	NaN	NA
n100-set03	random	medium	9	237.690000000	237.690000000	0.000000000	468	468	0.007171717	0	0	NaN	NaN	26.516113649	7.873175498	9283	3.294116020203	0.158383838	26.537964887	NaN	NaN	NA
n100-set03	random	high	19	501.790000000	501.790000000	0.000000000	988	988	0.007171717	0	0	NaN	NaN	26.516113649	7.873175498	9283	3.294116020203	0.158383838	26.537964887	NaN	NaN	NA
n100-set03	family	base	1	26.410000000	26.410000000	0.000000000	52	52	0.003636364	0	0	23.141581633	27.025084013	26.494953401	6.799048254	9278	3.812103271484	0.158383838	26.537964887	10.232592287	31.035987781	4,2,0,4,4,2,3,1,1,4,0,2,3,1,3,0,2,0,0,2,2,1,4,4,5,4,3,3,0,5,2,3,5,1,0,4,2,1,2,2,2,2,5,0,3,4,0,1,3,3,1,1,0,3,2,1,3,5,5,2,4,5,0,4,3,1,3,3,4,1,5,1,2,4,1,5,1,0,4,0,2,0,1,3,5,3,5,3,4,0,1,2,5,5,4,0,0,5,5,5
n100-set03	family	medium	9	237.690000000	237.690000000	0.000000000	468	468	0.003636364	0	0	208.274234694	243.225756121	26.494953401	6.799048254	9278	3.812103271484	0.158383838	26.537964887	10.232592287	31.035987781	4,2,0,4,4,2,3,1,1,4,0,2,3,1,3,0,2,0,0,2,2,1,4,4,5,4,3,3,0,5,2,3,5,1,0,4,2,1,2,2,2,2,5,0,3,4,0,1,3,3,1,1,0,3,2,1,3,5,5,2,4,5,0,4,3,1,3,3,4,1,5,1,2,4,1,5,1,0,4,0,2,0,1,3,5,3,5,3,4,0,1,2,5,5,4,0,0,5,5,5
n100-set03	family	high	19	501.790000000	501.790000000	0.000000000	988	988	0.003636364	0	0	439.690051020	513.476596255	26.494953401	6.799048254	9278	3.812103271484	0.158383838	26.537964887	10.232592287	31.035987781	4,2,0,4,4,2,3,1,1,4,0,2,3,1,3,0,2,0,0,2,2,1,4,4,5,4,3,3,0,5,2,3,5,1,0,4,2,1,2,2,2,2,5,0,3,4,0,1,3,3,1,1,0,3,2,1,3,5,5,2,4,5,0,4,3,1,3,3,4,1,5,1,2,4,1,5,1,0,4,0,2,0,1,3,5,3,5,3,4,0,1,2,5,5,4,0,0,5,5,5
n100-set04	random	base	1	25.370000000	25.370000000	0.000000000	50	50	0.001414141	0	0	NaN	NaN	25.468010970	9.420272300	9099	2.640137672424	0.158383838	25.485022894	NaN	NaN	NA
n100-set04	random	medium	14	355.180000000	355.180000000	0.000000000	700	700	0.001414141	0	0	NaN	NaN	25.468010970	9.420272300	9099	2.640137672424	0.158383838	25.485022894	NaN	NaN	NA
n100-set04	random	high	24	608.880000000	608.880000000	0.000000000	1200	1200	0.001414141	0	0	NaN	NaN	25.468010970	9.420272300	9099	2.640137672424	0.158383838	25.485022894	NaN	NaN	NA
n100-set04	family	base	1	25.370000000	25.370000000	0.000000000	50	50	0.000303030	0	0	21.358418367	26.124939990	25.439174579	8.065503190	9046	3.083969116211	0.158383838	25.485022894	9.829642799	29.796182942	5,1,5,5,2,0,3,4,0,1,4,1,3,3,5,3,5,0,2,5,0,0,4,2,4,4,1,3,2,0,3,2,3,2,2,4,3,1,5,5,2,5,3,0,4,4,5,3,1,2,4,3,1,0,1,2,3,1,0,2,1,3,5,2,1,5,3,0,4,5,0,3,4,2,5,0,0,1,4,4,0,2,3,3,4,0,4,5,0,4,5,0,1,1,2,1,2,1,2,1
n100-set04	family	medium	14	355.180000000	355.180000000	0.000000000	700	700	0.000303030	0	0	299.017857143	365.749159866	25.439174579	8.065503190	9046	3.083969116211	0.158383838	25.485022894	9.829642799	29.796182942	5,1,5,5,2,0,3,4,0,1,4,1,3,3,5,3,5,0,2,5,0,0,4,2,4,4,1,3,2,0,3,2,3,2,2,4,3,1,5,5,2,5,3,0,4,4,5,3,1,2,4,3,1,0,1,2,3,1,0,2,1,3,5,2,1,5,3,0,4,5,0,3,4,2,5,0,0,1,4,4,0,2,3,3,4,0,4,5,0,4,5,0,1,1,2,1,2,1,2,1
n100-set04	family	high	24	608.880000000	608.880000000	0.000000000	1200	1200	0.000303030	0	0	512.602040816	626.998559770	25.439174579	8.065503190	9046	3.083969116211	0.158383838	25.485022894	9.829642799	29.796182942	5,1,5,5,2,0,3,4,0,1,4,1,3,3,5,3,5,0,2,5,0,0,4,2,4,4,1,3,2,0,3,2,3,2,2,4,3,1,5,5,2,5,3,0,4,4,5,3,1,2,4,3,1,0,1,2,3,1,0,2,1,3,5,2,1,5,3,0,4,5,0,3,4,2,5,0,0,1,4,4,0,2,3,3,4,0,4,5,0,4,5,0,1,1,2,1,2,1,2,1
