taskSetId	setupType	scaleLevel	windowLevel	nominalScale	machines	instance	targetMean	actualMean	meanError	cap	maximum	triangleViolations	floydChangedArcs	withinMean	betweenMean	bodySha256
n040-set03	family	medium	narrow	10	4	instances/data/n040-set03/family/medium-heterogeneous/narrow/m4.dat	253.637500000	254.148717949	0.511217949	507	404	0	0	71.500000000	338.790806754	483e8ab6efd8b366cd397cf5f2ba145a8e0b199a9dece7df6dffddc44d6d4ef0
n040-set03	family	medium	wide	10	2	instances/data/n040-set03/family/medium-heterogeneous/wide/m2.dat	253.637500000	254.148717949	0.511217949	507	404	0	0	71.500000000	338.790806754	1e33ddef290f246ebb67f0f705faae573ee73c8005b46f722b0c62dc8fd5e471
n040-set03	family	medium	wide	10	3	instances/data/n040-set03/family/medium-heterogeneous/wide/m3.dat	253.637500000	254.148717949	0.511217949	507	404	0	0	71.500000000	338.790806754	1e33ddef290f246ebb67f0f705faae573ee73c8005b46f722b0c62dc8fd5e471
n040-set03	family	medium	wide	10	4	instances/data/n040-set03/family/medium-heterogeneous/wide/m4.dat	253.637500000	254.148717949	0.511217949	507	404	0	0	71.500000000	338.790806754	1e33ddef290f246ebb67f0f705faae573ee73c8005b46f722b0c62dc8fd5e471
n040-set03	family	high	zero	20	2	instances/data/n040-set03/family/high-heterogeneous/zero/m2.dat	541.325000000	542.046153846	0.721153846	1082	862	0	0	152.463562753	722.584427767	37cf0671bb6c51ec741f23767d771df7c9e4eb46881e5c539e3e757be5615fef
n040-set03	family	high	zero	20	3	instances/data/n040-set03/family/high-heterogeneous/zero/m3.dat	541.325000000	542.046153846	0.721153846	1082	862	0	0	152.463562753	722.584427767	37cf0671bb6c51ec741f23767d771df7c9e4eb46881e5c539e3e757be5615fef
n040-set03	family	high	zero	20	4	instances/data/n040-set03/family/high-heterogeneous/zero/m4.dat	541.325000000	542.046153846	0.721153846	1082	862	0	0	152.463562753	722.584427767	37cf0671bb6c51ec741f23767d771df7c9e4eb46881e5c539e3e757be5615fef
n040-set03	family	high	narrow	20	2	instances/data/n040-set03/family/high-heterogeneous/narrow/m2.dat	541.325000000	542.046153846	0.721153846	1082	862	0	0	152.463562753	722.584427767	4c6c6f137611bef0b1a5ebf0f3a9e2ca3cb2f99b4e7c345937b70c71093a83fc
n040-set03	family	high	narrow	20	3	instances/data/n040-set03/family/high-heterogeneous/narrow/m3.dat	541.325000000	542.046153846	0.721153846	1082	862	0	0	152.463562753	722.584427767	4c6c6f137611bef0b1a5ebf0f3a9e2ca3cb2f99b4e7c345937b70c71093a83fc
n040-set03	family	high	narrow	20	4	instances/data/n040-set03/family/high-heterogeneous/narrow/m4.dat	541.325000000	542.046153846	0.721153846	1082	862	0	0	152.463562753	722.584427767	4c6c6f137611bef0b1a5ebf0f3a9e2ca3cb2f99b4e7c345937b70c71093a83fc
n040-set03	family	high	wide	20	2	instances/data/n040-set03/family/high-heterogeneous/wide/m2.dat	541.325000000	542.046153846	0.721153846	1082	862	0	0	152.463562753	722.584427767	7438471e2419f01fbd57d1b7c8522a3da4860b866ab64a7b5558da540f047d9a
n040-set03	family	high	wide	20	3	instances/data/n040-set03/family/high-heterogeneous/wide/m3.dat	541.325000000	542.046153846	0.721153846	1082	862	0	0	152.463562753	722.584427767	7438471e2419f01fbd57d1b7c8522a3da4860b866ab64a7b5558da540f047d9a
n040-set03	family	high	wide	20	4	instances/data/n040-set03/family/high-heterogeneous/wide/m4.dat	541.325000000	542.046153846	0.721153846	1082	862	0	0	152.463562753	722.584427767	7438471e2419f01fbd57d1b7c8522a3da4860b866ab64a7b5558da540f047d9a
n040-set04	random	base	zero	1	2	instances/data/n040-set04/random/base/zero/m2.dat	22.400000000	22.400000000	0.000000000	44	44	0	0	NaN	NaN	0c16fc673a0abe14db571841df22dfacefd5c04c14ecf7df6963d6617e2f0e5d
n040-set04	random	base	zero	1	3	instances/data/n040-set04/random/base/zero/m3.dat	22.400000000	22.400000000	0.000000000	44	44	0	0	NaN	NaN	0c16fc673a0abe14db571841df22dfacefd5c04c14ecf7df6963d6617e2f0e5d
n040-set04	random	base	zero	1	4	instances/data/n040-set04/random/base/zero/m4.dat	22.400000000	22.400000000	0.000000000	44	44	0	0	NaN	NaN	0c16fc673a0abe14db571841df22dfacefd5c04c14ecf7df6963d6617e2f0e5d
n040-set04	random	base	narrow	1	2	instances/data/n040-set04/random/base/narrow/m2.dat	22.400000000	22.400000000	0.000000000	44	44	0	0	NaN	NaN	eae6ba23048a8c5a7ea0ec91d3fe5387ad904fe864d10b6fd17071b74201717d
n040-set04	random	base	narrow	1	3	instances/data/n040-set04/random/base/narrow/m3.dat	22.400000000	22.400000000	0.000000000	44	44	0	0	NaN	NaN	eae6ba23048a8c5a7ea0ec91d3fe5387ad904fe864d10b6fd17071b74201717d
n040-set04	random	base	narrow	1	4	instances/data/n040-set04/random/base/narrow/m4.dat	22.400000000	22.400000000	0.000000000	44	44	0	0	NaN	NaN	eae6ba23048a8c5a7ea0ec91d3fe5387ad904fe864d10b6fd17071b74201717d
n040-set04	random	base	wide	1	2	instances/data/n040-set04/random/base/wide/m2.dat	22.400000000	22.400000000	0.000000000	44	44	0	0	NaN	NaN	5f6abf4675e15c287ea27b978e2c044873983fa538a23936a78ac2ae23bbca81
n040-set04	random	base	wide	1	3	instances/data/n040-set04/random/base/wide/m3.dat	22.400000000	22.400000000	0.000000000	44	44	0	0	NaN	NaN	5f6abf4675e15c287ea27b978e2c044873983fa538a23936a78ac2ae23bbca81
n040-set04	random	base	wide	1	4	instances/data/n040-set04/random/base/wide/m4.dat	22.400000000	22.400000000	0.000000000	44	44	0	0	NaN	NaN	5f6abf4675e15c287ea27b978e2c044873983fa538a23936a78ac2ae23bbca81
n040-set04	random	medium	zero	10	2	instances/data/n040-set04/random/medium-heterogeneous/zero/m2.dat	206.300000000	206.787820513	0.487820513	412	406	0	0	NaN	NaN	9963f404aec2869d5a32708cbd7863e9504dbdd8d089dbcadad1251e17baec1b
n040-set04	random	medium	zero	10	3	instances/data/n040-set04/random/medium-heterogeneous/zero/m3.dat	206.300000000	206.787820513	0.487820513	412	406	0	0	NaN	NaN	9963f404aec2869d5a32708cbd7863e9504dbdd8d089dbcadad1251e17baec1b
n040-set04	random	medium	zero	10	4	instances/data/n040-set04/random/medium-heterogeneous/zero/m4.dat	206.300000000	206.787820513	0.487820513	412	406	0	0	NaN	NaN	9963f404aec2869d5a32708cbd7863e9504dbdd8d089dbcadad1251e17baec1b
n040-set04	random	medium	narrow	10	2	instances/data/n040-set04/random/medium-heterogeneous/narrow/m2.dat	206.300000000	206.787820513	0.487820513	412	406	0	0	NaN	NaN	bef3430d4d795b865de3b538de2520092277701232365ec9bb85ec7e5d89ba3f
n040-set04	random	medium	narrow	10	3	instances/data/n040-set04/random/medium-heterogeneous/narrow/m3.dat	206.300000000	206.787820513	0.487820513	412	406	0	0	NaN	NaN	bef3430d4d795b865de3b538de2520092277701232365ec9bb85ec7e5d89ba3f
n040-set04	random	medium	narrow	10	4	instances/data/n040-set04/random/medium-heterogeneous/narrow/m4.dat	206.300000000	206.787820513	0.487820513	412	406	0	0	NaN	NaN	bef3430d4d795b865de3b538de2520092277701232365ec9bb85ec7e5d89ba3f
n040-set04	random	medium	wide	10	2	instances/data/n040-set04/random/medium-heterogeneous/wide/m2.dat	206.300000000	206.787820513	0.487820513	412	406	0	0	NaN	NaN	6e1bfeb8d165d6d09835d94e552f2baf5752e3209a8cc1cd32a4d824525f5ee1
n040-set04	random	medium	wide	10	3	instances/data/n040-set04/random/medium-heterogeneous/wide/m3.dat	206.300000000	206.787820513	0.487820513	412	406	0	0	NaN	NaN	6e1bfeb8d165d6d09835d94e552f2baf5752e3209a8cc1cd32a4d824525f5ee1
n040-set04	random	medium	wide	10	4	instances/data/n040-set04/random/medium-heterogeneous/wide/m4.dat	206.300000000	206.787820513	0.487820513	412	406	0	0	NaN	NaN	6e1bfeb8d165d6d09835d94e552f2baf5752e3209a8cc1cd32a4d824525f5ee1
n040-set04	random	high	zero	20	2	instances/data/n040-set04/random/high-heterogeneous/zero/m2.dat	448.937500000	449.455769231	0.518269231	897	882	0	0	NaN	NaN	3eb07b0f12b9ed85aabd44eb28127152be4f10416dfc1b3785c3f433cc3e5cab
n040-set04	random	high	zero	20	3	instances/data/n040-set04/random/high-heterogeneous/zero/m3.dat	448.937500000	449.455769231	0.518269231	897	882	0	0	NaN	NaN	3eb07b0f12b9ed85aabd44eb28127152be4f10416dfc1b3785c3f433cc3e5cab
n040-set04	random	high	zero	20	4	instances/data/n040-set04/random/high-heterogeneous/zero/m4.dat	448.937500000	449.455769231	0.518269231	897	882	0	0	NaN	NaN	3eb07b0f12b9ed85aabd44eb28127152be4f10416dfc1b3785c3f433cc3e5cab
n040-set04	random	high	narrow	20	2	instances/data/n040-set04/random/high-heterogeneous/narrow/m2.dat	448.937500000	449.455769231	0.518269231	897	882	0	0	NaN	NaN	256b29776ca6e60c362b9e743517b9794c52f38ac6c00bfc63a509a190991f6d
n040-set04	random	high	narrow	20	3	instances/data/n040-set04/random/high-heterogeneous/narrow/m3.dat	448.937500000	449.455769231	0.518269231	897	882	0	0	NaN	NaN	256b29776ca6e60c362b9e743517b9794c52f38ac6c00bfc63a509a190991f6d
n040-set04	random	high	narrow	20	4	instances/data/n040-set04/random/high-heterogeneous/narrow/m4.dat	448.937500000	449.455769231	0.518269231	897	882	0	0	NaN	NaN	256b29776ca6e60c362b9e743517b9794c52f38ac6c00bfc63a509a190991f6d
n040-set04	random	high	wide	20	2	instances/data/n040-set04/random/high-heterogeneous/wide/m2.dat	448.937500000	449.455769231	0.518269231	897	882	0	0	NaN	NaN	d2c4fa43cf50f21946038f87cf8608f20d9e4aebc12b0cb647a73f7d85e34341
n040-set04	random	high	wide	20	3	instances/data/n040-set04/random/high-heterogeneous/wide/m3.dat	448.937500000	449.455769231	0.518269231	897	882	0	0	NaN	NaN	d2c4fa43cf50f21946038f87cf8608f20d9e4aebc12b0cb647a73f7d85e34341
n040-set04	random	high	wide	20	4	instances/data/n040-set04/random/high-heterogeneous/wide/m4.dat	448.937500000	449.455769231	0.518269231	897	882	0	0	NaN	NaN	d2c4fa43cf50f21946038f87cf8608f20d9e4aebc12b0cb647a73f7d85e34341
n040-set04	family	base	zero	1	2	instances/data/n040-set04/family/base/zero/m2.dat	22.400000000	22.396794872	-0.003205128	44	36	0	0	6.336032389	29.839587242	2cb2f7b2b927af1776fb4a300cdc7d458a167ac2d00acc1ab1af0de18ec78f11
n040-set04	family	base	zero	1	3	instances/data/n040-set04/family/base/zero/m3.dat	22.400000000	22.396794872	-0.003205128	44	36	0	0	6.336032389	29.839587242	2cb2f7b2b927af1776fb4a300cdc7d458a167ac2d00acc1ab1af0de18ec78f11
n040-set04	family	base	zero	1	4	instances/data/n040-set04/family/base/zero/m4.dat	22.400000000	22.396794872	-0.003205128	44	36	0	0	6.336032389	29.839587242	2cb2f7b2b927af1776fb4a300cdc7d458a167ac2d00acc1ab1af0de18ec78f11
n040-set04	family	base	narrow	1	2	instances/data/n040-set04/family/base/narrow/m2.dat	22.400000000	22.396794872	-0.003205128	44	36	0	0	6.336032389	29.839587242	cb9f6d724d0a2b6742a8fee26c42035e7f7448b0f89dccb3b31c5924a6e5ab10
n040-set04	family	base	narrow	1	3	instances/data/n040-set04/family/base/narrow/m3.dat	22.400000000	22.396794872	-0.003205128	44	36	0	0	6.336032389	29.839587242	cb9f6d724d0a2b6742a8fee26c42035e7f7448b0f89dccb3b31c5924a6e5ab10
n040-set04	family	base	narrow	1	4	instances/data/n040-set04/family/base/narrow/m4.dat	22.400000000	22.396794872	-0.003205128	44	36	0	0	6.336032389	29.839587242	cb9f6d724d0a2b6742a8fee26c42035e7f7448b0f89dccb3b31c5924a6e5ab10
n040-set04	family	base	wide	1	2	instances/data/n040-set04/family/base/wide/m2.dat	22.400000000	22.396794872	-0.003205128	44	36	0	0	6.336032389	29.839587242	1099524ac0351cadf2e20388875b5a444e6780ed48c0fd63c934fdf304713766
n040-set04	family	base	wide	1	3	instances/data/n040-set04/family/base/wide/m3.dat	22.400000000	22.396794872	-0.003205128	44	36	0	0	6.336032389	29.839587242	1099524ac0351cadf2e20388875b5a444e6780ed48c0fd63c934fdf304713766
n040-set04	family	base	wide	1	4	instances/data/n040-set04/family/base/wide/m4.dat	22.400000000	22.396794872	-0.003205128	44	36	0	0	6.336032389	29.839587242	1099524ac0351cadf2e20388875b5a444e6780ed48c0fd63c934fdf304713766
n040-set04	family	medium	zero	10	2	instances/data/n040-set04/family/medium-heterogeneous/zero/m2.dat	206.300000000	206.779487179	0.479487179	412	332	0	0	58.890688259	275.313320826	bf50f9c029d14b565a55a89d2d8fbc969ed7dfe91a3098b060445e0c94cc93f3
n040-set04	family	medium	zero	10	3	instances/data/n040-set04/family/medium-heterogeneous/zero/m3.dat	206.300000000	206.779487179	0.479487179	412	332	0	0	58.890688259	275.313320826	bf50f9c029d14b565a55a89d2d8fbc969ed7dfe91a3098b060445e0c94cc93f3
n040-set04	family	medium	zero	10	4	instances/data/n040-set04/family/medium-heterogeneous/zero/m4.dat	206.300000000	206.779487179	0.479487179	412	332	0	0	58.890688259	275.313320826	bf50f9c029d14b565a55a89d2d8fbc969ed7dfe91a3098b060445e0c94cc93f3
n040-set04	family	medium	narrow	10	2	instances/data/n040-set04/family/medium-heterogeneous/narrow/m2.dat	206.300000000	206.779487179	0.479487179	412	332	0	0	58.890688259	275.313320826	db05902581e7a98cd78ae27401d183aad29cf7148d32291832d08e02e1817c2e
n040-set04	family	medium	narrow	10	3	instances/data/n040-set04/family/medium-heterogeneous/narrow/m3.dat	206.300000000	206.779487179	0.479487179	412	332	0	0	58.890688259	275.313320826	db05902581e7a98cd78ae27401d183aad29cf7148d32291832d08e02e1817c2e
n040-set04	family	medium	narrow	10	4	instances/data/n040-set04/family/medium-heterogeneous/narrow/m4.dat	206.300000000	206.779487179	0.479487179	412	332	0	0	58.890688259	275.313320826	db05902581e7a98cd78ae27401d183aad29cf7148d32291832d08e02e1817c2e
n040-set04	family	medium	wide	10	2	instances/data/n040-set04/family/medium-heterogeneous/wide/m2.dat	206.300000000	206.779487179	0.479487179	412	332	0	0	58.890688259	275.313320826	7fb3de6d8190fb2eeb1894013f21c076441ee1582ff2415f9d99352391bfa2e9
n040-set04	family	medium	wide	10	3	instances/data/n040-set04/family/medium-heterogeneous/wide/m3.dat	206.300000000	206.779487179	0.479487179	412	332	0	0	58.890688259	275.313320826	7fb3de6d8190fb2eeb1894013f21c076441ee1582ff2415f9d99352391bfa2e9
n040-set04	family	medium	wide	10	4	instances/data/n040-set04/family/medium-heterogeneous/wide/m4.dat	206.300000000	206.779487179	0.479487179	412	332	0	0	58.890688259	275.313320826	7fb3de6d8190fb2eeb1894013f21c076441ee1582ff2415f9d99352391bfa2e9
n040-set04	family	high	zero	20	2	instances/data/n040-set04/family/high-heterogeneous/zero/m2.dat	448.937500000	449.619230769	0.681730769	897	722	0	0	127.720647773	598.791744841	8d7f57ff0ba36b609cae01acff4db5a8f25ea99e26e86bcfc587a2150ec7ebea
n040-set04	family	high	zero	20	3	instances/data/n040-set04/family/high-heterogeneous/zero/m3.dat	448.937500000	449.619230769	0.681730769	897	722	0	0	127.720647773	598.791744841	8d7f57ff0ba36b609cae01acff4db5a8f25ea99e26e86bcfc587a2150ec7ebea
n040-set04	family	high	zero	20	4	instances/data/n040-set04/family/high-heterogeneous/zero/m4.dat	448.937500000	449.619230769	0.681730769	897	722	0	0	127.720647773	598.791744841	8d7f57ff0ba36b609cae01acff4db5a8f25ea99e26e86bcfc587a2150ec7ebea
n040-set04	family	high	narrow	20	2	instances/data/n040-set04/family/high-heterogeneous/narrow/m2.dat	448.937500000	449.619230769	0.681730769	897	722	0	0	127.720647773	598.791744841	60c63230c327a6f5185df4616cc182320e648035eca07f6effd95ec9f619fd9f
n040-set04	family	high	narrow	20	3	instances/data/n040-set04/family/high-heterogeneous/narrow/m3.dat	448.937500000	449.619230769	0.681730769	897	722	0	0	127.720647773	598.791744841	60c63230c327a6f5185df4616cc182320e648035eca07f6effd95ec9f619fd9f
n040-set04	family	high	narrow	20	4	instances/data/n040-set04/family/high-heterogeneous/narrow/m4.dat	448.937500000	449.619230769	0.681730769	897	722	0	0	127.720647773	598.791744841	60c63230c327a6f5185df4616cc182320e648035eca07f6effd95ec9f619fd9f
n040-set04	family	high	wide	20	2	instances/data/n040-set04/family/high-heterogeneous/wide/m2.dat	448.937500000	449.619230769	0.681730769	897	722	0	0	127.720647773	598.791744841	71e5a44680232d8bd0f96c3464d599b2d2a29cc3cc9de69ea8ef9c737c2924b3
n040-set04	family	high	wide	20	3	instances/data/n040-set04/family/high-heterogeneous/wide/m3.dat	448.937500000	449.619230769	0.681730769	897	722	0	0	127.720647773	598.791744841	71e5a44680232d8bd0f96c3464d599b2d2a29cc3cc9de69ea8ef9c737c2924b3
n040-set04	family	high	wide	20	4	instances/data/n040-set04/family/high-heterogeneous/wide/m4.dat	448.937500000	449.619230769	0.681730769	897	722	0	0	127.720647773	598.791744841	71e5a44680232d8bd0f96c3464d599b2d2a29cc3cc9de69ea8ef9c737c2924b3
n040-set05	random	base	zero	1	2	instances/data/n040-set05/random/base/zero/m2.dat	24.387500000	24.387179487	-0.000320513	48	48	0	0	NaN	NaN	fc42a007f02214953b9043b907a39b66ba1215354d6ea8ab6e57083aa9b43af7
n040-set05	random	base	zero	1	3	instances/data/n040-set05/random/base/zero/m3.dat	24.387500000	24.387179487	-0.000320513	48	48	0	0	NaN	NaN	fc42a007f02214953b9043b907a39b66ba1215354d6ea8ab6e57083aa9b43af7
n040-set05	random	base	zero	1	4	instances/data/n040-set05/random/base/zero/m4.dat	24.387500000	24.387179487	-0.000320513	48	48	0	0	NaN	NaN	fc42a007f02214953b9043b907a39b66ba1215354d6ea8ab6e57083aa9b43af7
n040-set05	random	base	narrow	1	2	instances/data/n040-set05/random/base/narrow/m2.dat	24.387500000	24.387179487	-0.000320513	48	48	0	0	NaN	NaN	7d8890485f2e23d411be24a558d511ae5058aed50a7d4fc8cc8a8cc984284970
n040-set05	random	base	narrow	1	3	instances/data/n040-set05/random/base/narrow/m3.dat	24.387500000	24.387179487	-0.000320513	48	48	0	0	NaN	NaN	7d8890485f2e23d411be24a558d511ae5058aed50a7d4fc8cc8a8cc984284970
n040-set05	random	base	narrow	1	4	instances/data/n040-set05/random/base/narrow/m4.dat	24.387500000	24.387179487	-0.000320513	48	48	0	0	NaN	NaN	7d8890485f2e23d411be24a558d511ae5058aed50a7d4fc8cc8a8cc984284970
n040-set05	random	base	wide	1	2	instances/data/n040-set05/random/base/wide/m2.dat	24.387500000	24.387179487	-0.000320513	48	48	0	0	NaN	NaN	dde62a9ac78026edb2e10b043f32925f90bd9e3cb39488fa82d506a950e22f22
n040-set05	random	base	wide	1	3	instances/data/n040-set05/random/base/wide/m3.dat	24.387500000	24.387179487	-0.000320513	48	48	0	0	NaN	NaN	dde62a9ac78026edb2e10b043f32925f90bd9e3cb39488fa82d506a950e22f22
n040-set05	random	base	wide	1	4	instances/data/n040-set05/random/base/wide/m4.dat	24.387500000	24.387179487	-0.000320513	48	48	0	0	NaN	NaN	dde62a9ac78026edb2e10b043f32925f90bd9e3cb39488fa82d506a950e22f22
n040-set05	random	medium	zero	10	2	instances/data/n040-set05/random/medium-heterogeneous/zero/m2.dat	254.212500000	254.700641026	0.488141026	508	501	0	0	NaN	NaN	961041b8e31195342ec6984229244bad80b5b530558895a014326c3d625a8823
n040-set05	random	medium	zero	10	3	instances/data/n040-set05/random/medium-heterogeneous/zero/m3.dat	254.212500000	254.700641026	0.488141026	508	501	0	0	NaN	NaN	961041b8e31195342ec6984229244bad80b5b530558895a014326c3d625a8823
n040-set05	random	medium	zero	10	4	instances/data/n040-set05/random/medium-heterogeneous/zero/m4.dat	254.212500000	254.700641026	0.488141026	508	501	0	0	NaN	NaN	961041b8e31195342ec6984229244bad80b5b530558895a014326c3d625a8823
n040-set05	random	medium	narrow	10	2	instances/data/n040-set05/random/medium-heterogeneous/narrow/m2.dat	254.212500000	254.700641026	0.488141026	508	501	0	0	NaN	NaN	33d5b2b6c04933fe3dddba4bd8b607f98ca30e29063a1e6330287580a8205d0b
n040-set05	random	medium	narrow	10	3	instances/data/n040-set05/random/medium-heterogeneous/narrow/m3.dat	254.212500000	254.700641026	0.488141026	508	501	0	0	NaN	NaN	33d5b2b6c04933fe3dddba4bd8b607f98ca30e29063a1e6330287580a8205d0b
n040-set05	random	medium	narrow	10	4	instances/data/n040-set05/random/medium-heterogeneous/narrow/m4.dat	254.212500000	254.700641026	0.488141026	508	501	0	0	NaN	NaN	33d5b2b6c04933fe3dddba4bd8b607f98ca30e29063a1e6330287580a8205d0b
n040-set05	random	medium	wide	10	2	instances/data/n040-set05/random/medium-heterogeneous/wide/m2.dat	254.212500000	254.700641026	0.488141026	508	501	0	0	NaN	NaN	706d294367e0c67fd0304854ee97bdc180f5ed229c05ffc2f3b1637fd9f46560
n040-set05	random	medium	wide	10	3	instances/data/n040-set05/random/medium-heterogeneous/wide/m3.dat	254.212500000	254.700641026	0.488141026	508	501	0	0	NaN	NaN	706d294367e0c67fd0304854ee97bdc180f5ed229c05ffc2f3b1637fd9f46560
n040-set05	random	medium	wide	10	4	instances/data/n040-set05/random/medium-heterogeneous/wide/m4.dat	254.212500000	254.700641026	0.488141026	508	501	0	0	NaN	NaN	706d294367e0c67fd0304854ee97bdc180f5ed229c05ffc2f3b1637fd9f46560
n040-set05	random	high	zero	20	2	instances/data/n040-set05/random/high-heterogeneous/zero/m2.dat	513.000000000	513.451923077	0.451923077	1026	1010	0	0	NaN	NaN	529f36d33a72fcca39c14fecbe1caa692bca08e6946b926057c344a79dbcf8ba
n040-set05	random	high	zero	20	3	instances/data/n040-set05/random/high-heterogeneous/zero/m3.dat	513.000000000	513.451923077	0.451923077	1026	1010	0	0	NaN	NaN	529f36d33a72fcca39c14fecbe1caa692bca08e6946b926057c344a79dbcf8ba
n040-set05	random	high	zero	20	4	instances/data/n040-set05/random/high-heterogeneous/zero/m4.dat	513.000000000	513.451923077	0.451923077	1026	1010	0	0	NaN	NaN	529f36d33a72fcca39c14fecbe1caa692bca08e6946b926057c344a79dbcf8ba
n040-set05	random	high	narrow	20	2	instances/data/n040-set05/random/high-heterogeneous/narrow/m2.dat	513.000000000	513.451923077	0.451923077	1026	1010	0	0	NaN	NaN	2f33b61912ee609f051439376b22372b12e0131267870f74df80f4798cb9188d
n040-set05	random	high	narrow	20	3	instances/data/n040-set05/random/high-heterogeneous/narrow/m3.dat	513.000000000	513.451923077	0.451923077	1026	1010	0	0	NaN	NaN	2f33b61912ee609f051439376b22372b12e0131267870f74df80f4798cb9188d
n040-set05	random	high	narrow	20	4	instances/data/n040-set05/random/high-heterogeneous/narrow/m4.dat	513.000000000	513.451923077	0.451923077	1026	1010	0	0	NaN	NaN	2f33b61912ee609f051439376b22372b12e0131267870f74df80f4798cb9188d
n040-set05	random	high	wide	20	2	instances/data/n040-set05/random/high-heterogeneous/wide/m2.dat	513.000000000	513.451923077	0.451923077	1026	1010	0	0	NaN	NaN	c7cc6b6bd22888fa0fbd132fd06da8b1011277d1054486b635007d5e74a79040
n040-set05	random	high	wide	20	3	instances/data/n040-set05/random/high-heterogeneous/wide/m3.dat	513.000000000	513.451923077	0.451923077	1026	1010	0	0	NaN	NaN	c7cc6b6bd22888fa0fbd132fd06da8b1011277d1054486b635007d5e74a79040
n040-set05	random	high	wide	20	4	instances/data/n040-set05/random/high-heterogeneous/wide/m4.dat	513.000000000	513.451923077	0.451923077	1026	1010	0	0	NaN	NaN	c7cc6b6bd22888fa0fbd132fd06da8b1011277d1054486b635007d5e74a79040
n040-set05	family	base	zero	1	2	instances/data/n040-set05/family/base/zero/m2.dat	24.387500000	24.383333333	-0.004166667	48	39	0	0	6.886639676	32.491557223	5c16e9c7a140e63f0bb284a8337817ebd50502645f33df345f797b259c1d4152
n040-set05	family	base	zero	1	3	instances/data/n040-set05/family/base/zero/m3.dat	24.387500000	24.383333333	-0.004166667	48	39	0	0	6.886639676	32.491557223	5c16e9c7a140e63f0bb284a8337817ebd50502645f33df345f797b259c1d4152
n040-set05	family	base	zero	1	4	instances/data/n040-set05/family/base/zero/m4.dat	24.387500000	24.383333333	-0.004166667	48	39	0	0	6.886639676	32.491557223	5c16e9c7a140e63f0bb284a8337817ebd50502645f33df345f797b259c1d4152
n040-set05	family	base	narrow	1	2	instances/data/n040-set05/family/base/narrow/m2.dat	24.387500000	24.383333333	-0.004166667	48	39	0	0	6.886639676	32.491557223	efb3c52073ee75901c9e1412aa84e1696d51a5ce5bde40837a0029b473bc6075
n040-set05	family	base	narrow	1	3	instances/data/n040-set05/family/base/narrow/m3.dat	24.387500000	24.383333333	-0.004166667	48	39	0	0	6.886639676	32.491557223	efb3c52073ee75901c9e1412aa84e1696d51a5ce5bde40837a0029b473bc6075
n040-set05	family	base	narrow	1	4	instances/data/n040-set05/family/base/narrow/m4.dat	24.387500000	24.383333333	-0.004166667	48	39	0	0	6.886639676	32.491557223	efb3c52073ee75901c9e1412aa84e1696d51a5ce5bde40837a0029b473bc6075
n040-set05	family	base	wide	1	2	instances/data/n040-set05/family/base/wide/m2.dat	24.387500000	24.383333333	-0.004166667	48	39	0	0	6.886639676	32.491557223	fb535f908322d6fd33568f8a3db3b1c7b17b7eb4a842091fc04318d765ed5fd5
n040-set05	family	base	wide	1	3	instances/data/n040-set05/family/base/wide/m3.dat	24.387500000	24.383333333	-0.004166667	48	39	0	0	6.886639676	32.491557223	fb535f908322d6fd33568f8a3db3b1c7b17b7eb4a842091fc04318d765ed5fd5
n040-set05	family	base	wide	1	4	instances/data/n040-set05/family/base/wide/m4.dat	24.387500000	24.383333333	-0.004166667	48	39	0	0	6.886639676	32.491557223	fb535f908322d6fd33568f8a3db3b1c7b17b7eb4a842091fc04318d765ed5fd5
n040-set05	family	medium	zero	10	2	instances/data/n040-set05/family/medium-heterogeneous/zero/m2.dat	254.212500000	254.594871795	0.382371795	508	407	0	0	72.218623482	339.110694184	7e3401d8756ada910f970c02ece9fcf83b48053a31164a9293ecbae60dde8a9a
n040-set05	family	medium	zero	10	3	instances/data/n040-set05/family/medium-heterogeneous/zero/m3.dat	254.212500000	254.594871795	0.382371795	508	407	0	0	72.218623482	339.110694184	7e3401d8756ada910f970c02ece9fcf83b48053a31164a9293ecbae60dde8a9a
n040-set05	family	medium	zero	10	4	instances/data/n040-set05/family/medium-heterogeneous/zero/m4.dat	254.212500000	254.594871795	0.382371795	508	407	0	0	72.218623482	339.110694184	7e3401d8756ada910f970c02ece9fcf83b48053a31164a9293ecbae60dde8a9a
n040-set05	family	medium	narrow	10	2	instances/data/n040-set05/family/medium-heterogeneous/narrow/m2.dat	254.212500000	254.594871795	0.382371795	508	407	0	0	72.218623482	339.110694184	c8a145ac0f3b064728c9a1e89fd303fa4ac01d114dc719f7a5f15a031bbbf661
n040-set05	family	medium	narrow	10	3	instances/data/n040-set05/family/medium-heterogeneous/narrow/m3.dat	254.212500000	254.594871795	0.382371795	508	407	0	0	72.218623482	339.110694184	c8a145ac0f3b064728c9a1e89fd303fa4ac01d114dc719f7a5f15a031bbbf661
n040-set05	family	medium	narrow	10	4	instances/data/n040-set05/family/medium-heterogeneous/narrow/m4.dat	254.212500000	254.594871795	0.382371795	508	407	0	0	72.218623482	339.110694184	c8a145ac0f3b064728c9a1e89fd303fa4ac01d114dc719f7a5f15a031bbbf661
