taskSetId	size	machines	setupType	windowLevel	rate	discountStrength	breakpoint1	breakpoint2	quotationTotal	experimentType	sourceInstance	instance
n040-set04	40	2	family	wide	0.500000	0.150000	4283.750000000	8567.500000000	13212.000000000	default-discount	data/n040-set04/family/base/wide/m2.dat	outsourcing-data/default-discount/rate-0.5/n040-set04/family/base/wide/m2.dat
n040-set04	40	2	family	wide	1.000000	0.150000	4283.750000000	8567.500000000	13212.000000000	default-discount	data/n040-set04/family/base/wide/m2.dat	outsourcing-data/default-discount/rate-1/n040-set04/family/base/wide/m2.dat
n040-set04	40	2	family	wide	2.000000	0.150000	4283.750000000	8567.500000000	13212.000000000	default-discount	data/n040-set04/family/base/wide/m2.dat	outsourcing-data/default-discount/rate-2/n040-set04/family/base/wide/m2.dat
n040-set04	40	3	family	wide	0.500000	0.150000	4283.750000000	8567.500000000	13212.000000000	default-discount	data/n040-set04/family/base/wide/m3.dat	outsourcing-data/default-discount/rate-0.5/n040-set04/family/base/wide/m3.dat
n040-set04	40	3	family	wide	1.000000	0.150000	4283.750000000	8567.500000000	13212.000000000	default-discount	data/n040-set04/family/base/wide/m3.dat	outsourcing-data/default-discount/rate-1/n040-set04/family/base/wide/m3.dat
n040-set04	40	3	family	wide	2.000000	0.150000	4283.750000000	8567.500000000	13212.000000000	default-discount	data/n040-set04/family/base/wide/m3.dat	outsourcing-data/default-discount/rate-2/n040-set04/family/base/wide/m3.dat
n040-set04	40	4	family	wide	0.500000	0.150000	4283.750000000	8567.500000000	13212.000000000	default-discount	data/n040-set04/family/base/wide/m4.dat	outsourcing-data/default-discount/rate-0.5/n040-set04/family/base/wide/m4.dat
n040-set04	40	4	family	wide	1.000000	0.150000	4283.750000000	8567.500000000	13212.000000000	default-discount	data/n040-set04/family/base/wide/m4.dat	outsourcing-data/default-discount/rate-1/n040-set04/family/base/wide/m4.dat
n040-set04	40	4	family	wide	2.000000	0.150000	4283.750000000	8567.500000000	13212.000000000	default-discount	data/n040-set04/family/base/wide/m4.dat	outsourcing-data/default-discount/rate-2/n040-set04/family/base/wide/m4.dat
n040-set05	40	2	random	zero	0.500000	0.150000	4283.750000000	8567.500000000	14529.000000000	default-discount	data/n040-set05/random/base/zero/m2.dat	outsourcing-data/default-discount/rate-0.5/n040-set05/random/base/zero/m2.dat
n040-set05	40	2	random	zero	1.000000	0.150000	4283.750000000	8567.500000000	14529.000000000	default-discount	data/n040-set05/random/base/zero/m2.dat	outsourcing-data/default-discount/rate-1/n040-set05/random/base/zero/m2.dat
n040-set05	40	2	random	zero	2.000000	0.150000	4283.750000000	8567.500000000	14529.000000000	default-discount	data/n040-set05/random/base/zero/m2.dat	outsourcing-data/default-discount/rate-2/n040-set05/random/base/zero/m2.dat
n040-set05	40	3	random	zero	0.500000	0.150000	4283.750000000	8567.500000000	14529.000000000	default-discount	data/n040-set05/random/base/zero/m3.dat	outsourcing-data/default-discount/rate-0.5/n040-set05/random/base/zero/m3.dat
n040-set05	40	3	random	zero	1.000000	0.150000	4283.750000000	8567.500000000	14529.000000000	default-discount	data/n040-set05/random/base/zero/m3.dat	outsourcing-data/default-discount/rate-1/n040-set05/random/base/zero/m3.dat
n040-set05	40	3	random	zero	2.000000	0.150000	4283.750000000	8567.500000000	14529.000000000	default-discount	data/n040-set05/random/base/zero/m3.dat	outsourcing-data/default-discount/rate-2/n040-set05/random/base/zero/m3.dat
n040-set05	40	4	random	zero	0.500000	0.150000	4283.750000000	8567.500000000	14529.000000000	default-discount	data/n040-set05/random/base/zero/m4.dat	outsourcing-data/default-discount/rate-0.5/n040-set05/random/base/zero/m4.dat
n040-set05	40	4	random	zero	1.000000	0.150000	4283.750000000	8567.500000000	14529.000000000	default-discount	data/n040-set05/random/base/zero/m4.dat	outsourcing-data/default-discount/rate-1/n040-set05/random/base/zero/m4.dat
n040-set05	40	4	random	zero	2.000000	0.150000	4283.750000000	8567.500000000	14529.000000000	default-discount	data/n040-set05/random/base/zero/m4.dat	outsourcing-data/default-discount/rate-2/n040-set05/random/base/zero/m4.dat
n040-set05	40	2	random	narrow	0.500000	0.150000	4283.750000000	8567.500000000	14529.000000000	default-discount	data/n040-set05/random/base/narrow/m2.dat	outsourcing-data/default-discount/rate-0.5/n040-set05/random/base/narrow/m2.dat
n040-set05	40	2	random	narrow	1.000000	0.150000	4283.750000000	8567.500000000	14529.000000000	default-discount	data/n040-set05/random/base/narrow/m2.dat	outsourcing-data/default-discount/rate-1/n040-set05/random/base/narrow/m2.dat
n040-set05	40	2	random	narrow	2.000000	0.150000	4283.750000000	8567.500000000	14529.000000000	default-discount	data/n040-set05/random/base/narrow/m2.dat	outsourcing-data/default-discount/rate-2/n040-set05/random/base/narrow/m2.dat
n040-set05	40	3	random	narrow	0.500000	0.150000	4283.750000000	8567.500000000	14529.000000000	default-discount	data/n040-set05/random/base/narrow/m3.dat	outsourcing-data/default-discount/rate-0.5/n040-set05/random/base/narrow/m3.dat
n040-set05	40	3	random	narrow	1.000000	0.150000	4283.750000000	8567.500000000	14529.000000000	default-discount	data/n040-set05/random/base/narrow/m3.dat	outsourcing-data/default-discount/rate-1/n040-set05/random/base/narrow/m3.dat
n040-set05	40	3	random	narrow	2.000000	0.150000	4283.750000000	8567.500000000	14529.000000000	default-discount	data/n040-set05/random/base/narrow/m3.dat	outsourcing-data/default-discount/rate-2/n040-set05/random/base/narrow/m3.dat
n040-set05	40	4	random	narrow	0.500000	0.150000	4283.750000000	8567.500000000	14529.000000000	default-discount	data/n040-set05/random/base/narrow/m4.dat	outsourcing-data/default-discount/rate-0.5/n040-set05/random/base/narrow/m4.dat
n040-set05	40	4	random	narrow	1.000000	0.150000	4283.750000000	8567.500000000	14529.000000000	default-discount	data/n040-set05/random/base/narrow/m4.dat	outsourcing-data/default-discount/rate-1/n040-set05/random/base/narrow/m4.dat
n040-set05	40	4	random	narrow	2.000000	0.150000	4283.750000000	8567.500000000	14529.000000000	default-discount	data/n040-set05/random/base/narrow/m4.dat	outsourcing-data/default-discount/rate-2/n040-set05/random/base/narrow/m4.dat
n040-set05	40	2	random	wide	0.500000	0.150000	4283.750000000	8567.500000000	14529.000000000	default-discount	data/n040-set05/random/base/wide/m2.dat	outsourcing-data/default-discount/rate-0.5/n040-set05/random/base/wide/m2.dat
n040-set05	40	2	random	wide	1.000000	0.150000	4283.750000000	8567.500000000	14529.000000000	default-discount	data/n040-set05/random/base/wide/m2.dat	outsourcing-data/default-discount/rate-1/n040-set05/random/base/wide/m2.dat
n040-set05	40	2	random	wide	2.000000	0.150000	4283.750000000	8567.500000000	14529.000000000	default-discount	data/n040-set05/random/base/wide/m2.dat	outsourcing-data/default-discount/rate-2/n040-set05/random/base/wide/m2.dat
n040-set05	40	3	random	wide	0.500000	0.150000	4283.750000000	8567.500000000	14529.000000000	default-discount	data/n040-set05/random/base/wide/m3.dat	outsourcing-data/default-discount/rate-0.5/n040-set05/random/base/wide/m3.dat
n040-set05	40	3	random	wide	1.000000	0.150000	4283.750000000	8567.500000000	14529.000000000	default-discount	data/n040-set05/random/base/wide/m3.dat	outsourcing-data/default-discount/rate-1/n040-set05/random/base/wide/m3.dat
n040-set05	40	3	random	wide	2.000000	0.150000	4283.750000000	8567.500000000	14529.000000000	default-discount	data/n040-set05/random/base/wide/m3.dat	outsourcing-data/default-discount/rate-2/n040-set05/random/base/wide/m3.dat
n040-set05	40	4	random	wide	0.500000	0.150000	4283.750000000	8567.500000000	14529.000000000	default-discount	data/n040-set05/random/base/wide/m4.dat	outsourcing-data/default-discount/rate-0.5/n040-set05/random/base/wide/m4.dat
n040-set05	40	4	random	wide	1.000000	0.150000	4283.750000000	8567.500000000	14529.000000000	default-discount	data/n040-set05/random/base/wide/m4.dat	outsourcing-data/default-discount/rate-1/n040-set05/random/base/wide/m4.dat
n040-set05	40	4	random	wide	2.000000	0.150000	4283.750000000	8567.500000000	14529.000000000	default-discount	data/n040-set05/random/base/wide/m4.dat	outsourcing-data/default-discount/rate-2/n040-set05/random/base/wide/m4.dat
n040-set05	40	2	family	zero	0.500000	0.150000	4283.750000000	8567.500000000	14529.000000000	default-discount	data/n040-set05/family/base/zero/m2.dat	outsourcing-data/default-discount/rate-0.5/n040-set05/family/base/zero/m2.dat
n040-set05	40	2	family	zero	1.000000	0.150000	4283.750000000	8567.500000000	14529.000000000	default-discount	data/n040-set05/family/base/zero/m2.dat	outsourcing-data/default-discount/rate-1/n040-set05/family/base/zero/m2.dat
n040-set05	40	2	family	zero	2.000000	0.150000	4283.750000000	8567.500000000	14529.000000000	default-discount	data/n040-set05/family/base/zero/m2.dat	outsourcing-data/default-discount/rate-2/n040-set05/family/base/zero/m2.dat
n040-set05	40	3	family	zero	0.500000	0.150000	4283.750000000	8567.500000000	14529.000000000	default-discount	data/n040-set05/family/base/zero/m3.dat	outsourcing-data/default-discount/rate-0.5/n040-set05/family/base/zero/m3.dat
n040-set05	40	3	family	zero	1.000000	0.150000	4283.750000000	8567.500000000	14529.000000000	default-discount	data/n040-set05/family/base/zero/m3.dat	outsourcing-data/default-discount/rate-1/n040-set05/family/base/zero/m3.dat
n040-set05	40	3	family	zero	2.000000	0.150000	4283.750000000	8567.500000000	14529.000000000	default-discount	data/n040-set05/family/base/zero/m3.dat	outsourcing-data/default-discount/rate-2/n040-set05/family/base/zero/m3.dat
n040-set05	40	4	family	zero	0.500000	0.150000	4283.750000000	8567.500000000	14529.000000000	default-discount	data/n040-set05/family/base/zero/m4.dat	outsourcing-data/default-discount/rate-0.5/n040-set05/family/base/zero/m4.dat
n040-set05	40	4	family	zero	1.000000	0.150000	4283.750000000	8567.500000000	14529.000000000	default-discount	data/n040-set05/family/base/zero/m4.dat	outsourcing-data/default-discount/rate-1/n040-set05/family/base/zero/m4.dat
n040-set05	40	4	family	zero	2.000000	0.150000	4283.750000000	8567.500000000	14529.000000000	default-discount	data/n040-set05/family/base/zero/m4.dat	outsourcing-data/default-discount/rate-2/n040-set05/family/base/zero/m4.dat
n040-set05	40	2	family	narrow	0.500000	0.150000	4283.750000000	8567.500000000	14529.000000000	default-discount	data/n040-set05/family/base/narrow/m2.dat	outsourcing-data/default-discount/rate-0.5/n040-set05/family/base/narrow/m2.dat
n040-set05	40	2	family	narrow	1.000000	0.150000	4283.750000000	8567.500000000	14529.000000000	default-discount	data/n040-set05/family/base/narrow/m2.dat	outsourcing-data/default-discount/rate-1/n040-set05/family/base/narrow/m2.dat
n040-set05	40	2	family	narrow	2.000000	0.150000	4283.750000000	8567.500000000	14529.000000000	default-discount	data/n040-set05/family/base/narrow/m2.dat	outsourcing-data/default-discount/rate-2/n040-set05/family/base/narrow/m2.dat
n040-set05	40	3	family	narrow	0.500000	0.150000	4283.750000000	8567.500000000	14529.000000000	default-discount	data/n040-set05/family/base/narrow/m3.dat	outsourcing-data/default-discount/rate-0.5/n040-set05/family/base/narrow/m3.dat
n040-set05	40	3	family	narrow	1.000000	0.150000	4283.750000000	8567.500000000	14529.000000000	default-discount	data/n040-set05/family/base/narrow/m3.dat	outsourcing-data/default-discount/rate-1/n040-set05/family/base/narrow/m3.dat
n040-set05	40	3	family	narrow	2.000000	0.150000	4283.750000000	8567.500000000	14529.000000000	default-discount	data/n040-set05/family/base/narrow/m3.dat	outsourcing-data/default-discount/rate-2/n040-set05/family/base/narrow/m3.dat
n040-set05	40	4	family	narrow	0.500000	0.150000	4283.750000000	8567.500000000	14529.000000000	default-discount	data/n040-set05/family/base/narrow/m4.dat	outsourcing-data/default-discount/rate-0.5/n040-set05/family/base/narrow/m4.dat
n040-set05	40	4	family	narrow	1.000000	0.150000	4283.750000000	8567.500000000	14529.000000000	default-discount	data/n040-set05/family/base/narrow/m4.dat	outsourcing-data/default-discount/rate-1/n040-set05/family/base/narrow/m4.dat
n040-set05	40	4	family	narrow	2.000000	0.150000	4283.750000000	8567.500000000	14529.000000000	default-discount	data/n040-set05/family/base/narrow/m4.dat	outsourcing-data/default-discount/rate-2/n040-set05/family/base/narrow/m4.dat
n040-set05	40	2	family	wide	0.500000	0.150000	4283.750000000	8567.500000000	14529.000000000	default-discount	data/n040-set05/family/base/wide/m2.dat	outsourcing-data/default-discount/rate-0.5/n040-set05/family/base/wide/m2.dat
n040-set05	40	2	family	wide	1.000000	0.150000	4283.750000000	8567.500000000	14529.000000000	default-discount	data/n040-set05/family/base/wide/m2.dat	outsourcing-data/default-discount/rate-1/n040-set05/family/base/wide/m2.dat
n040-set05	40	2	family	wide	2.000000	0.150000	4283.750000000	8567.500000000	14529.000000000	default-discount	data/n040-set05/family/base/wide/m2.dat	outsourcing-data/default-discount/rate-2/n040-set05/family/base/wide/m2.dat
n040-set05	40	3	family	wide	0.500000	0.150000	4283.750000000	8567.500000000	14529.000000000	default-discount	data/n040-set05/family/base/wide/m3.dat	outsourcing-data/default-discount/rate-0.5/n040-set05/family/base/wide/m3.dat
n040-set05	40	3	family	wide	1.000000	0.150000	4283.750000000	8567.500000000	14529.000000000	default-discount	data/n040-set05/family/base/wide/m3.dat	outsourcing-data/default-discount/rate-1/n040-set05/family/base/wide/m3.dat
n040-set05	40	3	family	wide	2.000000	0.150000	4283.750000000	8567.500000000	14529.000000000	default-discount	data/n040-set05/family/base/wide/m3.dat	outsourcing-data/default-discount/rate-2/n040-set05/family/base/wide/m3.dat
n040-set05	40	4	family	wide	0.500000	0.150000	4283.750000000	8567.500000000	14529.000000000	default-discount	data/n040-set05/family/base/wide/m4.dat	outsourcing-data/default-discount/rate-0.5/n040-set05/family/base/wide/m4.dat
n040-set05	40	4	family	wide	1.000000	0.150000	4283.750000000	8567.500000000	14529.000000000	default-discount	data/n040-set05/family/base/wide/m4.dat	outsourcing-data/default-discount/rate-1/n040-set05/family/base/wide/m4.dat
n040-set05	40	4	family	wide	2.000000	0.150000	4283.750000000	8567.500000000	14529.000000000	default-discount	data/n040-set05/family/base/wide/m4.dat	outsourcing-data/default-discount/rate-2/n040-set05/family/base/wide/m4.dat
n050-set01	50	2	random	zero	0.500000	0.150000	4283.750000000	8567.500000000	19233.000000000	default-discount	data/n050-set01/random/base/zero/m2.dat	outsourcing-data/default-discount/rate-0.5/n050-set01/random/base/zero/m2.dat
n050-set01	50	2	random	zero	1.000000	0.150000	4283.750000000	8567.500000000	19233.000000000	default-discount	data/n050-set01/random/base/zero/m2.dat	outsourcing-data/default-discount/rate-1/n050-set01/random/base/zero/m2.dat
n050-set01	50	2	random	zero	2.000000	0.150000	4283.750000000	8567.500000000	19233.000000000	default-discount	data/n050-set01/random/base/zero/m2.dat	outsourcing-data/default-discount/rate-2/n050-set01/random/base/zero/m2.dat
n050-set01	50	2	random	zero	1.000000	0.000000	4283.750000000	8567.500000000	19233.000000000	no-discount	data/n050-set01/random/base/zero/m2.dat	outsourcing-data/no-discount/rate-1/n050-set01/random/base/zero/m2.dat
n050-set01	50	3	random	zero	0.500000	0.150000	4283.750000000	8567.500000000	19233.000000000	default-discount	data/n050-set01/random/base/zero/m3.dat	outsourcing-data/default-discount/rate-0.5/n050-set01/random/base/zero/m3.dat
n050-set01	50	3	random	zero	1.000000	0.150000	4283.750000000	8567.500000000	19233.000000000	default-discount	data/n050-set01/random/base/zero/m3.dat	outsourcing-data/default-discount/rate-1/n050-set01/random/base/zero/m3.dat
n050-set01	50	3	random	zero	2.000000	0.150000	4283.750000000	8567.500000000	19233.000000000	default-discount	data/n050-set01/random/base/zero/m3.dat	outsourcing-data/default-discount/rate-2/n050-set01/random/base/zero/m3.dat
n050-set01	50	3	random	zero	1.000000	0.000000	4283.750000000	8567.500000000	19233.000000000	no-discount	data/n050-set01/random/base/zero/m3.dat	outsourcing-data/no-discount/rate-1/n050-set01/random/base/zero/m3.dat
n050-set01	50	4	random	zero	0.500000	0.150000	4283.750000000	8567.500000000	19233.000000000	default-discount	data/n050-set01/random/base/zero/m4.dat	outsourcing-data/default-discount/rate-0.5/n050-set01/random/base/zero/m4.dat
n050-set01	50	4	random	zero	1.000000	0.150000	4283.750000000	8567.500000000	19233.000000000	default-discount	data/n050-set01/random/base/zero/m4.dat	outsourcing-data/default-discount/rate-1/n050-set01/random/base/zero/m4.dat
n050-set01	50	4	random	zero	2.000000	0.150000	4283.750000000	8567.500000000	19233.000000000	default-discount	data/n050-set01/random/base/zero/m4.dat	outsourcing-data/default-discount/rate-2/n050-set01/random/base/zero/m4.dat
n050-set01	50	4	random	zero	1.000000	0.000000	4283.750000000	8567.500000000	19233.000000000	no-discount	data/n050-set01/random/base/zero/m4.dat	outsourcing-data/no-discount/rate-1/n050-set01/random/base/zero/m4.dat
n050-set01	50	2	random	narrow	0.500000	0.150000	4283.750000000	8567.500000000	19233.000000000	default-discount	data/n050-set01/random/base/narrow/m2.dat	outsourcing-data/default-discount/rate-0.5/n050-set01/random/base/narrow/m2.dat
n050-set01	50	2	random	narrow	1.000000	0.150000	4283.750000000	8567.500000000	19233.000000000	default-discount	data/n050-set01/random/base/narrow/m2.dat	outsourcing-data/default-discount/rate-1/n050-set01/random/base/narrow/m2.dat
n050-set01	50	2	random	narrow	2.000000	0.150000	4283.750000000	8567.500000000	19233.000000000	default-discount	data/n050-set01/random/base/narrow/m2.dat	outsourcing-data/default-discount/rate-2/n050-set01/random/base/narrow/m2.dat
n050-set01	50	2	random	narrow	1.000000	0.000000	4283.750000000	8567.500000000	19233.000000000	no-discount	data/n050-set01/random/base/narrow/m2.dat	outsourcing-data/no-discount/rate-1/n050-set01/random/base/narrow/m2.dat
n050-set01	50	3	random	narrow	0.500000	0.150000	4283.750000000	8567.500000000	19233.000000000	default-discount	data/n050-set01/random/base/narrow/m3.dat	outsourcing-data/default-discount/rate-0.5/n050-set01/random/base/narrow/m3.dat
n050-set01	50	3	random	narrow	1.000000	0.150000	4283.750000000	8567.500000000	19233.000000000	default-discount	data/n050-set01/random/base/narrow/m3.dat	outsourcing-data/default-discount/rate-1/n050-set01/random/base/narrow/m3.dat
n050-set01	50	3	random	narrow	2.000000	0.150000	4283.750000000	8567.500000000	19233.000000000	default-discount	data/n050-set01/random/base/narrow/m3.dat	outsourcing-data/default-discount/rate-2/n050-set01/random/base/narrow/m3.dat
n050-set01	50	3	random	narrow	1.000000	0.000000	4283.750000000	8567.500000000	19233.000000000	no-discount	data/n050-set01/random/base/narrow/m3.dat	outsourcing-data/no-discount/rate-1/n050-set01/random/base/narrow/m3.dat
n050-set01	50	4	random	narrow	0.500000	0.150000	4283.750000000	8567.500000000	19233.000000000	default-discount	data/n050-set01/random/base/narrow/m4.dat	outsourcing-data/default-discount/rate-0.5/n050-set01/random/base/narrow/m4.dat
n050-set01	50	4	random	narrow	1.000000	0.150000	4283.750000000	8567.500000000	19233.000000000	default-discount	data/n050-set01/random/base/narrow/m4.dat	outsourcing-data/default-discount/rate-1/n050-set01/random/base/narrow/m4.dat
n050-set01	50	4	random	narrow	2.000000	0.150000	4283.750000000	8567.500000000	19233.000000000	default-discount	data/n050-set01/random/base/narrow/m4.dat	outsourcing-data/default-discount/rate-2/n050-set01/random/base/narrow/m4.dat
n050-set01	50	4	random	narrow	1.000000	0.000000	4283.750000000	8567.500000000	19233.000000000	no-discount	data/n050-set01/random/base/narrow/m4.dat	outsourcing-data/no-discount/rate-1/n050-set01/random/base/narrow/m4.dat
n050-set01	50	2	random	wide	0.500000	0.150000	4283.750000000	8567.500000000	19233.000000000	default-discount	data/n050-set01/random/base/wide/m2.dat	outsourcing-data/default-discount/rate-0.5/n050-set01/random/base/wide/m2.dat
n050-set01	50	2	random	wide	1.000000	0.150000	4283.750000000	8567.500000000	19233.000000000	default-discount	data/n050-set01/random/base/wide/m2.dat	outsourcing-data/default-discount/rate-1/n050-set01/random/base/wide/m2.dat
n050-set01	50	2	random	wide	2.000000	0.150000	4283.750000000	8567.500000000	19233.000000000	default-discount	data/n050-set01/random/base/wide/m2.dat	outsourcing-data/default-discount/rate-2/n050-set01/random/base/wide/m2.dat
n050-set01	50	2	random	wide	1.000000	0.000000	4283.750000000	8567.500000000	19233.000000000	no-discount	data/n050-set01/random/base/wide/m2.dat	outsourcing-data/no-discount/rate-1/n050-set01/random/base/wide/m2.dat
n050-set01	50	3	random	wide	0.500000	0.150000	4283.750000000	8567.500000000	19233.000000000	default-discount	data/n050-set01/random/base/wide/m3.dat	outsourcing-data/default-discount/rate-0.5/n050-set01/random/base/wide/m3.dat
n050-set01	50	3	random	wide	1.000000	0.150000	4283.750000000	8567.500000000	19233.000000000	default-discount	data/n050-set01/random/base/wide/m3.dat	outsourcing-data/default-discount/rate-1/n050-set01/random/base/wide/m3.dat
n050-set01	50	3	random	wide	2.000000	0.150000	4283.750000000	8567.500000000	19233.000000000	default-discount	data/n050-set01/random/base/wide/m3.dat	outsourcing-data/default-discount/rate-2/n050-set01/random/base/wide/m3.dat
n050-set01	50	3	random	wide	1.000000	0.000000	4283.750000000	8567.500000000	19233.000000000	no-discount	data/n050-set01/random/base/wide/m3.dat	outsourcing-data/no-discount/rate-1/n050-set01/random/base/wide/m3.dat
n050-set01	50	4	random	wide	0.500000	0.150000	4283.750000000	8567.500000000	19233.000000000	default-discount	data/n050-set01/random/base/wide/m4.dat	outsourcing-data/default-discount/rate-0.5/n050-set01/random/base/wide/m4.dat
n050-set01	50	4	random	wide	1.000000	0.150000	4283.750000000	8567.500000000	19233.000000000	default-discount	data/n050-set01/random/base/wide/m4.dat	outsourcing-data/default-discount/rate-1/n050-set01/random/base/wide/m4.dat
n050-set01	50	4	random	wide	2.000000	0.150000	4283.750000000	8567.500000000	19233.000000000	default-discount	data/n050-set01/random/base/wide/m4.dat	outsourcing-data/default-discount/rate-2/n050-set01/random/base/wide/m4.dat
n050-set01	50	4	random	wide	1.000000	0.000000	4283.750000000	8567.500000000	19233.000000000	no-discount	data/n050-set01/random/base/wide/m4.dat	outsourcing-data/no-discount/rate-1/n050-set01/random/base/wide/m4.dat
n050-set01	50	2	family	zero	0.500000	0.150000	4283.750000000	8567.500000000	19233.000000000	default-discount	data/n050-set01/family/base/zero/m2.dat	outsourcing-data/default-discount/rate-0.5/n050-set01/family/base/zero/m2.dat
n050-set01	50	2	family	zero	1.000000	0.150000	4283.750000000	8567.500000000	19233.000000000	default-discount	data/n050-set01/family/base/zero/m2.dat	outsourcing-data/default-discount/rate-1/n050-set01/family/base/zero/m2.dat
n050-set01	50	2	family	zero	2.000000	0.150000	4283.750000000	8567.500000000	19233.000000000	default-discount	data/n050-set01/family/base/zero/m2.dat	outsourcing-data/default-discount/rate-2/n050-set01/family/base/zero/m2.dat
n050-set01	50	2	family	zero	1.000000	0.000000	4283.750000000	8567.500000000	19233.000000000	no-discount	data/n050-set01/family/base/zero/m2.dat	outsourcing-data/no-discount/rate-1/n050-set01/family/base/zero/m2.dat
n050-set01	50	3	family	zero	0.500000	0.150000	4283.750000000	8567.500000000	19233.000000000	default-discount	data/n050-set01/family/base/zero/m3.dat	outsourcing-data/default-discount/rate-0.5/n050-set01/family/base/zero/m3.dat
n050-set01	50	3	family	zero	1.000000	0.150000	4283.750000000	8567.500000000	19233.000000000	default-discount	data/n050-set01/family/base/zero/m3.dat	outsourcing-data/default-discount/rate-1/n050-set01/family/base/zero/m3.dat
n050-set01	50	3	family	zero	2.000000	0.150000	4283.750000000	8567.500000000	19233.000000000	default-discount	data/n050-set01/family/base/zero/m3.dat	outsourcing-data/default-discount/rate-2/n050-set01/family/base/zero/m3.dat
n050-set01	50	3	family	zero	1.000000	0.000000	4283.750000000	8567.500000000	19233.000000000	no-discount	data/n050-set01/family/base/zero/m3.dat	outsourcing-data/no-discount/rate-1/n050-set01/family/base/zero/m3.dat
n050-set01	50	4	family	zero	0.500000	0.150000	4283.750000000	8567.500000000	19233.000000000	default-discount	data/n050-set01/family/base/zero/m4.dat	outsourcing-data/default-discount/rate-0.5/n050-set01/family/base/zero/m4.dat
n050-set01	50	4	family	zero	1.000000	0.150000	4283.750000000	8567.500000000	19233.000000000	default-discount	data/n050-set01/family/base/zero/m4.dat	outsourcing-data/default-discount/rate-1/n050-set01/family/base/zero/m4.dat
n050-set01	50	4	family	zero	2.000000	0.150000	4283.750000000	8567.500000000	19233.000000000	default-discount	data/n050-set01/family/base/zero/m4.dat	outsourcing-data/default-discount/rate-2/n050-set01/family/base/zero/m4.dat
n050-set01	50	4	family	zero	1.000000	0.000000	4283.750000000	8567.500000000	19233.000000000	no-discount	data/n050-set01/family/base/zero/m4.dat	outsourcing-data/no-discount/rate-1/n050-set01/family/base/zero/m4.dat
n050-set01	50	2	family	narrow	0.500000	0.150000	4283.750000000	8567.500000000	19233.000000000	default-discount	data/n050-set01/family/base/narrow/m2.dat	outsourcing-data/default-discount/rate-0.5/n050-set01/family/base/narrow/m2.dat
n050-set01	50	2	family	narrow	1.000000	0.150000	4283.750000000	8567.500000000	19233.000000000	default-discount	data/n050-set01/family/base/narrow/m2.dat	outsourcing-data/default-discount/rate-1/n050-set01/family/base/narrow/m2.dat
n050-set01	50	2	family	narrow	2.000000	0.150000	4283.750000000	8567.500000000	19233.000000000	default-discount	data/n050-set01/family/base/narrow/m2.dat	outsourcing-data/default-discount/rate-2/n050-set01/family/base/narrow/m2.dat
n050-set01	50	2	family	narrow	1.000000	0.000000	4283.750000000	8567.500000000	19233.000000000	no-discount	data/n050-set01/family/base/narrow/m2.dat	outsourcing-data/no-discount/rate-1/n050-set01/family/base/narrow/m2.dat
n050-set01	50	3	family	narrow	0.500000	0.150000	4283.750000000	8567.500000000	19233.000000000	default-discount	data/n050-set01/family/base/narrow/m3.dat	outsourcing-data/default-discount/rate-0.5/n050-set01/family/base/narrow/m3.dat
n050-set01	50	3	family	narrow	1.000000	0.150000	4283.750000000	8567.500000000	19233.000000000	default-discount	data/n050-set01/family/base/narrow/m3.dat	outsourcing-data/default-discount/rate-1/n050-set01/family/base/narrow/m3.dat
n050-set01	50	3	family	narrow	2.000000	0.150000	4283.750000000	8567.500000000	19233.000000000	default-discount	data/n050-set01/family/base/narrow/m3.dat	outsourcing-data/default-discount/rate-2/n050-set01/family/base/narrow/m3.dat
n050-set01	50	3	family	narrow	1.000000	0.000000	4283.750000000	8567.500000000	19233.000000000	no-discount	data/n050-set01/family/base/narrow/m3.dat	outsourcing-data/no-discount/rate-1/n050-set01/family/base/narrow/m3.dat
n050-set01	50	4	family	narrow	0.500000	0.150000	4283.750000000	8567.500000000	19233.000000000	default-discount	data/n050-set01/family/base/narrow/m4.dat	outsourcing-data/default-discount/rate-0.5/n050-set01/family/base/narrow/m4.dat
n050-set01	50	4	family	narrow	1.000000	0.150000	4283.750000000	8567.500000000	19233.000000000	default-discount	data/n050-set01/family/base/narrow/m4.dat	outsourcing-data/default-discount/rate-1/n050-set01/family/base/narrow/m4.dat
n050-set01	50	4	family	narrow	2.000000	0.150000	4283.750000000	8567.500000000	19233.000000000	default-discount	data/n050-set01/family/base/narrow/m4.dat	outsourcing-data/default-discount/rate-2/n050-set01/family/base/narrow/m4.dat
n050-set01	50	4	family	narrow	1.000000	0.000000	4283.750000000	8567.500000000	19233.000000000	no-discount	data/n050-set01/family/base/narrow/m4.dat	outsourcing-data/no-discount/rate-1/n050-set01/family/base/narrow/m4.dat
n050-set01	50	2	family	wide	0.500000	0.150000	4283.750000000	8567.500000000	19233.000000000	default-discount	data/n050-set01/family/base/wide/m2.dat	outsourcing-data/default-discount/rate-0.5/n050-set01/family/base/wide/m2.dat
n050-set01	50	2	family	wide	1.000000	0.150000	4283.750000000	8567.500000000	19233.000000000	default-discount	data/n050-set01/family/base/wide/m2.dat	outsourcing-data/default-discount/rate-1/n050-set01/family/base/wide/m2.dat
n050-set01	50	2	family	wide	2.000000	0.150000	4283.750000000	8567.500000000	19233.000000000	default-discount	data/n050-set01/family/base/wide/m2.dat	outsourcing-data/default-discount/rate-2/n050-set01/family/base/wide/m2.dat
