taskSetId	size	caseIndex	machines	setupType	scaleLevel	scale	instance	averageProcessing
n050-set02	50	2	3	random	high	21	${WORKSPACE}/experiment-suite/formal/instances/data/n050-set02/random/high-g21/m3.dat	1128.540000
n050-set02	50	2	4	random	high	21	${WORKSPACE}/experiment-suite/formal/instances/data/n050-set02/random/high-g21/m4.dat	1128.540000
n050-set02	50	2	2	family	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n050-set02/family/base-g1/m2.dat	53.740000
n050-set02	50	2	3	family	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n050-set02/family/base-g1/m3.dat	53.740000
n050-set02	50	2	4	family	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n050-set02/family/base-g1/m4.dat	53.740000
n050-set02	50	2	2	family	medium	11	${WORKSPACE}/experiment-suite/formal/instances/data/n050-set02/family/medium-g11/m2.dat	591.140000
n050-set02	50	2	3	family	medium	11	${WORKSPACE}/experiment-suite/formal/instances/data/n050-set02/family/medium-g11/m3.dat	591.140000
n050-set02	50	2	4	family	medium	11	${WORKSPACE}/experiment-suite/formal/instances/data/n050-set02/family/medium-g11/m4.dat	591.140000
n050-set02	50	2	2	family	high	21	${WORKSPACE}/experiment-suite/formal/instances/data/n050-set02/family/high-g21/m2.dat	1128.540000
n050-set02	50	2	3	family	high	21	${WORKSPACE}/experiment-suite/formal/instances/data/n050-set02/family/high-g21/m3.dat	1128.540000
n050-set02	50	2	4	family	high	21	${WORKSPACE}/experiment-suite/formal/instances/data/n050-set02/family/high-g21/m4.dat	1128.540000
n050-set03	50	3	2	random	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n050-set03/random/base-g1/m2.dat	51.020000
n050-set03	50	3	3	random	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n050-set03/random/base-g1/m3.dat	51.020000
n050-set03	50	3	4	random	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n050-set03/random/base-g1/m4.dat	51.020000
n050-set03	50	3	2	random	medium	5	${WORKSPACE}/experiment-suite/formal/instances/data/n050-set03/random/medium-g5/m2.dat	255.100000
n050-set03	50	3	3	random	medium	5	${WORKSPACE}/experiment-suite/formal/instances/data/n050-set03/random/medium-g5/m3.dat	255.100000
n050-set03	50	3	4	random	medium	5	${WORKSPACE}/experiment-suite/formal/instances/data/n050-set03/random/medium-g5/m4.dat	255.100000
n050-set03	50	3	2	random	high	15	${WORKSPACE}/experiment-suite/formal/instances/data/n050-set03/random/high-g15/m2.dat	765.300000
n050-set03	50	3	3	random	high	15	${WORKSPACE}/experiment-suite/formal/instances/data/n050-set03/random/high-g15/m3.dat	765.300000
n050-set03	50	3	4	random	high	15	${WORKSPACE}/experiment-suite/formal/instances/data/n050-set03/random/high-g15/m4.dat	765.300000
n050-set03	50	3	2	family	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n050-set03/family/base-g1/m2.dat	51.020000
n050-set03	50	3	3	family	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n050-set03/family/base-g1/m3.dat	51.020000
n050-set03	50	3	4	family	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n050-set03/family/base-g1/m4.dat	51.020000
n050-set03	50	3	2	family	medium	5	${WORKSPACE}/experiment-suite/formal/instances/data/n050-set03/family/medium-g5/m2.dat	255.100000
n050-set03	50	3	3	family	medium	5	${WORKSPACE}/experiment-suite/formal/instances/data/n050-set03/family/medium-g5/m3.dat	255.100000
n050-set03	50	3	4	family	medium	5	${WORKSPACE}/experiment-suite/formal/instances/data/n050-set03/family/medium-g5/m4.dat	255.100000
n050-set03	50	3	2	family	high	15	${WORKSPACE}/experiment-suite/formal/instances/data/n050-set03/family/high-g15/m2.dat	765.300000
n050-set03	50	3	3	family	high	15	${WORKSPACE}/experiment-suite/formal/instances/data/n050-set03/family/high-g15/m3.dat	765.300000
n050-set03	50	3	4	family	high	15	${WORKSPACE}/experiment-suite/formal/instances/data/n050-set03/family/high-g15/m4.dat	765.300000
n050-set04	50	4	2	random	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n050-set04/random/base-g1/m2.dat	43.400000
n050-set04	50	4	3	random	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n050-set04/random/base-g1/m3.dat	43.400000
n050-set04	50	4	4	random	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n050-set04/random/base-g1/m4.dat	43.400000
n050-set04	50	4	2	random	medium	9	${WORKSPACE}/experiment-suite/formal/instances/data/n050-set04/random/medium-g9/m2.dat	390.600000
n050-set04	50	4	3	random	medium	9	${WORKSPACE}/experiment-suite/formal/instances/data/n050-set04/random/medium-g9/m3.dat	390.600000
n050-set04	50	4	4	random	medium	9	${WORKSPACE}/experiment-suite/formal/instances/data/n050-set04/random/medium-g9/m4.dat	390.600000
n050-set04	50	4	2	random	high	19	${WORKSPACE}/experiment-suite/formal/instances/data/n050-set04/random/high-g19/m2.dat	824.600000
n050-set04	50	4	3	random	high	19	${WORKSPACE}/experiment-suite/formal/instances/data/n050-set04/random/high-g19/m3.dat	824.600000
n050-set04	50	4	4	random	high	19	${WORKSPACE}/experiment-suite/formal/instances/data/n050-set04/random/high-g19/m4.dat	824.600000
n050-set04	50	4	2	family	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n050-set04/family/base-g1/m2.dat	43.400000
n050-set04	50	4	3	family	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n050-set04/family/base-g1/m3.dat	43.400000
n050-set04	50	4	4	family	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n050-set04/family/base-g1/m4.dat	43.400000
n050-set04	50	4	2	family	medium	9	${WORKSPACE}/experiment-suite/formal/instances/data/n050-set04/family/medium-g9/m2.dat	390.600000
n050-set04	50	4	3	family	medium	9	${WORKSPACE}/experiment-suite/formal/instances/data/n050-set04/family/medium-g9/m3.dat	390.600000
n050-set04	50	4	4	family	medium	9	${WORKSPACE}/experiment-suite/formal/instances/data/n050-set04/family/medium-g9/m4.dat	390.600000
n050-set04	50	4	2	family	high	19	${WORKSPACE}/experiment-suite/formal/instances/data/n050-set04/family/high-g19/m2.dat	824.600000
n050-set04	50	4	3	family	high	19	${WORKSPACE}/experiment-suite/formal/instances/data/n050-set04/family/high-g19/m3.dat	824.600000
n050-set04	50	4	4	family	high	19	${WORKSPACE}/experiment-suite/formal/instances/data/n050-set04/family/high-g19/m4.dat	824.600000
n050-set05	50	5	2	random	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n050-set05/random/base-g1/m2.dat	45.100000
n050-set05	50	5	3	random	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n050-set05/random/base-g1/m3.dat	45.100000
n050-set05	50	5	4	random	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n050-set05/random/base-g1/m4.dat	45.100000
n050-set05	50	5	2	random	medium	15	${WORKSPACE}/experiment-suite/formal/instances/data/n050-set05/random/medium-g15/m2.dat	676.500000
n050-set05	50	5	3	random	medium	15	${WORKSPACE}/experiment-suite/formal/instances/data/n050-set05/random/medium-g15/m3.dat	676.500000
n050-set05	50	5	4	random	medium	15	${WORKSPACE}/experiment-suite/formal/instances/data/n050-set05/random/medium-g15/m4.dat	676.500000
n050-set05	50	5	2	random	high	25	${WORKSPACE}/experiment-suite/formal/instances/data/n050-set05/random/high-g25/m2.dat	1127.500000
n050-set05	50	5	3	random	high	25	${WORKSPACE}/experiment-suite/formal/instances/data/n050-set05/random/high-g25/m3.dat	1127.500000
n050-set05	50	5	4	random	high	25	${WORKSPACE}/experiment-suite/formal/instances/data/n050-set05/random/high-g25/m4.dat	1127.500000
n050-set05	50	5	2	family	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n050-set05/family/base-g1/m2.dat	45.100000
n050-set05	50	5	3	family	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n050-set05/family/base-g1/m3.dat	45.100000
n050-set05	50	5	4	family	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n050-set05/family/base-g1/m4.dat	45.100000
n050-set05	50	5	2	family	medium	15	${WORKSPACE}/experiment-suite/formal/instances/data/n050-set05/family/medium-g15/m2.dat	676.500000
n050-set05	50	5	3	family	medium	15	${WORKSPACE}/experiment-suite/formal/instances/data/n050-set05/family/medium-g15/m3.dat	676.500000
n050-set05	50	5	4	family	medium	15	${WORKSPACE}/experiment-suite/formal/instances/data/n050-set05/family/medium-g15/m4.dat	676.500000
n050-set05	50	5	2	family	high	25	${WORKSPACE}/experiment-suite/formal/instances/data/n050-set05/family/high-g25/m2.dat	1127.500000
n050-set05	50	5	3	family	high	25	${WORKSPACE}/experiment-suite/formal/instances/data/n050-set05/family/high-g25/m3.dat	1127.500000
n050-set05	50	5	4	family	high	25	${WORKSPACE}/experiment-suite/formal/instances/data/n050-set05/family/high-g25/m4.dat	1127.500000
n060-set01	60	1	2	random	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set01/random/base-g1/m2.dat	54.733333
n060-set01	60	1	3	random	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set01/random/base-g1/m3.dat	54.733333
n060-set01	60	1	4	random	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set01/random/base-g1/m4.dat	54.733333
n060-set01	60	1	2	random	medium	9	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set01/random/medium-g9/m2.dat	492.600000
n060-set01	60	1	3	random	medium	9	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set01/random/medium-g9/m3.dat	492.600000
n060-set01	60	1	4	random	medium	9	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set01/random/medium-g9/m4.dat	492.600000
n060-set01	60	1	2	random	high	19	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set01/random/high-g19/m2.dat	1039.933333
n060-set01	60	1	3	random	high	19	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set01/random/high-g19/m3.dat	1039.933333
n060-set01	60	1	4	random	high	19	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set01/random/high-g19/m4.dat	1039.933333
n060-set01	60	1	2	family	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set01/family/base-g1/m2.dat	54.733333
n060-set01	60	1	3	family	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set01/family/base-g1/m3.dat	54.733333
n060-set01	60	1	4	family	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set01/family/base-g1/m4.dat	54.733333
n060-set01	60	1	2	family	medium	9	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set01/family/medium-g9/m2.dat	492.600000
n060-set01	60	1	3	family	medium	9	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set01/family/medium-g9/m3.dat	492.600000
n060-set01	60	1	4	family	medium	9	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set01/family/medium-g9/m4.dat	492.600000
n060-set01	60	1	2	family	high	19	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set01/family/high-g19/m2.dat	1039.933333
n060-set01	60	1	3	family	high	19	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set01/family/high-g19/m3.dat	1039.933333
n060-set01	60	1	4	family	high	19	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set01/family/high-g19/m4.dat	1039.933333
n060-set02	60	2	2	random	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set02/random/base-g1/m2.dat	51.750000
n060-set02	60	2	3	random	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set02/random/base-g1/m3.dat	51.750000
n060-set02	60	2	4	random	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set02/random/base-g1/m4.dat	51.750000
n060-set02	60	2	2	random	medium	6	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set02/random/medium-g6/m2.dat	310.500000
n060-set02	60	2	3	random	medium	6	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set02/random/medium-g6/m3.dat	310.500000
n060-set02	60	2	4	random	medium	6	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set02/random/medium-g6/m4.dat	310.500000
n060-set02	60	2	2	random	high	16	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set02/random/high-g16/m2.dat	828.000000
n060-set02	60	2	3	random	high	16	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set02/random/high-g16/m3.dat	828.000000
n060-set02	60	2	4	random	high	16	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set02/random/high-g16/m4.dat	828.000000
n060-set02	60	2	2	family	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set02/family/base-g1/m2.dat	51.750000
n060-set02	60	2	3	family	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set02/family/base-g1/m3.dat	51.750000
n060-set02	60	2	4	family	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set02/family/base-g1/m4.dat	51.750000
n060-set02	60	2	2	family	medium	6	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set02/family/medium-g6/m2.dat	310.500000
n060-set02	60	2	3	family	medium	6	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set02/family/medium-g6/m3.dat	310.500000
n060-set02	60	2	4	family	medium	6	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set02/family/medium-g6/m4.dat	310.500000
n060-set02	60	2	2	family	high	16	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set02/family/high-g16/m2.dat	828.000000
n060-set02	60	2	3	family	high	16	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set02/family/high-g16/m3.dat	828.000000
n060-set02	60	2	4	family	high	16	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set02/family/high-g16/m4.dat	828.000000
n060-set03	60	3	2	random	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set03/random/base-g1/m2.dat	51.466667
n060-set03	60	3	3	random	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set03/random/base-g1/m3.dat	51.466667
n060-set03	60	3	4	random	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set03/random/base-g1/m4.dat	51.466667
n060-set03	60	3	2	random	medium	7	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set03/random/medium-g7/m2.dat	360.266667
n060-set03	60	3	3	random	medium	7	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set03/random/medium-g7/m3.dat	360.266667
n060-set03	60	3	4	random	medium	7	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set03/random/medium-g7/m4.dat	360.266667
n060-set03	60	3	2	random	high	17	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set03/random/high-g17/m2.dat	874.933333
n060-set03	60	3	3	random	high	17	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set03/random/high-g17/m3.dat	874.933333
n060-set03	60	3	4	random	high	17	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set03/random/high-g17/m4.dat	874.933333
n060-set03	60	3	2	family	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set03/family/base-g1/m2.dat	51.466667
n060-set03	60	3	3	family	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set03/family/base-g1/m3.dat	51.466667
n060-set03	60	3	4	family	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set03/family/base-g1/m4.dat	51.466667
n060-set03	60	3	2	family	medium	7	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set03/family/medium-g7/m2.dat	360.266667
n060-set03	60	3	3	family	medium	7	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set03/family/medium-g7/m3.dat	360.266667
n060-set03	60	3	4	family	medium	7	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set03/family/medium-g7/m4.dat	360.266667
n060-set03	60	3	2	family	high	17	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set03/family/high-g17/m2.dat	874.933333
n060-set03	60	3	3	family	high	17	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set03/family/high-g17/m3.dat	874.933333
n060-set03	60	3	4	family	high	17	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set03/family/high-g17/m4.dat	874.933333
n060-set04	60	4	2	random	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set04/random/base-g1/m2.dat	53.583333
n060-set04	60	4	3	random	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set04/random/base-g1/m3.dat	53.583333
n060-set04	60	4	4	random	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set04/random/base-g1/m4.dat	53.583333
n060-set04	60	4	2	random	medium	15	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set04/random/medium-g15/m2.dat	803.750000
n060-set04	60	4	3	random	medium	15	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set04/random/medium-g15/m3.dat	803.750000
n060-set04	60	4	4	random	medium	15	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set04/random/medium-g15/m4.dat	803.750000
n060-set04	60	4	2	random	high	25	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set04/random/high-g25/m2.dat	1339.583333
n060-set04	60	4	3	random	high	25	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set04/random/high-g25/m3.dat	1339.583333
n060-set04	60	4	4	random	high	25	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set04/random/high-g25/m4.dat	1339.583333
n060-set04	60	4	2	family	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set04/family/base-g1/m2.dat	53.583333
n060-set04	60	4	3	family	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set04/family/base-g1/m3.dat	53.583333
n060-set04	60	4	4	family	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set04/family/base-g1/m4.dat	53.583333
n060-set04	60	4	2	family	medium	15	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set04/family/medium-g15/m2.dat	803.750000
n060-set04	60	4	3	family	medium	15	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set04/family/medium-g15/m3.dat	803.750000
n060-set04	60	4	4	family	medium	15	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set04/family/medium-g15/m4.dat	803.750000
n060-set04	60	4	2	family	high	25	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set04/family/high-g25/m2.dat	1339.583333
n060-set04	60	4	3	family	high	25	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set04/family/high-g25/m3.dat	1339.583333
n060-set04	60	4	4	family	high	25	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set04/family/high-g25/m4.dat	1339.583333
n060-set05	60	5	2	random	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set05/random/base-g1/m2.dat	55.950000
n060-set05	60	5	3	random	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set05/random/base-g1/m3.dat	55.950000
n060-set05	60	5	4	random	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set05/random/base-g1/m4.dat	55.950000
n060-set05	60	5	2	random	medium	13	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set05/random/medium-g13/m2.dat	727.350000
n060-set05	60	5	3	random	medium	13	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set05/random/medium-g13/m3.dat	727.350000
n060-set05	60	5	4	random	medium	13	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set05/random/medium-g13/m4.dat	727.350000
n060-set05	60	5	2	random	high	23	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set05/random/high-g23/m2.dat	1286.850000
n060-set05	60	5	3	random	high	23	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set05/random/high-g23/m3.dat	1286.850000
n060-set05	60	5	4	random	high	23	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set05/random/high-g23/m4.dat	1286.850000
n060-set05	60	5	2	family	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set05/family/base-g1/m2.dat	55.950000
n060-set05	60	5	3	family	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set05/family/base-g1/m3.dat	55.950000
n060-set05	60	5	4	family	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set05/family/base-g1/m4.dat	55.950000
n060-set05	60	5	2	family	medium	13	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set05/family/medium-g13/m2.dat	727.350000
n060-set05	60	5	3	family	medium	13	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set05/family/medium-g13/m3.dat	727.350000
n060-set05	60	5	4	family	medium	13	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set05/family/medium-g13/m4.dat	727.350000
n060-set05	60	5	2	family	high	23	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set05/family/high-g23/m2.dat	1286.850000
n060-set05	60	5	3	family	high	23	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set05/family/high-g23/m3.dat	1286.850000
n060-set05	60	5	4	family	high	23	${WORKSPACE}/experiment-suite/formal/instances/data/n060-set05/family/high-g23/m4.dat	1286.850000
n080-set01	80	1	3	random	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set01/random/base-g1/m3.dat	55.475000
n080-set01	80	1	4	random	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set01/random/base-g1/m4.dat	55.475000
n080-set01	80	1	5	random	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set01/random/base-g1/m5.dat	55.475000
n080-set01	80	1	3	random	medium	11	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set01/random/medium-g11/m3.dat	610.225000
n080-set01	80	1	4	random	medium	11	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set01/random/medium-g11/m4.dat	610.225000
n080-set01	80	1	5	random	medium	11	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set01/random/medium-g11/m5.dat	610.225000
n080-set01	80	1	3	random	high	21	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set01/random/high-g21/m3.dat	1164.975000
n080-set01	80	1	4	random	high	21	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set01/random/high-g21/m4.dat	1164.975000
n080-set01	80	1	5	random	high	21	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set01/random/high-g21/m5.dat	1164.975000
n080-set01	80	1	3	family	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set01/family/base-g1/m3.dat	55.475000
n080-set01	80	1	4	family	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set01/family/base-g1/m4.dat	55.475000
n080-set01	80	1	5	family	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set01/family/base-g1/m5.dat	55.475000
n080-set01	80	1	3	family	medium	11	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set01/family/medium-g11/m3.dat	610.225000
n080-set01	80	1	4	family	medium	11	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set01/family/medium-g11/m4.dat	610.225000
n080-set01	80	1	5	family	medium	11	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set01/family/medium-g11/m5.dat	610.225000
n080-set01	80	1	3	family	high	21	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set01/family/high-g21/m3.dat	1164.975000
n080-set01	80	1	4	family	high	21	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set01/family/high-g21/m4.dat	1164.975000
n080-set01	80	1	5	family	high	21	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set01/family/high-g21/m5.dat	1164.975000
n080-set02	80	2	3	random	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set02/random/base-g1/m3.dat	52.637500
n080-set02	80	2	4	random	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set02/random/base-g1/m4.dat	52.637500
n080-set02	80	2	5	random	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set02/random/base-g1/m5.dat	52.637500
n080-set02	80	2	3	random	medium	7	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set02/random/medium-g7/m3.dat	368.462500
n080-set02	80	2	4	random	medium	7	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set02/random/medium-g7/m4.dat	368.462500
n080-set02	80	2	5	random	medium	7	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set02/random/medium-g7/m5.dat	368.462500
n080-set02	80	2	3	random	high	17	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set02/random/high-g17/m3.dat	894.837500
n080-set02	80	2	4	random	high	17	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set02/random/high-g17/m4.dat	894.837500
n080-set02	80	2	5	random	high	17	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set02/random/high-g17/m5.dat	894.837500
n080-set02	80	2	3	family	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set02/family/base-g1/m3.dat	52.637500
n080-set02	80	2	4	family	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set02/family/base-g1/m4.dat	52.637500
n080-set02	80	2	5	family	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set02/family/base-g1/m5.dat	52.637500
n080-set02	80	2	3	family	medium	7	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set02/family/medium-g7/m3.dat	368.462500
n080-set02	80	2	4	family	medium	7	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set02/family/medium-g7/m4.dat	368.462500
n080-set02	80	2	5	family	medium	7	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set02/family/medium-g7/m5.dat	368.462500
n080-set02	80	2	3	family	high	17	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set02/family/high-g17/m3.dat	894.837500
n080-set02	80	2	4	family	high	17	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set02/family/high-g17/m4.dat	894.837500
n080-set02	80	2	5	family	high	17	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set02/family/high-g17/m5.dat	894.837500
n080-set03	80	3	3	random	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set03/random/base-g1/m3.dat	53.300000
n080-set03	80	3	4	random	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set03/random/base-g1/m4.dat	53.300000
n080-set03	80	3	5	random	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set03/random/base-g1/m5.dat	53.300000
n080-set03	80	3	3	random	medium	10	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set03/random/medium-g10/m3.dat	533.000000
n080-set03	80	3	4	random	medium	10	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set03/random/medium-g10/m4.dat	533.000000
n080-set03	80	3	5	random	medium	10	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set03/random/medium-g10/m5.dat	533.000000
n080-set03	80	3	3	random	high	20	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set03/random/high-g20/m3.dat	1066.000000
n080-set03	80	3	4	random	high	20	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set03/random/high-g20/m4.dat	1066.000000
n080-set03	80	3	5	random	high	20	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set03/random/high-g20/m5.dat	1066.000000
n080-set03	80	3	3	family	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set03/family/base-g1/m3.dat	53.300000
n080-set03	80	3	4	family	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set03/family/base-g1/m4.dat	53.300000
n080-set03	80	3	5	family	base	1	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set03/family/base-g1/m5.dat	53.300000
n080-set03	80	3	3	family	medium	10	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set03/family/medium-g10/m3.dat	533.000000
n080-set03	80	3	4	family	medium	10	${WORKSPACE}/experiment-suite/formal/instances/data/n080-set03/family/medium-g10/m4.dat	533.000000
