taskSetId	setupType	scaleLevel	windowLevel	nominalScale	machines	instance	targetMean	actualMean	meanError	cap	maximum	triangleViolations	floydChangedArcs	withinMean	betweenMean	bodySha256
n050-set04	family	high	wide	20	4	instances/data/n050-set04/family/high-heterogeneous/wide/m4.dat	428.390000000	428.853877551	0.463877551	856	691	0	0	122.996173469	572.786914766	ad592ba945088fe859f587a946cba1b2a998a53d335ac89c5b25c61a1f4a5b46
n050-set05	family	base	zero	1	2	instances/data/n050-set05/family/base/zero/m2.dat	22.550000000	22.552244898	0.002244898	45	36	0	0	6.354591837	30.174669868	7eafab4bb70c03d25a6f775641ffc24c1e865798841c9aa1bf7ff8cfcb56511f
n050-set05	family	base	zero	1	3	instances/data/n050-set05/family/base/zero/m3.dat	22.550000000	22.552244898	0.002244898	45	36	0	0	6.354591837	30.174669868	7eafab4bb70c03d25a6f775641ffc24c1e865798841c9aa1bf7ff8cfcb56511f
n050-set05	family	base	zero	1	4	instances/data/n050-set05/family/base/zero/m4.dat	22.550000000	22.552244898	0.002244898	45	36	0	0	6.354591837	30.174669868	7eafab4bb70c03d25a6f775641ffc24c1e865798841c9aa1bf7ff8cfcb56511f
n050-set05	family	base	narrow	1	2	instances/data/n050-set05/family/base/narrow/m2.dat	22.550000000	22.552244898	0.002244898	45	36	0	0	6.354591837	30.174669868	305c406bf35aba81afeb0c5f6f1efbed0c45ca6d1095cdd5c4c49a8078d55080
n050-set05	family	base	narrow	1	3	instances/data/n050-set05/family/base/narrow/m3.dat	22.550000000	22.552244898	0.002244898	45	36	0	0	6.354591837	30.174669868	305c406bf35aba81afeb0c5f6f1efbed0c45ca6d1095cdd5c4c49a8078d55080
n050-set05	family	base	narrow	1	4	instances/data/n050-set05/family/base/narrow/m4.dat	22.550000000	22.552244898	0.002244898	45	36	0	0	6.354591837	30.174669868	305c406bf35aba81afeb0c5f6f1efbed0c45ca6d1095cdd5c4c49a8078d55080
n050-set05	family	base	wide	1	2	instances/data/n050-set05/family/base/wide/m2.dat	22.550000000	22.552244898	0.002244898	45	36	0	0	6.354591837	30.174669868	802e94a6af9ca62aa7324809ef9e7f7d38e2cc123e6f840040b1dc75bba482ae
n050-set05	family	base	wide	1	3	instances/data/n050-set05/family/base/wide/m3.dat	22.550000000	22.552244898	0.002244898	45	36	0	0	6.354591837	30.174669868	802e94a6af9ca62aa7324809ef9e7f7d38e2cc123e6f840040b1dc75bba482ae
n050-set05	family	base	wide	1	4	instances/data/n050-set05/family/base/wide/m4.dat	22.550000000	22.552244898	0.002244898	45	36	0	0	6.354591837	30.174669868	802e94a6af9ca62aa7324809ef9e7f7d38e2cc123e6f840040b1dc75bba482ae
n050-set05	family	medium	zero	10	2	instances/data/n050-set05/family/medium-heterogeneous/zero/m2.dat	210.650000000	211.132653061	0.482653061	421	337	0	0	59.943877551	282.280312125	53be84eda1ee7f818ed4ca1be4ab6ebe8e2c8f39b8f193af3a05c4eea55e676f
n050-set05	family	medium	zero	10	3	instances/data/n050-set05/family/medium-heterogeneous/zero/m3.dat	210.650000000	211.132653061	0.482653061	421	337	0	0	59.943877551	282.280312125	53be84eda1ee7f818ed4ca1be4ab6ebe8e2c8f39b8f193af3a05c4eea55e676f
n050-set05	family	medium	zero	10	4	instances/data/n050-set05/family/medium-heterogeneous/zero/m4.dat	210.650000000	211.132653061	0.482653061	421	337	0	0	59.943877551	282.280312125	53be84eda1ee7f818ed4ca1be4ab6ebe8e2c8f39b8f193af3a05c4eea55e676f
n050-set05	family	medium	narrow	10	2	instances/data/n050-set05/family/medium-heterogeneous/narrow/m2.dat	210.650000000	211.132653061	0.482653061	421	337	0	0	59.943877551	282.280312125	6672e6edf8b97ee7eeb096e1fde605f9a1bdf10a52431f2f7d3aa845c3aba2be
n050-set05	family	medium	narrow	10	3	instances/data/n050-set05/family/medium-heterogeneous/narrow/m3.dat	210.650000000	211.132653061	0.482653061	421	337	0	0	59.943877551	282.280312125	6672e6edf8b97ee7eeb096e1fde605f9a1bdf10a52431f2f7d3aa845c3aba2be
n050-set05	family	medium	narrow	10	4	instances/data/n050-set05/family/medium-heterogeneous/narrow/m4.dat	210.650000000	211.132653061	0.482653061	421	337	0	0	59.943877551	282.280312125	6672e6edf8b97ee7eeb096e1fde605f9a1bdf10a52431f2f7d3aa845c3aba2be
n050-set05	family	medium	wide	10	2	instances/data/n050-set05/family/medium-heterogeneous/wide/m2.dat	210.650000000	211.132653061	0.482653061	421	337	0	0	59.943877551	282.280312125	b3b6d45ce288e17978afc24346d3e7fbcfa5e65942db6642f07f98a2de5415a1
n050-set05	family	medium	wide	10	3	instances/data/n050-set05/family/medium-heterogeneous/wide/m3.dat	210.650000000	211.132653061	0.482653061	421	337	0	0	59.943877551	282.280312125	b3b6d45ce288e17978afc24346d3e7fbcfa5e65942db6642f07f98a2de5415a1
n050-set05	family	medium	wide	10	4	instances/data/n050-set05/family/medium-heterogeneous/wide/m4.dat	210.650000000	211.132653061	0.482653061	421	337	0	0	59.943877551	282.280312125	b3b6d45ce288e17978afc24346d3e7fbcfa5e65942db6642f07f98a2de5415a1
n050-set05	family	high	zero	20	2	instances/data/n050-set05/family/high-heterogeneous/zero/m2.dat	447.940000000	448.488979592	0.548979592	895	716	0	0	126.778061224	599.882352941	96da07d77115d85cfc8594242ec2173843cb52c2c62a46cd216bbee92e0bf40f
n050-set05	family	high	zero	20	3	instances/data/n050-set05/family/high-heterogeneous/zero/m3.dat	447.940000000	448.488979592	0.548979592	895	716	0	0	126.778061224	599.882352941	96da07d77115d85cfc8594242ec2173843cb52c2c62a46cd216bbee92e0bf40f
n050-set05	family	high	zero	20	4	instances/data/n050-set05/family/high-heterogeneous/zero/m4.dat	447.940000000	448.488979592	0.548979592	895	716	0	0	126.778061224	599.882352941	96da07d77115d85cfc8594242ec2173843cb52c2c62a46cd216bbee92e0bf40f
n050-set05	family	high	narrow	20	2	instances/data/n050-set05/family/high-heterogeneous/narrow/m2.dat	447.940000000	448.488979592	0.548979592	895	716	0	0	126.778061224	599.882352941	ddca012f0b03e3382a019fb7a75f6d4aef176c62bd74fa7903508ed2807a4e27
n050-set05	family	high	narrow	20	3	instances/data/n050-set05/family/high-heterogeneous/narrow/m3.dat	447.940000000	448.488979592	0.548979592	895	716	0	0	126.778061224	599.882352941	ddca012f0b03e3382a019fb7a75f6d4aef176c62bd74fa7903508ed2807a4e27
n050-set05	family	high	narrow	20	4	instances/data/n050-set05/family/high-heterogeneous/narrow/m4.dat	447.940000000	448.488979592	0.548979592	895	716	0	0	126.778061224	599.882352941	ddca012f0b03e3382a019fb7a75f6d4aef176c62bd74fa7903508ed2807a4e27
n050-set05	family	high	wide	20	2	instances/data/n050-set05/family/high-heterogeneous/wide/m2.dat	447.940000000	448.488979592	0.548979592	895	716	0	0	126.778061224	599.882352941	13f8f3423985a76b9a5f5cc848c6776939e1eba02480e6139864a7ae085adcfe
n050-set05	family	high	wide	20	3	instances/data/n050-set05/family/high-heterogeneous/wide/m3.dat	447.940000000	448.488979592	0.548979592	895	716	0	0	126.778061224	599.882352941	13f8f3423985a76b9a5f5cc848c6776939e1eba02480e6139864a7ae085adcfe
n050-set05	family	high	wide	20	4	instances/data/n050-set05/family/high-heterogeneous/wide/m4.dat	447.940000000	448.488979592	0.548979592	895	716	0	0	126.778061224	599.882352941	13f8f3423985a76b9a5f5cc848c6776939e1eba02480e6139864a7ae085adcfe
n060-set01	family	base	zero	1	2	instances/data/n060-set01/family/base/zero/m2.dat	27.366666667	27.361299435	-0.005367232	54	44	0	0	7.782456140	36.661250000	a758c41d8ea4218011ef6ed9de1adce127523cceb89e1456bfe4f4b2678dbb55
n060-set01	family	base	zero	1	3	instances/data/n060-set01/family/base/zero/m3.dat	27.366666667	27.361299435	-0.005367232	54	44	0	0	7.782456140	36.661250000	a758c41d8ea4218011ef6ed9de1adce127523cceb89e1456bfe4f4b2678dbb55
n060-set01	family	base	zero	1	4	instances/data/n060-set01/family/base/zero/m4.dat	27.366666667	27.361299435	-0.005367232	54	44	0	0	7.782456140	36.661250000	a758c41d8ea4218011ef6ed9de1adce127523cceb89e1456bfe4f4b2678dbb55
n060-set01	family	base	narrow	1	2	instances/data/n060-set01/family/base/narrow/m2.dat	27.366666667	27.361299435	-0.005367232	54	44	0	0	7.782456140	36.661250000	df206aa9379b1536a1719ed4b2cc8aeaee8d0fa82197d089e26ee8dda658ee46
n060-set01	family	base	narrow	1	3	instances/data/n060-set01/family/base/narrow/m3.dat	27.366666667	27.361299435	-0.005367232	54	44	0	0	7.782456140	36.661250000	df206aa9379b1536a1719ed4b2cc8aeaee8d0fa82197d089e26ee8dda658ee46
n060-set01	family	base	narrow	1	4	instances/data/n060-set01/family/base/narrow/m4.dat	27.366666667	27.361299435	-0.005367232	54	44	0	0	7.782456140	36.661250000	df206aa9379b1536a1719ed4b2cc8aeaee8d0fa82197d089e26ee8dda658ee46
n060-set01	family	base	wide	1	2	instances/data/n060-set01/family/base/wide/m2.dat	27.366666667	27.361299435	-0.005367232	54	44	0	0	7.782456140	36.661250000	211fb576ab6fc8c866c12fac8611bb91e71c1113ea3c72d5b566094cb8cb0937
n060-set01	family	base	wide	1	3	instances/data/n060-set01/family/base/wide/m3.dat	27.366666667	27.361299435	-0.005367232	54	44	0	0	7.782456140	36.661250000	211fb576ab6fc8c866c12fac8611bb91e71c1113ea3c72d5b566094cb8cb0937
n060-set01	family	base	wide	1	4	instances/data/n060-set01/family/base/wide/m4.dat	27.366666667	27.361299435	-0.005367232	54	44	0	0	7.782456140	36.661250000	211fb576ab6fc8c866c12fac8611bb91e71c1113ea3c72d5b566094cb8cb0937
n060-set01	family	medium	zero	10	2	instances/data/n060-set01/family/medium-heterogeneous/zero/m2.dat	256.216666667	256.684180791	0.467514124	512	412	0	0	73.311403509	343.786250000	a5358fefcb4e9d9bfa05c548e53c50a46cf23da7a84bdddc2bb5d90ec5311f77
n060-set01	family	medium	zero	10	3	instances/data/n060-set01/family/medium-heterogeneous/zero/m3.dat	256.216666667	256.684180791	0.467514124	512	412	0	0	73.311403509	343.786250000	a5358fefcb4e9d9bfa05c548e53c50a46cf23da7a84bdddc2bb5d90ec5311f77
n060-set01	family	medium	zero	10	4	instances/data/n060-set01/family/medium-heterogeneous/zero/m4.dat	256.216666667	256.684180791	0.467514124	512	412	0	0	73.311403509	343.786250000	a5358fefcb4e9d9bfa05c548e53c50a46cf23da7a84bdddc2bb5d90ec5311f77
n060-set01	family	medium	narrow	10	2	instances/data/n060-set01/family/medium-heterogeneous/narrow/m2.dat	256.216666667	256.684180791	0.467514124	512	412	0	0	73.311403509	343.786250000	09c488e3df9663cd0d642b96d31681d26fd8480a42e2ed6bea03e582212d239c
n060-set01	family	medium	narrow	10	3	instances/data/n060-set01/family/medium-heterogeneous/narrow/m3.dat	256.216666667	256.684180791	0.467514124	512	412	0	0	73.311403509	343.786250000	09c488e3df9663cd0d642b96d31681d26fd8480a42e2ed6bea03e582212d239c
n060-set01	family	medium	narrow	10	4	instances/data/n060-set01/family/medium-heterogeneous/narrow/m4.dat	256.216666667	256.684180791	0.467514124	512	412	0	0	73.311403509	343.786250000	09c488e3df9663cd0d642b96d31681d26fd8480a42e2ed6bea03e582212d239c
n060-set01	family	medium	wide	10	2	instances/data/n060-set01/family/medium-heterogeneous/wide/m2.dat	256.216666667	256.684180791	0.467514124	512	412	0	0	73.311403509	343.786250000	903b7e5b4a90936cc2f27423dd6cc1c6ad70fdeba8f0caf658a6bfddf9d314c1
n060-set01	family	medium	wide	10	3	instances/data/n060-set01/family/medium-heterogeneous/wide/m3.dat	256.216666667	256.684180791	0.467514124	512	412	0	0	73.311403509	343.786250000	903b7e5b4a90936cc2f27423dd6cc1c6ad70fdeba8f0caf658a6bfddf9d314c1
n060-set01	family	medium	wide	10	4	instances/data/n060-set01/family/medium-heterogeneous/wide/m4.dat	256.216666667	256.684180791	0.467514124	512	412	0	0	73.311403509	343.786250000	903b7e5b4a90936cc2f27423dd6cc1c6ad70fdeba8f0caf658a6bfddf9d314c1
n060-set01	family	high	zero	20	2	instances/data/n060-set01/family/high-heterogeneous/zero/m2.dat	582.408333333	582.769774011	0.361440678	1164	937	0	0	166.080701754	780.697083333	5aed0d7df265d5153503505acdc274f46bbc207a195b1978cf04944ff0893454
n060-set01	family	high	zero	20	3	instances/data/n060-set01/family/high-heterogeneous/zero/m3.dat	582.408333333	582.769774011	0.361440678	1164	937	0	0	166.080701754	780.697083333	5aed0d7df265d5153503505acdc274f46bbc207a195b1978cf04944ff0893454
n060-set01	family	high	zero	20	4	instances/data/n060-set01/family/high-heterogeneous/zero/m4.dat	582.408333333	582.769774011	0.361440678	1164	937	0	0	166.080701754	780.697083333	5aed0d7df265d5153503505acdc274f46bbc207a195b1978cf04944ff0893454
n060-set01	family	high	narrow	20	2	instances/data/n060-set01/family/high-heterogeneous/narrow/m2.dat	582.408333333	582.769774011	0.361440678	1164	937	0	0	166.080701754	780.697083333	e851af5c939b2b7c4c99c9aa57be4da167f576f4a51268ec422620b7d7852d93
n060-set01	family	high	narrow	20	3	instances/data/n060-set01/family/high-heterogeneous/narrow/m3.dat	582.408333333	582.769774011	0.361440678	1164	937	0	0	166.080701754	780.697083333	e851af5c939b2b7c4c99c9aa57be4da167f576f4a51268ec422620b7d7852d93
n060-set01	family	high	narrow	20	4	instances/data/n060-set01/family/high-heterogeneous/narrow/m4.dat	582.408333333	582.769774011	0.361440678	1164	937	0	0	166.080701754	780.697083333	e851af5c939b2b7c4c99c9aa57be4da167f576f4a51268ec422620b7d7852d93
n060-set01	family	high	wide	20	2	instances/data/n060-set01/family/high-heterogeneous/wide/m2.dat	582.408333333	582.769774011	0.361440678	1164	937	0	0	166.080701754	780.697083333	c0fc764421e4872e501ee0b008bc3dd31fe061ca3737cc05daf81ae1d60bf2b5
n060-set01	family	high	wide	20	3	instances/data/n060-set01/family/high-heterogeneous/wide/m3.dat	582.408333333	582.769774011	0.361440678	1164	937	0	0	166.080701754	780.697083333	c0fc764421e4872e501ee0b008bc3dd31fe061ca3737cc05daf81ae1d60bf2b5
n060-set01	family	high	wide	20	4	instances/data/n060-set01/family/high-heterogeneous/wide/m4.dat	582.408333333	582.769774011	0.361440678	1164	937	0	0	166.080701754	780.697083333	c0fc764421e4872e501ee0b008bc3dd31fe061ca3737cc05daf81ae1d60bf2b5
n060-set02	family	base	zero	1	2	instances/data/n060-set02/family/base/zero/m2.dat	25.875000000	25.892655367	0.017655367	51	41	0	0	7.360526316	34.695416667	81cc10b72ef7924f3501c7c427e5dfbb4e4137f07ad9d04836c01746d6b588df
n060-set02	family	base	zero	1	3	instances/data/n060-set02/family/base/zero/m3.dat	25.875000000	25.892655367	0.017655367	51	41	0	0	7.360526316	34.695416667	81cc10b72ef7924f3501c7c427e5dfbb4e4137f07ad9d04836c01746d6b588df
n060-set02	family	base	zero	1	4	instances/data/n060-set02/family/base/zero/m4.dat	25.875000000	25.892655367	0.017655367	51	41	0	0	7.360526316	34.695416667	81cc10b72ef7924f3501c7c427e5dfbb4e4137f07ad9d04836c01746d6b588df
n060-set02	family	base	narrow	1	2	instances/data/n060-set02/family/base/narrow/m2.dat	25.875000000	25.892655367	0.017655367	51	41	0	0	7.360526316	34.695416667	63be27e2deccb5c23a367195d1a894ed76e3398d9e22fa2a525560c67323da9b
n060-set02	family	base	narrow	1	3	instances/data/n060-set02/family/base/narrow/m3.dat	25.875000000	25.892655367	0.017655367	51	41	0	0	7.360526316	34.695416667	63be27e2deccb5c23a367195d1a894ed76e3398d9e22fa2a525560c67323da9b
n060-set02	family	base	narrow	1	4	instances/data/n060-set02/family/base/narrow/m4.dat	25.875000000	25.892655367	0.017655367	51	41	0	0	7.360526316	34.695416667	63be27e2deccb5c23a367195d1a894ed76e3398d9e22fa2a525560c67323da9b
n060-set02	family	base	wide	1	2	instances/data/n060-set02/family/base/wide/m2.dat	25.875000000	25.892655367	0.017655367	51	41	0	0	7.360526316	34.695416667	1b55c22d99370c1022060127e5d4663a132139f48cb19244d30e182d2a38f0de
n060-set02	family	base	wide	1	3	instances/data/n060-set02/family/base/wide/m3.dat	25.875000000	25.892655367	0.017655367	51	41	0	0	7.360526316	34.695416667	1b55c22d99370c1022060127e5d4663a132139f48cb19244d30e182d2a38f0de
n060-set02	family	base	wide	1	4	instances/data/n060-set02/family/base/wide/m4.dat	25.875000000	25.892655367	0.017655367	51	41	0	0	7.360526316	34.695416667	1b55c22d99370c1022060127e5d4663a132139f48cb19244d30e182d2a38f0de
n060-set02	family	medium	zero	10	2	instances/data/n060-set02/family/medium-heterogeneous/zero/m2.dat	243.558333333	244.240112994	0.681779661	487	386	0	0	69.765789474	327.115416667	36d2fc1180930d29a35f317cf1c7a510e73e5497b07360ad869cc4710be64778
n060-set02	family	medium	zero	10	3	instances/data/n060-set02/family/medium-heterogeneous/zero/m3.dat	243.558333333	244.240112994	0.681779661	487	386	0	0	69.765789474	327.115416667	36d2fc1180930d29a35f317cf1c7a510e73e5497b07360ad869cc4710be64778
n060-set02	family	medium	zero	10	4	instances/data/n060-set02/family/medium-heterogeneous/zero/m4.dat	243.558333333	244.240112994	0.681779661	487	386	0	0	69.765789474	327.115416667	36d2fc1180930d29a35f317cf1c7a510e73e5497b07360ad869cc4710be64778
n060-set02	family	medium	narrow	10	2	instances/data/n060-set02/family/medium-heterogeneous/narrow/m2.dat	243.558333333	244.240112994	0.681779661	487	386	0	0	69.765789474	327.115416667	f6406834fa7129871f10ea2ea2b56992fc6f739e88145d6348623bb841e37b1e
n060-set02	family	medium	narrow	10	3	instances/data/n060-set02/family/medium-heterogeneous/narrow/m3.dat	243.558333333	244.240112994	0.681779661	487	386	0	0	69.765789474	327.115416667	f6406834fa7129871f10ea2ea2b56992fc6f739e88145d6348623bb841e37b1e
n060-set02	family	medium	narrow	10	4	instances/data/n060-set02/family/medium-heterogeneous/narrow/m4.dat	243.558333333	244.240112994	0.681779661	487	386	0	0	69.765789474	327.115416667	f6406834fa7129871f10ea2ea2b56992fc6f739e88145d6348623bb841e37b1e
n060-set02	family	medium	wide	10	2	instances/data/n060-set02/family/medium-heterogeneous/wide/m2.dat	243.558333333	244.240112994	0.681779661	487	386	0	0	69.765789474	327.115416667	04fc7a2a31491b27ccac8c13b4a3c113b8321a1424eb34d0bab0a314e4adafcd
n060-set02	family	medium	wide	10	3	instances/data/n060-set02/family/medium-heterogeneous/wide/m3.dat	243.558333333	244.240112994	0.681779661	487	386	0	0	69.765789474	327.115416667	04fc7a2a31491b27ccac8c13b4a3c113b8321a1424eb34d0bab0a314e4adafcd
n060-set02	family	medium	wide	10	4	instances/data/n060-set02/family/medium-heterogeneous/wide/m4.dat	243.558333333	244.240112994	0.681779661	487	386	0	0	69.765789474	327.115416667	04fc7a2a31491b27ccac8c13b4a3c113b8321a1424eb34d0bab0a314e4adafcd
n060-set02	family	high	zero	20	2	instances/data/n060-set02/family/high-heterogeneous/zero/m2.dat	516.083333333	517.019209040	0.935875706	1032	818	0	0	147.210526316	692.678333333	71e7e659ec5d0003975b7ea93fa3f90cce8c5742494d032c7711f3ba66a6c28a
n060-set02	family	high	zero	20	3	instances/data/n060-set02/family/high-heterogeneous/zero/m3.dat	516.083333333	517.019209040	0.935875706	1032	818	0	0	147.210526316	692.678333333	71e7e659ec5d0003975b7ea93fa3f90cce8c5742494d032c7711f3ba66a6c28a
n060-set02	family	high	zero	20	4	instances/data/n060-set02/family/high-heterogeneous/zero/m4.dat	516.083333333	517.019209040	0.935875706	1032	818	0	0	147.210526316	692.678333333	71e7e659ec5d0003975b7ea93fa3f90cce8c5742494d032c7711f3ba66a6c28a
n060-set02	family	high	narrow	20	2	instances/data/n060-set02/family/high-heterogeneous/narrow/m2.dat	516.083333333	517.019209040	0.935875706	1032	818	0	0	147.210526316	692.678333333	62c13b0cbca8a834085ecf74e717e373f60ed6e15755d7a724b4489f7ac7da24
n060-set02	family	high	narrow	20	3	instances/data/n060-set02/family/high-heterogeneous/narrow/m3.dat	516.083333333	517.019209040	0.935875706	1032	818	0	0	147.210526316	692.678333333	62c13b0cbca8a834085ecf74e717e373f60ed6e15755d7a724b4489f7ac7da24
n060-set02	family	high	narrow	20	4	instances/data/n060-set02/family/high-heterogeneous/narrow/m4.dat	516.083333333	517.019209040	0.935875706	1032	818	0	0	147.210526316	692.678333333	62c13b0cbca8a834085ecf74e717e373f60ed6e15755d7a724b4489f7ac7da24
n060-set02	family	high	wide	20	2	instances/data/n060-set02/family/high-heterogeneous/wide/m2.dat	516.083333333	517.019209040	0.935875706	1032	818	0	0	147.210526316	692.678333333	d468d3258dcba9622aa451a798124844950590a3db55ba0170d6b6554a375877
n060-set02	family	high	wide	20	3	instances/data/n060-set02/family/high-heterogeneous/wide/m3.dat	516.083333333	517.019209040	0.935875706	1032	818	0	0	147.210526316	692.678333333	d468d3258dcba9622aa451a798124844950590a3db55ba0170d6b6554a375877
n060-set02	family	high	wide	20	4	instances/data/n060-set02/family/high-heterogeneous/wide/m4.dat	516.083333333	517.019209040	0.935875706	1032	818	0	0	147.210526316	692.678333333	d468d3258dcba9622aa451a798124844950590a3db55ba0170d6b6554a375877
n060-set03	family	base	zero	1	2	instances/data/n060-set03/family/base/zero/m2.dat	25.733333333	25.742655367	0.009322034	51	41	0	0	7.270175439	34.517083333	8f1d7bf3bf8042b415d21b68edd5404ee65bd266c332a6f1ef2afeb2ff9d99e5
n060-set03	family	base	zero	1	3	instances/data/n060-set03/family/base/zero/m3.dat	25.733333333	25.742655367	0.009322034	51	41	0	0	7.270175439	34.517083333	8f1d7bf3bf8042b415d21b68edd5404ee65bd266c332a6f1ef2afeb2ff9d99e5
n060-set03	family	base	zero	1	4	instances/data/n060-set03/family/base/zero/m4.dat	25.733333333	25.742655367	0.009322034	51	41	0	0	7.270175439	34.517083333	8f1d7bf3bf8042b415d21b68edd5404ee65bd266c332a6f1ef2afeb2ff9d99e5
n060-set03	family	base	narrow	1	2	instances/data/n060-set03/family/base/narrow/m2.dat	25.733333333	25.742655367	0.009322034	51	41	0	0	7.270175439	34.517083333	20b887a7216cb80b451c90e9b026472b7b856524a8e77fc74aa869f30fecb2ac
n060-set03	family	base	narrow	1	3	instances/data/n060-set03/family/base/narrow/m3.dat	25.733333333	25.742655367	0.009322034	51	41	0	0	7.270175439	34.517083333	20b887a7216cb80b451c90e9b026472b7b856524a8e77fc74aa869f30fecb2ac
n060-set03	family	base	narrow	1	4	instances/data/n060-set03/family/base/narrow/m4.dat	25.733333333	25.742655367	0.009322034	51	41	0	0	7.270175439	34.517083333	20b887a7216cb80b451c90e9b026472b7b856524a8e77fc74aa869f30fecb2ac
n060-set03	family	base	wide	1	2	instances/data/n060-set03/family/base/wide/m2.dat	25.733333333	25.742655367	0.009322034	51	41	0	0	7.270175439	34.517083333	e6b0d33a513bc2090ccac73d1c2a5fe91d60af91dd1fcc19536c3bf5b7e89621
n060-set03	family	base	wide	1	3	instances/data/n060-set03/family/base/wide/m3.dat	25.733333333	25.742655367	0.009322034	51	41	0	0	7.270175439	34.517083333	e6b0d33a513bc2090ccac73d1c2a5fe91d60af91dd1fcc19536c3bf5b7e89621
n060-set03	family	base	wide	1	4	instances/data/n060-set03/family/base/wide/m4.dat	25.733333333	25.742655367	0.009322034	51	41	0	0	7.270175439	34.517083333	e6b0d33a513bc2090ccac73d1c2a5fe91d60af91dd1fcc19536c3bf5b7e89621
n060-set03	family	medium	zero	10	2	instances/data/n060-set03/family/medium-heterogeneous/zero/m2.dat	259.583333333	260.143220339	0.559887006	519	414	0	0	73.738596491	348.685416667	124eea610e5676d92bfdb7ded0b1949c5383d9976d4154a8901643688494fd3e
n060-set03	family	medium	zero	10	3	instances/data/n060-set03/family/medium-heterogeneous/zero/m3.dat	259.583333333	260.143220339	0.559887006	519	414	0	0	73.738596491	348.685416667	124eea610e5676d92bfdb7ded0b1949c5383d9976d4154a8901643688494fd3e
n060-set03	family	medium	zero	10	4	instances/data/n060-set03/family/medium-heterogeneous/zero/m4.dat	259.583333333	260.143220339	0.559887006	519	414	0	0	73.738596491	348.685416667	124eea610e5676d92bfdb7ded0b1949c5383d9976d4154a8901643688494fd3e
n060-set03	family	medium	narrow	10	2	instances/data/n060-set03/family/medium-heterogeneous/narrow/m2.dat	259.583333333	260.143220339	0.559887006	519	414	0	0	73.738596491	348.685416667	0563d95ec32b89155da4a107fb17441e4e93f9711955ff56562bb766ce4d20a2
n060-set03	family	medium	narrow	10	3	instances/data/n060-set03/family/medium-heterogeneous/narrow/m3.dat	259.583333333	260.143220339	0.559887006	519	414	0	0	73.738596491	348.685416667	0563d95ec32b89155da4a107fb17441e4e93f9711955ff56562bb766ce4d20a2
n060-set03	family	medium	narrow	10	4	instances/data/n060-set03/family/medium-heterogeneous/narrow/m4.dat	259.583333333	260.143220339	0.559887006	519	414	0	0	73.738596491	348.685416667	0563d95ec32b89155da4a107fb17441e4e93f9711955ff56562bb766ce4d20a2
n060-set03	family	medium	wide	10	2	instances/data/n060-set03/family/medium-heterogeneous/wide/m2.dat	259.583333333	260.143220339	0.559887006	519	414	0	0	73.738596491	348.685416667	fb5f0aa124808aab61ccff2a472554f9df794ba448e9069aab78c6d02fc240bf
n060-set03	family	medium	wide	10	3	instances/data/n060-set03/family/medium-heterogeneous/wide/m3.dat	259.583333333	260.143220339	0.559887006	519	414	0	0	73.738596491	348.685416667	fb5f0aa124808aab61ccff2a472554f9df794ba448e9069aab78c6d02fc240bf
n060-set03	family	medium	wide	10	4	instances/data/n060-set03/family/medium-heterogeneous/wide/m4.dat	259.583333333	260.143220339	0.559887006	519	414	0	0	73.738596491	348.685416667	fb5f0aa124808aab61ccff2a472554f9df794ba448e9069aab78c6d02fc240bf
n060-set03	family	high	zero	20	2	instances/data/n060-set03/family/high-heterogeneous/zero/m2.dat	506.033333333	506.606497175	0.573163842	1012	807	0	0	143.311403509	679.171666667	64788b4a75b45cf44a01b65385a767a4303bf2e3a497a50a079a7185de4c29a8
n060-set03	family	high	zero	20	3	instances/data/n060-set03/family/high-heterogeneous/zero/m3.dat	506.033333333	506.606497175	0.573163842	1012	807	0	0	143.311403509	679.171666667	64788b4a75b45cf44a01b65385a767a4303bf2e3a497a50a079a7185de4c29a8
n060-set03	family	high	zero	20	4	instances/data/n060-set03/family/high-heterogeneous/zero/m4.dat	506.033333333	506.606497175	0.573163842	1012	807	0	0	143.311403509	679.171666667	64788b4a75b45cf44a01b65385a767a4303bf2e3a497a50a079a7185de4c29a8
n060-set03	family	high	narrow	20	2	instances/data/n060-set03/family/high-heterogeneous/narrow/m2.dat	506.033333333	506.606497175	0.573163842	1012	807	0	0	143.311403509	679.171666667	a09094c059da6e3935bc8f208bb0c2357296ebf8e6e930a3cb88d8fceeb97941
n060-set03	family	high	narrow	20	3	instances/data/n060-set03/family/high-heterogeneous/narrow/m3.dat	506.033333333	506.606497175	0.573163842	1012	807	0	0	143.311403509	679.171666667	a09094c059da6e3935bc8f208bb0c2357296ebf8e6e930a3cb88d8fceeb97941
n060-set03	family	high	narrow	20	4	instances/data/n060-set03/family/high-heterogeneous/narrow/m4.dat	506.033333333	506.606497175	0.573163842	1012	807	0	0	143.311403509	679.171666667	a09094c059da6e3935bc8f208bb0c2357296ebf8e6e930a3cb88d8fceeb97941
n060-set03	family	high	wide	20	2	instances/data/n060-set03/family/high-heterogeneous/wide/m2.dat	506.033333333	506.606497175	0.573163842	1012	807	0	0	143.311403509	679.171666667	abb0768c79f06759b6aef4e6f31f3d18c6e0f95956432eea61a81caec773b2fe
