taskSetId	size	caseIndex	machines	setupType	scaleLevel	nominalScale	windowLevel	windowMinimum	windowMaximum	windowFingerprint	instance	sourceFile	averageProcessing
n050-set05	50	5	2	family	medium	10	zero	0	0	84cfbc0f499f8ee4d0c98ebb7b4785f9dbd066c955c4003aa4345e2ff03727dd	data/n050-set05/family/medium-heterogeneous/zero/m2.dat	data/50-1/wet050_062.dat	421.300000000
n050-set05	50	5	3	family	medium	10	zero	0	0	84cfbc0f499f8ee4d0c98ebb7b4785f9dbd066c955c4003aa4345e2ff03727dd	data/n050-set05/family/medium-heterogeneous/zero/m3.dat	data/50-1/wet050_062.dat	421.300000000
n050-set05	50	5	4	family	medium	10	zero	0	0	84cfbc0f499f8ee4d0c98ebb7b4785f9dbd066c955c4003aa4345e2ff03727dd	data/n050-set05/family/medium-heterogeneous/zero/m4.dat	data/50-1/wet050_062.dat	421.300000000
n050-set05	50	5	2	family	medium	10	narrow	800	1200	725a89b4a86c9245defca9dc8cfced08aa79ab9a7060857af0cf23a9b3875683	data/n050-set05/family/medium-heterogeneous/narrow/m2.dat	data/50-1/wet050_062.dat	421.300000000
n050-set05	50	5	3	family	medium	10	narrow	800	1200	725a89b4a86c9245defca9dc8cfced08aa79ab9a7060857af0cf23a9b3875683	data/n050-set05/family/medium-heterogeneous/narrow/m3.dat	data/50-1/wet050_062.dat	421.300000000
n050-set05	50	5	4	family	medium	10	narrow	800	1200	725a89b4a86c9245defca9dc8cfced08aa79ab9a7060857af0cf23a9b3875683	data/n050-set05/family/medium-heterogeneous/narrow/m4.dat	data/50-1/wet050_062.dat	421.300000000
n050-set05	50	5	2	family	medium	10	wide	2800	3200	80c402848bb022e02660f60964cfef025958329f664e3c45eb391792a73f3d00	data/n050-set05/family/medium-heterogeneous/wide/m2.dat	data/50-1/wet050_062.dat	421.300000000
n050-set05	50	5	3	family	medium	10	wide	2800	3200	80c402848bb022e02660f60964cfef025958329f664e3c45eb391792a73f3d00	data/n050-set05/family/medium-heterogeneous/wide/m3.dat	data/50-1/wet050_062.dat	421.300000000
n050-set05	50	5	4	family	medium	10	wide	2800	3200	80c402848bb022e02660f60964cfef025958329f664e3c45eb391792a73f3d00	data/n050-set05/family/medium-heterogeneous/wide/m4.dat	data/50-1/wet050_062.dat	421.300000000
n050-set05	50	5	2	family	high	20	zero	0	0	84cfbc0f499f8ee4d0c98ebb7b4785f9dbd066c955c4003aa4345e2ff03727dd	data/n050-set05/family/high-heterogeneous/zero/m2.dat	data/50-1/wet050_062.dat	895.880000000
n050-set05	50	5	3	family	high	20	zero	0	0	84cfbc0f499f8ee4d0c98ebb7b4785f9dbd066c955c4003aa4345e2ff03727dd	data/n050-set05/family/high-heterogeneous/zero/m3.dat	data/50-1/wet050_062.dat	895.880000000
n050-set05	50	5	4	family	high	20	zero	0	0	84cfbc0f499f8ee4d0c98ebb7b4785f9dbd066c955c4003aa4345e2ff03727dd	data/n050-set05/family/high-heterogeneous/zero/m4.dat	data/50-1/wet050_062.dat	895.880000000
n050-set05	50	5	2	family	high	20	narrow	1600	2400	ed601cfad2a9ef5f1406adb649eaef33b43a7cb5e537a4a0d8c91e0e0ea1cd45	data/n050-set05/family/high-heterogeneous/narrow/m2.dat	data/50-1/wet050_062.dat	895.880000000
n050-set05	50	5	3	family	high	20	narrow	1600	2400	ed601cfad2a9ef5f1406adb649eaef33b43a7cb5e537a4a0d8c91e0e0ea1cd45	data/n050-set05/family/high-heterogeneous/narrow/m3.dat	data/50-1/wet050_062.dat	895.880000000
n050-set05	50	5	4	family	high	20	narrow	1600	2400	ed601cfad2a9ef5f1406adb649eaef33b43a7cb5e537a4a0d8c91e0e0ea1cd45	data/n050-set05/family/high-heterogeneous/narrow/m4.dat	data/50-1/wet050_062.dat	895.880000000
n050-set05	50	5	2	family	high	20	wide	5600	6400	1358e6876e9c0e2aa42cf6f2bce1b78d58f019f29dc8635fd5916bfe1a7ef000	data/n050-set05/family/high-heterogeneous/wide/m2.dat	data/50-1/wet050_062.dat	895.880000000
n050-set05	50	5	3	family	high	20	wide	5600	6400	1358e6876e9c0e2aa42cf6f2bce1b78d58f019f29dc8635fd5916bfe1a7ef000	data/n050-set05/family/high-heterogeneous/wide/m3.dat	data/50-1/wet050_062.dat	895.880000000
n050-set05	50	5	4	family	high	20	wide	5600	6400	1358e6876e9c0e2aa42cf6f2bce1b78d58f019f29dc8635fd5916bfe1a7ef000	data/n050-set05/family/high-heterogeneous/wide/m4.dat	data/50-1/wet050_062.dat	895.880000000
n060-set01	60	1	2	family	base	1	zero	0	0	2f23a88c6b5d0be0c83abcacdf71dc0bbecca780b949de9d7684396b04474097	data/n060-set01/family/base/zero/m2.dat	data/100-1/wet100_037.dat	54.733333333
n060-set01	60	1	3	family	base	1	zero	0	0	2f23a88c6b5d0be0c83abcacdf71dc0bbecca780b949de9d7684396b04474097	data/n060-set01/family/base/zero/m3.dat	data/100-1/wet100_037.dat	54.733333333
n060-set01	60	1	4	family	base	1	zero	0	0	2f23a88c6b5d0be0c83abcacdf71dc0bbecca780b949de9d7684396b04474097	data/n060-set01/family/base/zero/m4.dat	data/100-1/wet100_037.dat	54.733333333
n060-set01	60	1	2	family	base	1	narrow	80	120	9584a5f8fc432bdf42cac4fb12286c819f6532e3c2aee8c07834e16b4c36cf47	data/n060-set01/family/base/narrow/m2.dat	data/100-1/wet100_037.dat	54.733333333
n060-set01	60	1	3	family	base	1	narrow	80	120	9584a5f8fc432bdf42cac4fb12286c819f6532e3c2aee8c07834e16b4c36cf47	data/n060-set01/family/base/narrow/m3.dat	data/100-1/wet100_037.dat	54.733333333
n060-set01	60	1	4	family	base	1	narrow	80	120	9584a5f8fc432bdf42cac4fb12286c819f6532e3c2aee8c07834e16b4c36cf47	data/n060-set01/family/base/narrow/m4.dat	data/100-1/wet100_037.dat	54.733333333
n060-set01	60	1	2	family	base	1	wide	280	320	41c3bba70cfc1fb16f77866e487389f91c53a20c4bacad990cacd77313816c0d	data/n060-set01/family/base/wide/m2.dat	data/100-1/wet100_037.dat	54.733333333
n060-set01	60	1	3	family	base	1	wide	280	320	41c3bba70cfc1fb16f77866e487389f91c53a20c4bacad990cacd77313816c0d	data/n060-set01/family/base/wide/m3.dat	data/100-1/wet100_037.dat	54.733333333
n060-set01	60	1	4	family	base	1	wide	280	320	41c3bba70cfc1fb16f77866e487389f91c53a20c4bacad990cacd77313816c0d	data/n060-set01/family/base/wide/m4.dat	data/100-1/wet100_037.dat	54.733333333
n060-set01	60	1	2	family	medium	10	zero	0	0	2f23a88c6b5d0be0c83abcacdf71dc0bbecca780b949de9d7684396b04474097	data/n060-set01/family/medium-heterogeneous/zero/m2.dat	data/100-1/wet100_037.dat	512.433333333
n060-set01	60	1	3	family	medium	10	zero	0	0	2f23a88c6b5d0be0c83abcacdf71dc0bbecca780b949de9d7684396b04474097	data/n060-set01/family/medium-heterogeneous/zero/m3.dat	data/100-1/wet100_037.dat	512.433333333
n060-set01	60	1	4	family	medium	10	zero	0	0	2f23a88c6b5d0be0c83abcacdf71dc0bbecca780b949de9d7684396b04474097	data/n060-set01/family/medium-heterogeneous/zero/m4.dat	data/100-1/wet100_037.dat	512.433333333
n060-set01	60	1	2	family	medium	10	narrow	800	1200	7b70229a45c4e18af0a588851042f975d02dcb4ead1d2642e871582396ed5fdc	data/n060-set01/family/medium-heterogeneous/narrow/m2.dat	data/100-1/wet100_037.dat	512.433333333
n060-set01	60	1	3	family	medium	10	narrow	800	1200	7b70229a45c4e18af0a588851042f975d02dcb4ead1d2642e871582396ed5fdc	data/n060-set01/family/medium-heterogeneous/narrow/m3.dat	data/100-1/wet100_037.dat	512.433333333
n060-set01	60	1	4	family	medium	10	narrow	800	1200	7b70229a45c4e18af0a588851042f975d02dcb4ead1d2642e871582396ed5fdc	data/n060-set01/family/medium-heterogeneous/narrow/m4.dat	data/100-1/wet100_037.dat	512.433333333
n060-set01	60	1	2	family	medium	10	wide	2800	3200	601df14c9bd7252a1f34e6a5bb7b99c8fea60c4db417a27258c722674ff97cc1	data/n060-set01/family/medium-heterogeneous/wide/m2.dat	data/100-1/wet100_037.dat	512.433333333
n060-set01	60	1	3	family	medium	10	wide	2800	3200	601df14c9bd7252a1f34e6a5bb7b99c8fea60c4db417a27258c722674ff97cc1	data/n060-set01/family/medium-heterogeneous/wide/m3.dat	data/100-1/wet100_037.dat	512.433333333
n060-set01	60	1	4	family	medium	10	wide	2800	3200	601df14c9bd7252a1f34e6a5bb7b99c8fea60c4db417a27258c722674ff97cc1	data/n060-set01/family/medium-heterogeneous/wide/m4.dat	data/100-1/wet100_037.dat	512.433333333
n060-set01	60	1	2	family	high	20	zero	0	0	2f23a88c6b5d0be0c83abcacdf71dc0bbecca780b949de9d7684396b04474097	data/n060-set01/family/high-heterogeneous/zero/m2.dat	data/100-1/wet100_037.dat	1164.816666667
n060-set01	60	1	3	family	high	20	zero	0	0	2f23a88c6b5d0be0c83abcacdf71dc0bbecca780b949de9d7684396b04474097	data/n060-set01/family/high-heterogeneous/zero/m3.dat	data/100-1/wet100_037.dat	1164.816666667
n060-set01	60	1	4	family	high	20	zero	0	0	2f23a88c6b5d0be0c83abcacdf71dc0bbecca780b949de9d7684396b04474097	data/n060-set01/family/high-heterogeneous/zero/m4.dat	data/100-1/wet100_037.dat	1164.816666667
n060-set01	60	1	2	family	high	20	narrow	1600	2400	3707bcfa12064c107bc06d512ce72f766ff5bf14be88c62112b7c6fe84d33bf1	data/n060-set01/family/high-heterogeneous/narrow/m2.dat	data/100-1/wet100_037.dat	1164.816666667
n060-set01	60	1	3	family	high	20	narrow	1600	2400	3707bcfa12064c107bc06d512ce72f766ff5bf14be88c62112b7c6fe84d33bf1	data/n060-set01/family/high-heterogeneous/narrow/m3.dat	data/100-1/wet100_037.dat	1164.816666667
n060-set01	60	1	4	family	high	20	narrow	1600	2400	3707bcfa12064c107bc06d512ce72f766ff5bf14be88c62112b7c6fe84d33bf1	data/n060-set01/family/high-heterogeneous/narrow/m4.dat	data/100-1/wet100_037.dat	1164.816666667
n060-set01	60	1	2	family	high	20	wide	5600	6400	f9f2e7fecf2e56244211910b9a55cbad815374f793b7c09a00941593db6d2ecb	data/n060-set01/family/high-heterogeneous/wide/m2.dat	data/100-1/wet100_037.dat	1164.816666667
n060-set01	60	1	3	family	high	20	wide	5600	6400	f9f2e7fecf2e56244211910b9a55cbad815374f793b7c09a00941593db6d2ecb	data/n060-set01/family/high-heterogeneous/wide/m3.dat	data/100-1/wet100_037.dat	1164.816666667
n060-set01	60	1	4	family	high	20	wide	5600	6400	f9f2e7fecf2e56244211910b9a55cbad815374f793b7c09a00941593db6d2ecb	data/n060-set01/family/high-heterogeneous/wide/m4.dat	data/100-1/wet100_037.dat	1164.816666667
n060-set02	60	2	2	family	base	1	zero	0	0	2f23a88c6b5d0be0c83abcacdf71dc0bbecca780b949de9d7684396b04474097	data/n060-set02/family/base/zero/m2.dat	data/100-1/wet100_012.dat	51.750000000
n060-set02	60	2	3	family	base	1	zero	0	0	2f23a88c6b5d0be0c83abcacdf71dc0bbecca780b949de9d7684396b04474097	data/n060-set02/family/base/zero/m3.dat	data/100-1/wet100_012.dat	51.750000000
n060-set02	60	2	4	family	base	1	zero	0	0	2f23a88c6b5d0be0c83abcacdf71dc0bbecca780b949de9d7684396b04474097	data/n060-set02/family/base/zero/m4.dat	data/100-1/wet100_012.dat	51.750000000
n060-set02	60	2	2	family	base	1	narrow	80	120	9e483790831f6d33fd2d53655655367baf5c8f1f44f74a88ddf6b90ea506f272	data/n060-set02/family/base/narrow/m2.dat	data/100-1/wet100_012.dat	51.750000000
n060-set02	60	2	3	family	base	1	narrow	80	120	9e483790831f6d33fd2d53655655367baf5c8f1f44f74a88ddf6b90ea506f272	data/n060-set02/family/base/narrow/m3.dat	data/100-1/wet100_012.dat	51.750000000
n060-set02	60	2	4	family	base	1	narrow	80	120	9e483790831f6d33fd2d53655655367baf5c8f1f44f74a88ddf6b90ea506f272	data/n060-set02/family/base/narrow/m4.dat	data/100-1/wet100_012.dat	51.750000000
n060-set02	60	2	2	family	base	1	wide	280	320	8614de8700e2ed32d162c0243f1f2a7bb4f30f6da46047b4cc2710b1f2349438	data/n060-set02/family/base/wide/m2.dat	data/100-1/wet100_012.dat	51.750000000
n060-set02	60	2	3	family	base	1	wide	280	320	8614de8700e2ed32d162c0243f1f2a7bb4f30f6da46047b4cc2710b1f2349438	data/n060-set02/family/base/wide/m3.dat	data/100-1/wet100_012.dat	51.750000000
n060-set02	60	2	4	family	base	1	wide	280	320	8614de8700e2ed32d162c0243f1f2a7bb4f30f6da46047b4cc2710b1f2349438	data/n060-set02/family/base/wide/m4.dat	data/100-1/wet100_012.dat	51.750000000
n060-set02	60	2	2	family	medium	10	zero	0	0	2f23a88c6b5d0be0c83abcacdf71dc0bbecca780b949de9d7684396b04474097	data/n060-set02/family/medium-heterogeneous/zero/m2.dat	data/100-1/wet100_012.dat	487.116666667
n060-set02	60	2	3	family	medium	10	zero	0	0	2f23a88c6b5d0be0c83abcacdf71dc0bbecca780b949de9d7684396b04474097	data/n060-set02/family/medium-heterogeneous/zero/m3.dat	data/100-1/wet100_012.dat	487.116666667
n060-set02	60	2	4	family	medium	10	zero	0	0	2f23a88c6b5d0be0c83abcacdf71dc0bbecca780b949de9d7684396b04474097	data/n060-set02/family/medium-heterogeneous/zero/m4.dat	data/100-1/wet100_012.dat	487.116666667
n060-set02	60	2	2	family	medium	10	narrow	800	1200	62d5743a628cc77c777f173b688e23f1d0acbfeb844aa056c84309e9d4408c92	data/n060-set02/family/medium-heterogeneous/narrow/m2.dat	data/100-1/wet100_012.dat	487.116666667
n060-set02	60	2	3	family	medium	10	narrow	800	1200	62d5743a628cc77c777f173b688e23f1d0acbfeb844aa056c84309e9d4408c92	data/n060-set02/family/medium-heterogeneous/narrow/m3.dat	data/100-1/wet100_012.dat	487.116666667
n060-set02	60	2	4	family	medium	10	narrow	800	1200	62d5743a628cc77c777f173b688e23f1d0acbfeb844aa056c84309e9d4408c92	data/n060-set02/family/medium-heterogeneous/narrow/m4.dat	data/100-1/wet100_012.dat	487.116666667
n060-set02	60	2	2	family	medium	10	wide	2800	3200	db730174a6dac364411e6b32889af0e3c331cf8da456092a7cdb95aa60bc3c8d	data/n060-set02/family/medium-heterogeneous/wide/m2.dat	data/100-1/wet100_012.dat	487.116666667
n060-set02	60	2	3	family	medium	10	wide	2800	3200	db730174a6dac364411e6b32889af0e3c331cf8da456092a7cdb95aa60bc3c8d	data/n060-set02/family/medium-heterogeneous/wide/m3.dat	data/100-1/wet100_012.dat	487.116666667
n060-set02	60	2	4	family	medium	10	wide	2800	3200	db730174a6dac364411e6b32889af0e3c331cf8da456092a7cdb95aa60bc3c8d	data/n060-set02/family/medium-heterogeneous/wide/m4.dat	data/100-1/wet100_012.dat	487.116666667
n060-set02	60	2	2	family	high	20	zero	0	0	2f23a88c6b5d0be0c83abcacdf71dc0bbecca780b949de9d7684396b04474097	data/n060-set02/family/high-heterogeneous/zero/m2.dat	data/100-1/wet100_012.dat	1032.166666667
n060-set02	60	2	3	family	high	20	zero	0	0	2f23a88c6b5d0be0c83abcacdf71dc0bbecca780b949de9d7684396b04474097	data/n060-set02/family/high-heterogeneous/zero/m3.dat	data/100-1/wet100_012.dat	1032.166666667
n060-set02	60	2	4	family	high	20	zero	0	0	2f23a88c6b5d0be0c83abcacdf71dc0bbecca780b949de9d7684396b04474097	data/n060-set02/family/high-heterogeneous/zero/m4.dat	data/100-1/wet100_012.dat	1032.166666667
n060-set02	60	2	2	family	high	20	narrow	1600	2400	e1430709b26f015844b07dd1293a92ca561bef9c0c85291c5dea0d28d368d523	data/n060-set02/family/high-heterogeneous/narrow/m2.dat	data/100-1/wet100_012.dat	1032.166666667
n060-set02	60	2	3	family	high	20	narrow	1600	2400	e1430709b26f015844b07dd1293a92ca561bef9c0c85291c5dea0d28d368d523	data/n060-set02/family/high-heterogeneous/narrow/m3.dat	data/100-1/wet100_012.dat	1032.166666667
n060-set02	60	2	4	family	high	20	narrow	1600	2400	e1430709b26f015844b07dd1293a92ca561bef9c0c85291c5dea0d28d368d523	data/n060-set02/family/high-heterogeneous/narrow/m4.dat	data/100-1/wet100_012.dat	1032.166666667
n060-set02	60	2	2	family	high	20	wide	5600	6400	3f9c258746ddb08bdb0d7c4e7b261dfd8dbe2e7ec01c179f09c2834ddbebfe20	data/n060-set02/family/high-heterogeneous/wide/m2.dat	data/100-1/wet100_012.dat	1032.166666667
n060-set02	60	2	3	family	high	20	wide	5600	6400	3f9c258746ddb08bdb0d7c4e7b261dfd8dbe2e7ec01c179f09c2834ddbebfe20	data/n060-set02/family/high-heterogeneous/wide/m3.dat	data/100-1/wet100_012.dat	1032.166666667
n060-set02	60	2	4	family	high	20	wide	5600	6400	3f9c258746ddb08bdb0d7c4e7b261dfd8dbe2e7ec01c179f09c2834ddbebfe20	data/n060-set02/family/high-heterogeneous/wide/m4.dat	data/100-1/wet100_012.dat	1032.166666667
n060-set03	60	3	2	family	base	1	zero	0	0	2f23a88c6b5d0be0c83abcacdf71dc0bbecca780b949de9d7684396b04474097	data/n060-set03/family/base/zero/m2.dat	data/100-1/wet100_031.dat	51.466666667
n060-set03	60	3	3	family	base	1	zero	0	0	2f23a88c6b5d0be0c83abcacdf71dc0bbecca780b949de9d7684396b04474097	data/n060-set03/family/base/zero/m3.dat	data/100-1/wet100_031.dat	51.466666667
n060-set03	60	3	4	family	base	1	zero	0	0	2f23a88c6b5d0be0c83abcacdf71dc0bbecca780b949de9d7684396b04474097	data/n060-set03/family/base/zero/m4.dat	data/100-1/wet100_031.dat	51.466666667
n060-set03	60	3	2	family	base	1	narrow	80	120	0a3a3d05c9a142c2dcac1f4175c542f1cf7a6397effbabb6b8bb53b4848149b3	data/n060-set03/family/base/narrow/m2.dat	data/100-1/wet100_031.dat	51.466666667
n060-set03	60	3	3	family	base	1	narrow	80	120	0a3a3d05c9a142c2dcac1f4175c542f1cf7a6397effbabb6b8bb53b4848149b3	data/n060-set03/family/base/narrow/m3.dat	data/100-1/wet100_031.dat	51.466666667
n060-set03	60	3	4	family	base	1	narrow	80	120	0a3a3d05c9a142c2dcac1f4175c542f1cf7a6397effbabb6b8bb53b4848149b3	data/n060-set03/family/base/narrow/m4.dat	data/100-1/wet100_031.dat	51.466666667
n060-set03	60	3	2	family	base	1	wide	280	320	807610d29cb41611b568a8027901137e8ce846970b2db29f17f4554099cc8d96	data/n060-set03/family/base/wide/m2.dat	data/100-1/wet100_031.dat	51.466666667
n060-set03	60	3	3	family	base	1	wide	280	320	807610d29cb41611b568a8027901137e8ce846970b2db29f17f4554099cc8d96	data/n060-set03/family/base/wide/m3.dat	data/100-1/wet100_031.dat	51.466666667
n060-set03	60	3	4	family	base	1	wide	280	320	807610d29cb41611b568a8027901137e8ce846970b2db29f17f4554099cc8d96	data/n060-set03/family/base/wide/m4.dat	data/100-1/wet100_031.dat	51.466666667
n060-set03	60	3	2	family	medium	10	zero	0	0	2f23a88c6b5d0be0c83abcacdf71dc0bbecca780b949de9d7684396b04474097	data/n060-set03/family/medium-heterogeneous/zero/m2.dat	data/100-1/wet100_031.dat	519.166666667
n060-set03	60	3	3	family	medium	10	zero	0	0	2f23a88c6b5d0be0c83abcacdf71dc0bbecca780b949de9d7684396b04474097	data/n060-set03/family/medium-heterogeneous/zero/m3.dat	data/100-1/wet100_031.dat	519.166666667
n060-set03	60	3	4	family	medium	10	zero	0	0	2f23a88c6b5d0be0c83abcacdf71dc0bbecca780b949de9d7684396b04474097	data/n060-set03/family/medium-heterogeneous/zero/m4.dat	data/100-1/wet100_031.dat	519.166666667
n060-set03	60	3	2	family	medium	10	narrow	800	1200	7beaabb1fcb5e18a6f43fb0c69bb2ee6c3cc02f4903dc6dcec3158212f738121	data/n060-set03/family/medium-heterogeneous/narrow/m2.dat	data/100-1/wet100_031.dat	519.166666667
n060-set03	60	3	3	family	medium	10	narrow	800	1200	7beaabb1fcb5e18a6f43fb0c69bb2ee6c3cc02f4903dc6dcec3158212f738121	data/n060-set03/family/medium-heterogeneous/narrow/m3.dat	data/100-1/wet100_031.dat	519.166666667
n060-set03	60	3	4	family	medium	10	narrow	800	1200	7beaabb1fcb5e18a6f43fb0c69bb2ee6c3cc02f4903dc6dcec3158212f738121	data/n060-set03/family/medium-heterogeneous/narrow/m4.dat	data/100-1/wet100_031.dat	519.166666667
n060-set03	60	3	2	family	medium	10	wide	2800	3200	bfef3eede41578f27d0c670cf1dbc8e7007f2f93f337f26004426cfd30f81d28	data/n060-set03/family/medium-heterogeneous/wide/m2.dat	data/100-1/wet100_031.dat	519.166666667
n060-set03	60	3	3	family	medium	10	wide	2800	3200	bfef3eede41578f27d0c670cf1dbc8e7007f2f93f337f26004426cfd30f81d28	data/n060-set03/family/medium-heterogeneous/wide/m3.dat	data/100-1/wet100_031.dat	519.166666667
n060-set03	60	3	4	family	medium	10	wide	2800	3200	bfef3eede41578f27d0c670cf1dbc8e7007f2f93f337f26004426cfd30f81d28	data/n060-set03/family/medium-heterogeneous/wide/m4.dat	data/100-1/wet100_031.dat	519.166666667
n060-set03	60	3	2	family	high	20	zero	0	0	2f23a88c6b5d0be0c83abcacdf71dc0bbecca780b949de9d7684396b04474097	data/n060-set03/family/high-heterogeneous/zero/m2.dat	data/100-1/wet100_031.dat	1012.066666667
n060-set03	60	3	3	family	high	20	zero	0	0	2f23a88c6b5d0be0c83abcacdf71dc0bbecca780b949de9d7684396b04474097	data/n060-set03/family/high-heterogeneous/zero/m3.dat	data/100-1/wet100_031.dat	1012.066666667
n060-set03	60	3	4	family	high	20	zero	0	0	2f23a88c6b5d0be0c83abcacdf71dc0bbecca780b949de9d7684396b04474097	data/n060-set03/family/high-heterogeneous/zero/m4.dat	data/100-1/wet100_031.dat	1012.066666667
n060-set03	60	3	2	family	high	20	narrow	1600	2400	9dae0259344a223c9ba829fade76c1ea15c46a8326bd587b9bba13d91f3b1925	data/n060-set03/family/high-heterogeneous/narrow/m2.dat	data/100-1/wet100_031.dat	1012.066666667
n060-set03	60	3	3	family	high	20	narrow	1600	2400	9dae0259344a223c9ba829fade76c1ea15c46a8326bd587b9bba13d91f3b1925	data/n060-set03/family/high-heterogeneous/narrow/m3.dat	data/100-1/wet100_031.dat	1012.066666667
n060-set03	60	3	4	family	high	20	narrow	1600	2400	9dae0259344a223c9ba829fade76c1ea15c46a8326bd587b9bba13d91f3b1925	data/n060-set03/family/high-heterogeneous/narrow/m4.dat	data/100-1/wet100_031.dat	1012.066666667
n060-set03	60	3	2	family	high	20	wide	5600	6400	b68cae4bbc88d433295876a25dfe26d5f45f62687edab1ec5c61809f52cac77e	data/n060-set03/family/high-heterogeneous/wide/m2.dat	data/100-1/wet100_031.dat	1012.066666667
n060-set03	60	3	3	family	high	20	wide	5600	6400	b68cae4bbc88d433295876a25dfe26d5f45f62687edab1ec5c61809f52cac77e	data/n060-set03/family/high-heterogeneous/wide/m3.dat	data/100-1/wet100_031.dat	1012.066666667
n060-set03	60	3	4	family	high	20	wide	5600	6400	b68cae4bbc88d433295876a25dfe26d5f45f62687edab1ec5c61809f52cac77e	data/n060-set03/family/high-heterogeneous/wide/m4.dat	data/100-1/wet100_031.dat	1012.066666667
n060-set04	60	4	2	family	base	1	zero	0	0	2f23a88c6b5d0be0c83abcacdf71dc0bbecca780b949de9d7684396b04474097	data/n060-set04/family/base/zero/m2.dat	data/100-1/wet100_057.dat	53.583333333
n060-set04	60	4	3	family	base	1	zero	0	0	2f23a88c6b5d0be0c83abcacdf71dc0bbecca780b949de9d7684396b04474097	data/n060-set04/family/base/zero/m3.dat	data/100-1/wet100_057.dat	53.583333333
n060-set04	60	4	4	family	base	1	zero	0	0	2f23a88c6b5d0be0c83abcacdf71dc0bbecca780b949de9d7684396b04474097	data/n060-set04/family/base/zero/m4.dat	data/100-1/wet100_057.dat	53.583333333
n060-set04	60	4	2	family	base	1	narrow	80	120	335f6114cb268915add9cb3f923f9b2fbdeb7e912ca0043929ec23c3ed1b7511	data/n060-set04/family/base/narrow/m2.dat	data/100-1/wet100_057.dat	53.583333333
n060-set04	60	4	3	family	base	1	narrow	80	120	335f6114cb268915add9cb3f923f9b2fbdeb7e912ca0043929ec23c3ed1b7511	data/n060-set04/family/base/narrow/m3.dat	data/100-1/wet100_057.dat	53.583333333
n060-set04	60	4	4	family	base	1	narrow	80	120	335f6114cb268915add9cb3f923f9b2fbdeb7e912ca0043929ec23c3ed1b7511	data/n060-set04/family/base/narrow/m4.dat	data/100-1/wet100_057.dat	53.583333333
n060-set04	60	4	2	family	base	1	wide	280	320	d24008b82734b664b882ea6ec280d749b63085f5f7e4b80f06ca45abff6f09a1	data/n060-set04/family/base/wide/m2.dat	data/100-1/wet100_057.dat	53.583333333
n060-set04	60	4	3	family	base	1	wide	280	320	d24008b82734b664b882ea6ec280d749b63085f5f7e4b80f06ca45abff6f09a1	data/n060-set04/family/base/wide/m3.dat	data/100-1/wet100_057.dat	53.583333333
n060-set04	60	4	4	family	base	1	wide	280	320	d24008b82734b664b882ea6ec280d749b63085f5f7e4b80f06ca45abff6f09a1	data/n060-set04/family/base/wide/m4.dat	data/100-1/wet100_057.dat	53.583333333
n060-set04	60	4	2	family	medium	10	zero	0	0	2f23a88c6b5d0be0c83abcacdf71dc0bbecca780b949de9d7684396b04474097	data/n060-set04/family/medium-heterogeneous/zero/m2.dat	data/100-1/wet100_057.dat	524.666666667
n060-set04	60	4	3	family	medium	10	zero	0	0	2f23a88c6b5d0be0c83abcacdf71dc0bbecca780b949de9d7684396b04474097	data/n060-set04/family/medium-heterogeneous/zero/m3.dat	data/100-1/wet100_057.dat	524.666666667
n060-set04	60	4	4	family	medium	10	zero	0	0	2f23a88c6b5d0be0c83abcacdf71dc0bbecca780b949de9d7684396b04474097	data/n060-set04/family/medium-heterogeneous/zero/m4.dat	data/100-1/wet100_057.dat	524.666666667
n060-set04	60	4	2	family	medium	10	narrow	800	1200	43295fdd5d89b76870202efff122f2bc38b428d1e4f08c1c5c31ad6e9c11f8e4	data/n060-set04/family/medium-heterogeneous/narrow/m2.dat	data/100-1/wet100_057.dat	524.666666667
n060-set04	60	4	3	family	medium	10	narrow	800	1200	43295fdd5d89b76870202efff122f2bc38b428d1e4f08c1c5c31ad6e9c11f8e4	data/n060-set04/family/medium-heterogeneous/narrow/m3.dat	data/100-1/wet100_057.dat	524.666666667
n060-set04	60	4	4	family	medium	10	narrow	800	1200	43295fdd5d89b76870202efff122f2bc38b428d1e4f08c1c5c31ad6e9c11f8e4	data/n060-set04/family/medium-heterogeneous/narrow/m4.dat	data/100-1/wet100_057.dat	524.666666667
n060-set04	60	4	2	family	medium	10	wide	2800	3200	e957c0edff7de8a2d985a5eabd65f064da72c4605b0e4dccbf7087f51b484fa0	data/n060-set04/family/medium-heterogeneous/wide/m2.dat	data/100-1/wet100_057.dat	524.666666667
n060-set04	60	4	3	family	medium	10	wide	2800	3200	e957c0edff7de8a2d985a5eabd65f064da72c4605b0e4dccbf7087f51b484fa0	data/n060-set04/family/medium-heterogeneous/wide/m3.dat	data/100-1/wet100_057.dat	524.666666667
n060-set04	60	4	4	family	medium	10	wide	2800	3200	e957c0edff7de8a2d985a5eabd65f064da72c4605b0e4dccbf7087f51b484fa0	data/n060-set04/family/medium-heterogeneous/wide/m4.dat	data/100-1/wet100_057.dat	524.666666667
n060-set04	60	4	2	family	high	20	zero	0	0	2f23a88c6b5d0be0c83abcacdf71dc0bbecca780b949de9d7684396b04474097	data/n060-set04/family/high-heterogeneous/zero/m2.dat	data/100-1/wet100_057.dat	1108.300000000
